Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  1000
Partition function (log Z): 0.7608673864455278

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9975296416182756
Position 10271: 0.9542522801073801
Position 137: 0.9530430817504039
Position 2291: 0.6247967204669495
Position 585: 0.3512351654033378
Position 1229: 0.30997530146984564
Position 9330: 0.16682782960629464
Position 2363: 0.13083846601232693
Position 10495: 0.11904813184074736
Position 6964: 0.11486727185128988
Position 8404: 0.09035454001559948
Position 741: 0.08250187582708454
Position 10739: 0.07937922305295822
Position 2630: 0.07425544976968343
Position 2605: 0.052161965455198564
Position 1749: 0.05005257496109657
Position 1734: 0.04722891003686212
Position 8481: 0.04138845210167864
Position 7776: 0.037283722424424744
Position 1601: 0.03236227406925976
Position 2031: 0.03013096987113484
Position 7999: 0.028426574527811894
Position 7551: 0.0272751086510555
Position 4997: 0.01649188961431316
Position 7064: 0.012558100151420164
Position 628: 0.01217625109240157
Position 1740: 0.01193435052260268
Position 123: 0.008850547229076699
Position 4563: 0.007410266206462308
Position 7845: 0.006951636659322479
Position 516: 0.006850667284418531
Position 8467: 0.0067253802985780846
Position 8250: 0.00514409451642504
Position 347: 0.005085979880501778
Position 624: 0.004837232469259796
Position 896: 0.004773240424203571
Position 10609: 0.004713356403531972
Position 95: 0.004549219816379694
Position 1701: 0.0035306377600322542
Position 10042: 0.0034223925768650117
Position 9439: 0.0032142348850828133
Position 1331: 0.003158206161901469
Position 5222: 0.0030225013577560153
Position 71: 0.002880986507533471
Position 10276: 0.0027592334529485266
Position 748: 0.0018268467427146272
Position 9919: 0.0017094175371954162
Position 1587: 0.0016492160299656593
Position 2617: 0.001626428145458637
Position 522: 0.000995196615118089
Position 10287: 0.0007327171412301934
Position 10613: 0.0006138514923217893
Position 1408: 0.00041581715066542075
Position 737: 0.00027227632976527006
Position 215: 0.0002454780139004116
Position 9903: 0.00019651987329559817
Position 1041: 0.00018332793859209145
Position 10529: 0.00014812860753013536
Position 1401: 0.00014165960653736724
Position 10293: 0.0001281793336585817
Position 7536: 0.00012723947971123744
Position 10524: 0.00011698474308416103
Position 561: 0.00011506303282806829
Position 705: 0.00011093606089743409
Position 497: 0.00010769927757059098
Position 672: 9.439978710009441e-05
Position 618: 7.834798213033263e-05
Position 10462: 7.622319478186883e-05
Position 679: 7.138428707618764e-05
Position 997: 7.010094489518359e-05
Position 527: 5.674939082267362e-05
Position 10947: 4.94792719848984e-05
Position 10209: 4.583697877287807e-05
Position 10803: 3.8640082477236896e-05
Position 321: 3.444981739841235e-05
Position 9764: 3.2867625319525e-05
Position 1067: 3.237313389659128e-05
Position 10642: 2.896072557489064e-05
Position 238: 1.7954676730621086e-05
Position 687: 6.11238939912208e-06
Position 74: 5.4751022964288834e-06
Position 1292: 5.301152892673946e-06
Position 1367: 4.684629307319718e-06
Position 600: 4.557788233714231e-06
Position 310: 2.7909303445731116e-06
Position 276: 2.475246840661683e-06
Position 159: 2.086167706238573e-06
Position 141: 2.049949119433097e-06
Position 1421: 1.0554603437010196e-06
Position 349: 7.254098705613542e-07
Position 10140: 4.439445086934307e-07
Position 10330: 3.775605581732205e-07
Position 435: 2.7318701222383686e-07
Position 325: 2.275763544432651e-07
Position 265: 2.2401647629342102e-07
Position 29: 1.9572190258322872e-07
Position 254: 1.6135547699056023e-07
Position 291: 1.6085755635366087e-07
Position 442: 1.1199005614120626e-07
Position 489: 3.8939868064036095e-08
Position 351: 1.7089127231506958e-08
Position 546: 1.662102080112173e-08
Position 1458: 9.67049127508533e-09
Position 27: 8.431752264935338e-09
Position 756: 3.8099991256040197e-10
Position 41: 2.7641344977600982e-11
Position 244: 6.584824123256834e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9942752833972326
Position 10590: 0.952563569030288
Position 10132: 0.7026904484276086
Position 2217: 0.5419246745074804
Position 425: 0.3617795846533157
Position 10170: 0.24443590203272317
Position 9107: 0.1680540844946272
Position 1066: 0.14279907136868816
Position 8298: 0.13847060196519642
Position 6844: 0.12315001813225455
Position 1145: 0.11675211093429556
Position 489: 0.08016278454908819
Position 2135: 0.07560755287924827
Position 7435: 0.07163770721451398
Position 1484: 0.06931625712149828
Position 2163: 0.06171784151370834
Position 2527: 0.05133163750179631
Position 10448: 0.05092742192503845
Position 10882: 0.04181088999403259
Position 1536: 0.036974940017600676
Position 7913: 0.03357066904423691
Position 10356: 0.03183409569524476
Position 2476: 0.0264776854083198
Position 1908: 0.02488327476251097
Position 10683: 0.024075340900818754
Position 2278: 0.02331394898699431
Position 2510: 0.021063247778318413
Position 10378: 0.020650595957711446
Position 2177: 0.01987071784819941
Position 1601: 0.01919400120780984
Position 1219: 0.01813369236049401
Position 10413: 0.01801946836286515
Position 4836: 0.014693247845590228
Position 10833: 0.01371365268165794
Position 2471: 0.01016139145349352
Position 2220: 0.008463104835443803
Position 1627: 0.008035822674112746
Position 2494: 0.00794428387258969
Position 1932: 0.007156874904815195
Position 9986: 0.006931339662029718
Position 10478: 0.006734521943338633
Position 4490: 0.0064037160596090315
Position 11100: 0.006327766703159155
Position 996: 0.006005933831332276
Position 1613: 0.0056124590054135145
Position 10387: 0.005449590045200193
Position 9574: 0.005399787969836037
Position 10892: 0.004918175090904792
Position 2322: 0.004887732723319148
Position 6901: 0.004275353870455471
Position 2252: 0.004259407190038934
Position 10821: 0.0042375976028512
Position 10982: 0.004081990261119212
Position 10950: 0.004044174853144258
Position 2456: 0.003963729751558861
Position 10806: 0.00384851953780834
Position 1021: 0.0037809183475242913
Position 2450: 0.003656271905019104
Position 2224: 0.0036073830006514217
Position 2290: 0.0036024674902701112
Position 10117: 0.0031797783816821857
Position 5114: 0.003022501357756016
Position 1088: 0.0029844680958333574
Position 2514: 0.00279509278116378
Position 1685: 0.0027258495042627538
Position 2081: 0.00265615989922896
Position 588: 0.0026362023412377805
Position 627: 0.002321195267651345
Position 8990: 0.0019879799967502474
Position 525: 0.0019019386998679188
Position 1222: 0.0018841857161001289
Position 1191: 0.0016969836534458146
Position 10007: 0.0016065152901668942
Position 10200: 0.0014178667631726087
Position 2110: 0.0014016632042206407
Position 10147: 0.0013078475170503032
Position 10847: 0.0012834164525127403
Position 606: 0.001262695443529682
Position 4807: 0.0012277874435329577
Position 1631: 0.001182857303283504
Position 2264: 0.0011158978323070668
Position 10077: 0.0010249071142345808
Position 895: 0.0010002159585463643
Position 2084: 0.0009728340786700982
Position 254: 0.0008783779374805108
Position 1501: 0.0007985546860233836
Position 10175: 0.0007976993325008052
Position 10140: 0.0007803601181275062
Position 1196: 0.0007629770895431286
Position 1037: 0.00075277167899527
Position 454: 0.0007445853697381845
Position 1516: 0.0007207154199712014
Position 914: 0.0007180881151711645
Position 1307: 0.0007067283984115879
Position 554: 0.0006871687824980446
Position 569: 0.0006579240274459633
Position 1488: 0.0006473153687310902
Position 603: 0.0006403429518607108
Position 10060: 0.0006033621245739068
Position 11078: 0.0005815764097966919
Position 4854: 0.0005708543251899638
Position 1364: 0.0005635118296957028
Position 10934: 0.0005378576390159829
Position 10561: 0.0005226222839487837
Position 4343: 0.0005018604255296404
Position 1132: 0.0004931418172094118
Position 284: 0.00047727867242094974
Position 4486: 0.0004513131297982527
Position 11140: 0.0004464800900608797
Position 692: 0.00044415906123979927
Position 1718: 0.00041103161860233013
Position 1521: 0.00039691746295329196
Position 238: 0.0003681978951381286
Position 10680: 0.0003192984441407737
Position 11117: 0.0003138017271382668
Position 932: 0.0003036679108718304
Position 10647: 0.00030152775839059544
Position 10196: 0.00027822948564524235
Position 1151: 0.0002653241052863255
Position 10417: 0.0002637695167405661
Position 10910: 0.00025619201561221506
Position 11053: 0.0002492315814371012
Position 10024: 0.00024513047583657894
Position 10711: 0.00020523096738464462
Position 701: 0.00020406845619028337
Position 1178: 0.000190547312186713
Position 1828: 0.00018367314388780255
Position 10108: 0.00017643417476969703
