Gene = HHLA3
index = 651
Annotated 5SS: [  303 11733]
Annotated 3SS: [11638 12811]
SMsplice 5SS: [  303 11524]
SMsplice 3SS: [11340 11638]
top_k =  1000
Partition function (log Z): -10.252054890801924

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.5908797779681971
Position 11524: 0.4844918051052503
Position 11733: 0.3768763975616854
Position 7104: 0.34117657141804336
Position 404: 0.2788538715575123
Position 9015: 0.09450156246455912
Position 11728: 0.09310641361602202
Position 307: 0.0801383269517057
Position 11069: 0.07668073564520557
Position 2711: 0.07339921625848675
Position 5635: 0.06397298204649828
Position 741: 0.047080514956934695
Position 8282: 0.04067958307989143
Position 154: 0.03790048091845536
Position 2614: 0.03272356765639717
Position 11546: 0.029637181018171702
Position 11544: 0.024970097296226568
Position 9148: 0.022353597388233313
Position 11438: 0.017955506412220462
Position 12180: 0.017184860005727554
Position 4664: 0.014177808694862324
Position 121: 0.01298167274362666
Position 7165: 0.011856082273550695
Position 5748: 0.0117760272543863
Position 8993: 0.009744990150667454
Position 9683: 0.006816053265574819
Position 3799: 0.0052672535248780026
Position 2917: 0.004096694626087797
Position 3179: 0.00409425988528336
Position 4004: 0.00373828622982824
Position 9125: 0.003660342040415273
Position 12366: 0.0025090571466347476
Position 6786: 0.002507640307708245
Position 10781: 0.002351827375474148
Position 5892: 0.002209954239940582
Position 11756: 0.0021187456365154146
Position 5844: 0.0019218987220762243
Position 326: 0.0015904761350142276
Position 11883: 0.0012132607156930665
Position 149: 0.0011413052844673481
Position 12326: 0.0011321900481285547
Position 3942: 0.0010015519554452594
Position 2980: 0.0010013443274145446
Position 9791: 0.0009038929424278462
Position 1575: 0.0008740628571154294
Position 9473: 0.0006138887359301917
Position 4748: 0.0005661103249185923
Position 685: 0.0005310177419699574
Position 5277: 0.0004537828345619757
Position 2413: 0.00042070906493634034
Position 1866: 0.0003994472623454915
Position 567: 0.00037202964155683783
Position 3474: 0.0003312943874635348
Position 337: 0.00032132353755563725
Position 2077: 0.0003166099715820947
Position 4217: 0.00028694686480856916
Position 1908: 0.0002836208145674434
Position 1743: 0.00026090129900178244
Position 2156: 0.00024980407066232154
Position 1711: 0.00021061231171211673
Position 3380: 0.000203389941304103
Position 5177: 0.00019495056286594013
Position 5665: 0.00016597194110644635
Position 114: 0.0001249450685425483
Position 2409: 0.00012372852607201105
Position 2419: 0.00012363684726169187
Position 37: 0.00010603170350761226
Position 11933: 5.6437467292305804e-05
Position 2434: 4.879126362677864e-05
Position 160: 3.383540453837029e-05
Position 716: 1.9285881271674928e-05
Position 589: 1.6647660076290286e-05
Position 60: 1.4411520816765557e-05
Position 238: 1.4274529334784238e-05
Position 476: 1.0617069349124188e-05
Position 573: 7.167963101128042e-06
Position 2610: 2.376987825733971e-06
Position 2559: 2.3040596978441784e-06
Position 442: 1.623526822216769e-06
Position 2700: 1.4921494694486986e-06
