Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  1000
Partition function (log Z): -3.951385357581497

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9402847197349676
Position 194: 0.9320667221797578
Position 1249: 0.6593707967393321
Position 904: 0.6298685376655896
Position 2338: 0.08676876447950335
Position 1340: 0.02819455239146525
Position 569: 0.02502840630932074
Position 867: 0.020792940350978784
Position 151: 0.011871273742600452
Position 1509: 0.011842751458050029
Position 127: 0.006300372029656724
Position 2079: 0.00381676884995699
Position 434: 0.0020762889225083097
Position 584: 0.001476919452424332
Position 331: 0.0013774834945699274
Position 579: 0.0013069099519531363
Position 277: 0.0010977350208207096
Position 1860: 0.000860129680398001
Position 2048: 0.0007941304059471388
Position 1993: 0.0007346497445550619
Position 1219: 0.00036875723395039453
Position 989: 0.0003448467701504815
Position 1635: 0.00022653585019667867
Position 198: 0.0001945293171101155
Position 1466: 0.00018241139266784748
Position 545: 0.00012761252990455262
Position 645: 0.00010444786780921102
Position 187: 0.000104422505523868
Position 285: 9.342411231624428e-05
Position 80: 8.284856355581119e-05
Position 1864: 5.526706039611418e-05
Position 559: 4.501838266967856e-05
Position 679: 4.40307294547929e-05
Position 231: 4.0139837939610836e-05
Position 2340: 2.5294738106188937e-05
Position 1592: 2.5208752029754614e-05
Position 634: 2.5168830936115257e-05
Position 419: 2.177735855335829e-05
Position 132: 1.7184953456460547e-05
Position 369: 1.6380808474425074e-05
Position 1942: 1.2771330903282787e-05
Position 2746: 1.2505784981603648e-05
Position 1938: 1.0826863989940572e-05
Position 2297: 8.875376213779226e-06
Position 411: 8.76904856290051e-06
Position 996: 8.502020067301954e-06
Position 1981: 8.333837932379576e-06
Position 1001: 4.5968616776257504e-06
Position 1044: 2.932374266774858e-06
Position 442: 2.1443971002857722e-06
Position 1104: 1.8714300745895144e-06
Position 397: 1.8388804383009945e-06
Position 856: 1.797053131557949e-06
Position 586: 1.1027560558229662e-06
Position 304: 9.931820798811592e-07
Position 129: 7.503558887328821e-07
Position 751: 6.960103781822125e-07
Position 761: 6.654165079021155e-07
Position 1959: 1.46491762847383e-07
Position 347: 1.3225589156346275e-07
Position 1149: 1.1903243099060032e-07
Position 1151: 4.943505785484263e-08
Position 237: 6.298881947578704e-09
Position 697: 1.079224428612797e-09
Position 774: 4.0863193336188967e-10
Position 1685: 3.58858414433546e-10
Position 450: 8.042860120321462e-11
Position 456: 4.599500143800769e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6758356626261675
Position 1161: 0.5815236617522571
Position 817: 0.43046147082344816
Position 1956: 0.36708826532204564
Position 1863: 0.3384026460539932
Position 2152: 0.24434933743571102
Position 1932: 0.1550171172847578
Position 851: 0.1000496964214771
Position 1915: 0.0708844708611602
Position 1071: 0.06038998240330612
Position 757: 0.04237587544253255
Position 2465: 0.041957736186952345
Position 2180: 0.03366937433736531
Position 456: 0.02360512319856694
Position 2199: 0.02357973600306504
Position 2433: 0.01790716996217879
Position 1033: 0.01650494808934521
Position 655: 0.016430069025110145
Position 1184: 0.015751901344506065
Position 739: 0.01251250863334034
Position 2697: 0.012462567133913206
Position 708: 0.010822426694897424
Position 1784: 0.009853858490480741
Position 2745: 0.007571434002216101
Position 1112: 0.0073972625114034985
Position 1400: 0.006689651524540647
Position 2652: 0.004748634611488451
Position 1847: 0.004546810577982567
Position 1974: 0.0032073356212093057
Position 2485: 0.0027800647820051534
