Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  1000
Partition function (log Z): 4.351588410499593

Sorted 5' Splice Sites (High to Low Probability):
Position 31875: 0.9983377991843995
Position 23134: 0.9657214510943977
Position 40828: 0.8341572676077494
Position 3588: 0.7990752219542734
Position 7707: 0.7987426595573783
Position 21417: 0.7134025787857046
Position 23267: 0.7075299732730576
Position 25970: 0.6875903817817689
Position 144: 0.5827247310224015
Position 38627: 0.5454600575145294
Position 42374: 0.5287790765832489
Position 30274: 0.5224032932281257
Position 198: 0.40799124886895166
Position 22936: 0.3931368361236625
Position 30195: 0.3286031887036167
Position 11198: 0.3259428599050005
Position 37501: 0.28724186660225076
Position 21402: 0.28445459383815236
Position 12895: 0.27949366716740387
Position 29972: 0.26724988578874886
Position 8559: 0.2543381483447523
Position 3009: 0.2479531178223137
Position 18711: 0.22529439272485086
Position 37299: 0.22086480697513838
Position 21863: 0.2194167055662399
Position 30468: 0.14927701522224915
Position 40225: 0.13886502074317342
Position 37521: 0.13389833629371292
Position 22347: 0.12899553757972537
Position 8844: 0.11263200081299715
Position 1351: 0.09291986520331938
Position 2771: 0.07859850666725017
Position 22404: 0.0750790272591692
Position 2643: 0.06948911776375799
Position 760: 0.06596328144967542
Position 9241: 0.06563763419637426
Position 37489: 0.06326063956084466
Position 10712: 0.06258126200814963
Position 4659: 0.06114380654747563
Position 38807: 0.05813918537278469
Position 23592: 0.056452595510327996
Position 40501: 0.05491080533462548
Position 38944: 0.04898671140730238
Position 8377: 0.04465763679529189
Position 24051: 0.04253944959576891
Position 7746: 0.04218420419444729
Position 4915: 0.039810032692014906
Position 30377: 0.036376462708103977
Position 9868: 0.03615329827206241
Position 24813: 0.03504190405538401
Position 30091: 0.03448390260597217
Position 4944: 0.03446447989369332
Position 22899: 0.032851388495235216
Position 12315: 0.031938001504911544
Position 433: 0.02807282457433665
Position 39843: 0.0271472567927999
Position 31073: 0.026409114973421643
Position 3879: 0.024711441153544195
Position 38010: 0.024583026231434057
Position 39851: 0.02446927588024473
Position 4114: 0.023537805080879413
Position 30662: 0.023464176430685102
Position 30165: 0.02070899982247757
Position 43467: 0.019812565889851544
Position 6641: 0.01864553453568602
Position 30774: 0.018339819532779477
Position 10978: 0.01764505073027808
Position 24681: 0.016926674253287862
Position 14055: 0.014929396702573771
Position 42389: 0.014057184029698938
Position 5416: 0.012660604420722497
Position 37573: 0.012133710910038823
Position 2985: 0.012113032969651572
Position 30237: 0.011962263277215578
Position 2888: 0.01158256548174289
Position 32968: 0.011565706759707832
Position 4289: 0.010999564661986611
