Gene = SNAPIN
index = 1289
Annotated 5SS: [233 531 913]
Annotated 3SS: [ 483  793 2545]
SMsplice 5SS: [233 913]
SMsplice 3SS: [ 793 2545]
top_k =  1000
Partition function (log Z): -5.861941922087798

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.896636564213963
Position 913: 0.7196824180553445
Position 531: 0.33040268253382465
Position 65: 0.16823386605247873
Position 955: 0.07500045918033511
Position 410: 0.022092546159009768
Position 445: 0.015341210092369035
Position 494: 0.008176905685972399
Position 823: 0.005782322899821675
Position 114: 0.004594249889967073
Position 535: 0.0032517436836155714
Position 2677: 0.0027706724305752678
Position 2453: 0.002364350897967039
Position 586: 0.0023510585245197454
Position 219: 0.0016473428055163181
Position 248: 0.0015920219069627895
Position 2467: 0.0014916876014408305
Position 371: 0.0012372184937984706
Position 1936: 0.0011943167360225057
Position 87: 0.001077281625494061
Position 2352: 0.000855837314992905
Position 1401: 0.0007081053426866444
Position 1317: 0.0006527378850769549
Position 983: 0.0005439224603263222
Position 418: 0.0004196691542101485
Position 228: 0.0003034024245076276
Position 42: 0.0002937182527365204
Position 103: 0.0002598942099919443
Position 701: 0.00022450336747574005
Position 1268: 0.0002048534138930229
Position 403: 0.0001531390621125669
Position 935: 0.00015072585565251536
Position 1210: 0.0001398605145199454
Position 549: 0.00011913561961149264
Position 1649: 9.79129244346686e-05
Position 26: 8.252905066223439e-05
Position 278: 8.190363943990096e-05
Position 1782: 7.818627692369167e-05
Position 426: 6.734296485732099e-05
Position 2842: 6.65310843778292e-05
Position 886: 6.600263704054669e-05
Position 378: 4.1663325889343286e-05
Position 135: 3.805591803924558e-05
Position 461: 2.9000902513270925e-05
Position 2396: 1.689272377816251e-05
Position 707: 1.5583477928869074e-05
Position 198: 9.206015675533972e-06
Position 609: 3.6787394647549e-06
Position 313: 2.411334660716296e-06
Position 470: 1.2061187816241602e-06
Position 300: 4.620001365533592e-07
Position 668: 4.080386148058399e-07
Position 298: 3.72731691399847e-07
Position 182: 1.959364338018869e-07
Position 264: 1.6427182845884814e-07
Position 1772: 2.6683139775218105e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2545: 0.8301512622761881
Position 793: 0.5098931786921101
Position 743: 0.29393855241707284
Position 483: 0.23882285592689506
Position 150: 0.12768707716219801
Position 2707: 0.05299694939376726
Position 464: 0.034248605420157105
Position 171: 0.031349581810016264
Position 2639: 0.015539933247720034
Position 629: 0.013433023546532346
Position 403: 0.013088386637191068
Position 328: 0.012929297946458217
Position 1130: 0.011486982777783782
Position 728: 0.010215699807647116
Position 2477: 0.009850402916536676
Position 1291: 0.007161595429334893
Position 2919: 0.005405139274832501
Position 1112: 0.005218099769951227
Position 2947: 0.004113701189887932
Position 281: 0.0036056658775570193
Position 2175: 0.0035537501192717032
Position 663: 0.0034618849854493455
Position 2150: 0.0031269918764533283
Position 370: 0.002425203276184371
Position 2351: 0.002200619087949109
Position 1265: 0.0021150476224932237
Position 1553: 0.0021051564293721
Position 2807: 0.00209155619473039
Position 1073: 0.0019006871778273619
Position 852: 0.001335069075062649
Position 2298: 0.0010733282415825766
Position 355: 0.0009950361579090057
Position 1746: 0.0008915828605684668
Position 421: 0.000871889212984365
Position 1749: 0.0007253865790899524
Position 2690: 0.0006198851425734851
Position 2249: 0.0005625551709298527
Position 2512: 0.0005075268036082291
Position 749: 0.000493156275337685
Position 903: 0.0004866521315334083
Position 1880: 0.00045117514504556416
Position 1008: 0.0004140515720871684
Position 2301: 0.0004038889175188158
Position 1463: 0.0003412681067763678
Position 485: 0.00033644391036816086
Position 342: 0.00029744984638306946
Position 855: 0.00029259078468406356
Position 1344: 0.0002616737451880797
Position 1559: 0.00024585915715346707
Position 2953: 0.00022203353080310143
Position 1646: 0.00021985164087021344
Position 1400: 0.0002109951350632839
Position 1187: 0.00020837080105022112
Position 2571: 0.0002005569255341209
