Gene = TIMMDC1
index = 1402
Annotated 5SS: [  396  2329  5089  5490 15188 18784]
Annotated 3SS: [ 2162  4999  5421 15108 18672 25073]
SMsplice 5SS: [  184  2329  4691  5089  5490 15188 17408 18784]
SMsplice 3SS: [ 2162  4542  4999  5421 15108 17327 18672 25073]
top_k =  1000
Partition function (log Z): -5.567244094581219

Sorted 5' Splice Sites (High to Low Probability):
Position 18784: 0.9869685246447255
Position 5089: 0.9556267080181848
Position 4691: 0.9238107620181627
Position 15188: 0.7212756015934612
Position 5490: 0.6671741021871631
Position 17408: 0.5816819825113156
Position 2329: 0.5178304170677288
Position 184: 0.3845448020077622
Position 208: 0.28115024182399684
Position 57: 0.23360130734267567
Position 25335: 0.091580245291424
Position 25619: 0.0625865952463478
Position 6011: 0.060502624010015736
Position 23608: 0.06022087766440414
Position 25661: 0.050200032800065665
Position 4836: 0.038007058261387006
Position 423: 0.0378089490042335
Position 24873: 0.03544518129953236
Position 24861: 0.01930435133548779
Position 9238: 0.01800849838534488
Position 396: 0.0179767169021184
Position 23661: 0.016579374045328426
Position 17008: 0.016176374334034724
Position 411: 0.015301949443005954
Position 9082: 0.013462326726722105
Position 17260: 0.013363090635078088
Position 5942: 0.012666413857017507
Position 23146: 0.012062406371612482
Position 25998: 0.011248218827384993
Position 491: 0.010967735536171388
Position 188: 0.010888409471881334
Position 19681: 0.009235596921773186
Position 21851: 0.008778460943492166
Position 4425: 0.007313407661719244
Position 25307: 0.0071329924203036845
Position 2940: 0.006882954897786666
Position 3523: 0.006834211318535078
Position 2201: 0.006694403912720653
Position 3340: 0.006694234853980347
Position 20536: 0.005579473528626806
Position 176: 0.0046469226805572516
Position 520: 0.0041542946241049945
Position 24903: 0.003934004043625745
Position 2238: 0.00382588018676302
Position 59: 0.0038000621828938002
Position 2339: 0.0036238251090396642
Position 467: 0.0034390846104668366
Position 2316: 0.0030763336601859082
Position 23621: 0.002911425144193142
Position 24799: 0.0027411036040962157
Position 17276: 0.0027098215957322112
Position 3978: 0.0026649216562363693
Position 5320: 0.00227707486856798
Position 3447: 0.002241814754608558
Position 180: 0.002023620621530919
Position 4306: 0.0018842950697115913
Position 85: 0.0013939048787239977
Position 17568: 0.0013341727794932495
Position 18717: 0.001278916738090766
Position 5368: 0.0012713685619047286
Position 5159: 0.0011936001487228229
Position 981: 0.0011817036409504037
Position 1552: 0.0011294888296885617
Position 2072: 0.0011069587406133423
Position 22842: 0.0010741854915079945
Position 3980: 0.0009826064285130651
Position 2651: 0.0009468055695278693
Position 239: 0.0009114132692440836
Position 5343: 0.0008983706573018315
Position 1568: 0.0008532091763009224
Position 4129: 0.0008379371837381864
Position 1588: 0.00074425201558781
Position 3307: 0.0007001927135973478
Position 1499: 0.0006955155931514754
Position 23525: 0.0005844290143587036
Position 124: 0.0005707393752607136
Position 23704: 0.0005492114724356381
Position 2333: 0.000455938541994222
Position 4741: 0.0004475087440285439
Position 1520: 0.0004456818719389324
Position 418: 0.0004382510233923793
Position 1392: 0.0004343313809514934
Position 1528: 0.00043121568556625723
Position 5107: 0.0004292721141475479
Position 2063: 0.0004079621309583872
Position 384: 0.00026811091674695223
Position 454: 0.0002372456820793247
Position 2083: 0.00023494488941336897
Position 3825: 0.00023198444858446517
Position 2372: 0.0001882885800743933
Position 848: 0.00018532684087924393
Position 1865: 0.00015503438728170876
Position 5621: 0.00015244214269153939
Position 1518: 0.00012755321861812946
Position 5545: 0.00012649997848266062
Position 532: 0.00012288149317499791
Position 161: 0.00012176552260256467
Position 314: 0.00012135226991237412
Position 5713: 0.00011666457596154626
Position 63: 0.00010753850603359525
Position 402: 0.00010591777656125799
Position 1540: 0.00010194765484168098
Position 545: 0.0001014684965092208
Position 1506: 9.722693701778744e-05
Position 1933: 9.607478914453444e-05
Position 7115: 9.442154272181865e-05
Position 2069: 8.659883437143345e-05
Position 741: 8.609350533017471e-05
Position 301: 8.131610293951964e-05
Position 1216: 7.975492437434741e-05
Position 8634: 7.723568094082775e-05
Position 2677: 7.353309667161283e-05
Position 945: 6.385732350514748e-05
Position 20577: 5.68684979990664e-05
Position 144: 5.5877732110700724e-05
Position 95: 5.474333076176968e-05
Position 18: 5.150528953356182e-05
Position 65: 5.0244223482408024e-05
Position 5055: 4.6803686763848697e-05
Position 1681: 4.631500064087735e-05
Position 413: 4.270590981136434e-05
Position 1666: 4.073671761759084e-05
Position 1826: 3.7251574442811786e-05
Position 1898: 3.6799364981711715e-05
Position 442: 3.412779231980287e-05
Position 1795: 2.307131965815891e-05
Position 5071: 2.097317448734409e-05
Position 5636: 2.079481015086552e-05
Position 1662: 2.0385867337467637e-05
Position 1752: 1.588977806537123e-05
Position 19223: 1.2402714239785861e-05
Position 2236: 1.949893278481951e-06
Position 15: 1.8518049574026148e-06
Position 6745: 1.697666564164378e-06
Position 3549: 8.173189776716516e-07
Position 1331: 6.867791306933926e-07
Position 3499: 5.62153095176667e-07
Position 6209: 4.159121397315619e-07
Position 1311: 2.6826807568796144e-07
Position 283: 2.3879406155422694e-07
Position 493: 2.3201763682372385e-07
Position 2431: 2.2116944618296583e-07
Position 2404: 2.1354780435430174e-07
Position 13: 2.082088812282809e-07
Position 1147: 1.801751644196529e-07
Position 7420: 1.701760487070305e-07
Position 249: 1.1378993985204241e-07
Position 5977: 1.035789551401962e-07
Position 4767: 6.942223880880842e-08
Position 663: 6.867944757234774e-08
Position 119: 1.841583419358521e-08
Position 265: 9.323787789142515e-09
Position 5444: 4.864474950371741e-09
Position 444: 1.3649181838501163e-09
Position 334: 2.9980154011601516e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18672: 0.9522443125321227
Position 15108: 0.7085731902414744
Position 25073: 0.6176843782954863
Position 5421: 0.5975789102807975
Position 4542: 0.5304369861595558
Position 2162: 0.5135655130911126
Position 4560: 0.412058407247725
Position 4999: 0.37741975672169653
Position 4938: 0.339786230985433
Position 17327: 0.3223100239334044
Position 17205: 0.25828375903095974
Position 25798: 0.1962642971918964
Position 4971: 0.15173440944858552
Position 25495: 0.07043807677963682
Position 26258: 0.06716706618875043
Position 23524: 0.0483006143414225
Position 4944: 0.04767942867135625
Position 26130: 0.047505391768056654
Position 23590: 0.045435348067491395
Position 25576: 0.039700562489307166
Position 19527: 0.03902948234025576
Position 5223: 0.03639903775336107
Position 24672: 0.0344879664107273
Position 5728: 0.03222120983606304
Position 4810: 0.0321450285436237
Position 24719: 0.030698529885492393
Position 22774: 0.02560258134695626
Position 25548: 0.020540746068309527
Position 18706: 0.020397129494883988
Position 5783: 0.020101324814996737
Position 17346: 0.017187992069996442
Position 18683: 0.016256802786553934
Position 23427: 0.015020587167322887
Position 5929: 0.01435166902177843
Position 9173: 0.013114321678018665
Position 14930: 0.012758079477590877
Position 2099: 0.011616057109768756
Position 5426: 0.010855219521349383
Position 8950: 0.010219133425081873
Position 18950: 0.009477040982012436
Position 24651: 0.00938550805935574
Position 16815: 0.008766975259404708
Position 5486: 0.008746672302623883
Position 3202: 0.008627811546814166
Position 21663: 0.00852543596873932
Position 5343: 0.008439688269131315
Position 20269: 0.007944849816818245
Position 16760: 0.007906474417380764
Position 4981: 0.00723181492910274
Position 4050: 0.006908540685217054
Position 19084: 0.006822298259222263
Position 280: 0.006625699989213928
Position 4918: 0.006161556887231983
Position 25187: 0.006121701958354769
Position 2798: 0.0061184874009860375
Position 1948: 0.006024382837451433
Position 1429: 0.004599813810333724
Position 9136: 0.004380701917256636
Position 124: 0.004063092099241093
Position 5158: 0.0038992508294806772
Position 21384: 0.003855394090052839
Position 18489: 0.0037108167949495034
Position 23638: 0.003682680516994895
Position 3322: 0.0036081303629579542
Position 3722: 0.0035523532042807293
Position 4633: 0.0035455693340237914
Position 4509: 0.003328673062634328
Position 2205: 0.0032658758249524958
Position 3389: 0.0030166290120586378
Position 5926: 0.003013045873903515
Position 5243: 0.0027526902985724523
Position 22204: 0.002718107895114923
Position 26186: 0.0026969707732558443
Position 22124: 0.002680462901877959
Position 5741: 0.002678110071305788
Position 21158: 0.0022955691444609063
Position 5027: 0.002282993536873971
Position 301: 0.0022259077869851165
Position 24379: 0.0021766221948810744
Position 4596: 0.00213808536924846
Position 20429: 0.0020410412735210027
Position 20145: 0.0020296855535253604
Position 4046: 0.001866760796731183
Position 20482: 0.0018280231330857208
Position 21131: 0.0017323717820408012
Position 4512: 0.0016896599028545887
Position 19878: 0.0016391557224308183
Position 21626: 0.0015440845402466849
Position 5139: 0.0014842792215689915
Position 17498: 0.0014808119979538208
Position 4657: 0.0014105051005078495
Position 242: 0.0013899302406539834
Position 23348: 0.0013510271400350017
Position 340: 0.001294886612711399
Position 265: 0.0012913048059485345
Position 8922: 0.0012714941555057246
Position 20766: 0.0011574215648473551
Position 21297: 0.0010895693499930177
Position 20192: 0.0010575011766476724
Position 25023: 0.0009692992537462992
Position 19739: 0.0009611404496139413
Position 24011: 0.0009570582428598382
Position 19023: 0.0009457166515390178
Position 22587: 0.0008919073336625426
Position 5517: 0.0008811894245146105
Position 2169: 0.0008580315901600116
Position 8751: 0.000856586200849483
Position 2529: 0.0008304546377127688
Position 24425: 0.0008222410761800591
Position 23314: 0.0007838386112752701
Position 21221: 0.0006801515095841571
Position 4071: 0.000674631717974972
Position 8720: 0.0006285391469374214
Position 22172: 0.0006113842346519083
Position 18888: 0.0006099930889604376
Position 2801: 0.0005501800515784148
Position 19187: 0.0005437423923063353
Position 5367: 0.0005001532856927144
Position 5323: 0.0004803027729543781
Position 5347: 0.0004721956925610917
Position 1747: 0.00045842496002071573
Position 22378: 0.00045836889345878847
Position 3260: 0.00044095661879123375
Position 23270: 0.0004374291110131211
Position 23974: 0.0004360779884721623
Position 187: 0.0004319525354031453
Position 9037: 0.00042394981823600365
Position 3372: 0.0004127496922210883
Position 4239: 0.0003757130304115285
Position 20452: 0.00037331882821491715
Position 18998: 0.000373049005427224
Position 2212: 0.0003611038740981908
Position 152: 0.0003524721616805326
Position 3141: 0.0003406133474779103
Position 21482: 0.0003379564028975631
Position 1353: 0.0003162196484841025
Position 21356: 0.00031557647918820217
Position 24604: 0.00031382898260964696
Position 5364: 0.00030402169473959357
