Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 30209 30512]
top_k =  1000
Partition function (log Z): 9.294011612554698

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 0.9999701815644798
Position 9170: 0.979501001284317
Position 30313: 0.973338081648355
Position 16178: 0.9689953699852892
Position 7312: 0.9288336827168768
Position 168: 0.9216192906579304
Position 27078: 0.6994040401776982
Position 12833: 0.6550841179639354
Position 7126: 0.6194254257134048
Position 22451: 0.5306108568022934
Position 26303: 0.4166935916885203
Position 5974: 0.4134744780454009
Position 27264: 0.40705292456465125
Position 26657: 0.3923139173491183
Position 32792: 0.3238566136441751
Position 30526: 0.2987675937499596
Position 30819: 0.2762505010435754
Position 23912: 0.2412238882048147
Position 18649: 0.22394333033626895
Position 21315: 0.19627817914536205
Position 31107: 0.1780169089063097
Position 391: 0.17426293478566712
Position 8644: 0.16651243975121813
Position 30083: 0.1511269886492646
Position 15692: 0.13776568526362717
Position 18162: 0.13514486245856835
Position 8871: 0.13182321052862495
Position 26662: 0.12525113705989824
Position 14343: 0.1183151139244173
Position 32466: 0.10850663801507907
Position 12213: 0.1055353960288342
Position 17795: 0.10449641862357463
Position 32770: 0.09656507663882045
Position 14270: 0.09148407815612179
Position 20395: 0.09074447580264287
Position 6150: 0.07550624906201049
Position 23398: 0.0746826556911152
Position 18616: 0.0660236033698566
Position 32438: 0.06357229571906708
Position 24455: 0.06164295057137517
Position 12788: 0.05973338324857875
Position 11471: 0.05903121109945058
Position 25895: 0.056098417025097734
Position 8582: 0.055695232898353896
Position 34304: 0.04931732356649406
Position 4425: 0.048326693965765055
Position 9376: 0.04750227223247149
Position 27098: 0.04635964667121538
Position 17380: 0.04568633441005075
Position 11235: 0.04511592889322772
Position 5742: 0.04436838880612426
Position 26664: 0.041142885309274214
Position 7953: 0.03990568143298785
Position 31900: 0.035962660854700415
Position 10558: 0.03544515381638538
Position 56: 0.034551511655724274
Position 27323: 0.03240765039073907
Position 12809: 0.0320331301461098
Position 17888: 0.030584988731646296
Position 7014: 0.02977107895726285
Position 14295: 0.02908341879243707
Position 8325: 0.0223089391518272
