Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  1000
Partition function (log Z): -27.782537224594357

Sorted 5' Splice Sites (High to Low Probability):
Position 13098: 0.9841013488905095
Position 4998: 0.9444841000834974
Position 259: 0.9342964503766894
Position 13571: 0.6491019820462302
Position 15518: 0.6236328579528868
Position 10986: 0.6235585203724241
Position 10104: 0.3542007263744251
Position 16674: 0.24843391576308693
Position 16376: 0.24586040685776522
Position 1030: 0.23190034139170104
Position 8933: 0.19523723136024668
Position 9645: 0.19140181225876776
Position 15538: 0.16731474003766603
Position 7141: 0.16484850878422827
Position 7765: 0.15823935563245897
Position 9250: 0.15811888167481636
Position 16034: 0.1519251134784716
Position 27307: 0.1441555725763447
Position 6964: 0.1275408623669012
Position 7769: 0.12263932335177195
Position 1087: 0.09821319937048963
Position 1077: 0.09010830997888698
Position 14300: 0.08741552420583562
Position 11807: 0.08556619877636114
Position 8776: 0.0815037164313724
Position 1092: 0.06940868158205103
Position 16003: 0.06482471878565395
Position 11997: 0.06351717057662515
Position 9206: 0.05638947999634516
Position 4506: 0.05600818103760517
Position 23175: 0.04580632802929144
Position 8221: 0.04578662645328173
Position 8577: 0.044864875035054534
Position 7517: 0.04449878447181791
Position 16372: 0.04309603574578217
Position 2354: 0.041010533750924213
Position 9741: 0.03519542200347137
Position 11167: 0.03471734735038639
Position 2460: 0.03331768563768157
Position 6343: 0.03073419811326195
Position 2697: 0.02741172125345694
Position 11578: 0.02549044366218294
Position 20286: 0.025400221277999152
Position 21482: 0.022468133664804518
Position 10135: 0.021190510030049813
Position 4351: 0.020910632120002385
Position 8169: 0.019152145056581443
Position 536: 0.018420011730947095
Position 4204: 0.01837012359235525
Position 21576: 0.01682912886286652
Position 2361: 0.016266065011980895
Position 13148: 0.01497498287074741
Position 6187: 0.014614063069929628
Position 1287: 0.013504584985216332
Position 2001: 0.01320205138542169
