Gene = LDLRAD1
index = 774
Annotated 5SS: [  39  755 3895 5988 7849]
Annotated 3SS: [ 702 3765 5849 7719 8999]
SMsplice 5SS: [ 158 4957 5988 7849]
SMsplice 3SS: [4798 5849 7719 8472]
top_k =  1000
Partition function (log Z): -1.480200727969435

Sorted 5' Splice Sites (High to Low Probability):
Position 5988: 0.9048843603741473
Position 7849: 0.8992094511137032
Position 3895: 0.507282946201398
Position 4957: 0.5035568878474203
Position 158: 0.35461530222338494
Position 5785: 0.2750215198297982
Position 124: 0.22631812306146748
Position 4444: 0.21897891954914855
Position 755: 0.1978781882035765
Position 8669: 0.16424459155559956
Position 4886: 0.15150214311806867
Position 39: 0.13631904206146248
Position 7369: 0.13256374751489533
Position 8690: 0.12598827037908278
Position 56: 0.12271358558554638
Position 4924: 0.11138205306837547
Position 5696: 0.07388355359929884
Position 3298: 0.06751439480083642
Position 8581: 0.06717168120014337
Position 8227: 0.06210126121765073
Position 73: 0.062037665731916936
Position 5794: 0.05679001046996358
Position 3915: 0.056684203768061804
Position 7272: 0.05589796416156736
Position 2227: 0.047780797407330745
Position 107: 0.0474848116990278
Position 8545: 0.03908558061525174
Position 2837: 0.03374815873352757
Position 141: 0.03179255979736831
Position 4898: 0.03170794655375942
Position 6186: 0.029379844483570495
Position 2399: 0.028076072561456913
Position 7315: 0.025360661066698844
Position 2245: 0.024057813806387288
Position 8585: 0.021554423858198345
Position 6533: 0.018731073552011503
Position 8104: 0.017714215526214914
Position 4018: 0.013724779157726958
Position 3502: 0.010544186928469375
Position 1068: 0.010062305145297788
Position 90: 0.009593101156386336
Position 5215: 0.009285289449059608
Position 1713: 0.008142993968724277
Position 3439: 0.007920973808987077
Position 1276: 0.007892027644122288
Position 527: 0.007695726957137832
Position 8596: 0.006701776302222439
Position 4973: 0.005359329798925404
Position 8290: 0.0049929183113952905
Position 3994: 0.0048720754973208364
Position 7158: 0.004551458893621779
Position 2277: 0.004530955101373759
Position 6003: 0.0042400562573295915
Position 4863: 0.004079881675882375
Position 7413: 0.0039037415606425286
Position 8186: 0.003716597659449599
Position 7911: 0.003558596558863143
Position 347: 0.003334994854205505
Position 4277: 0.0031959456886741563
Position 3919: 0.002748117987491411
Position 8433: 0.002512620346436458
Position 9127: 0.0022524620637591644
Position 2731: 0.002166999558906456
Position 4457: 0.002050894028639051
Position 3382: 0.0019513811085003143
Position 4920: 0.0018833208874892773
Position 4989: 0.0018338781362994747
Position 835: 0.0017228748677967731
Position 3328: 0.001328681441924214
Position 368: 0.0011953783260928066
Position 8502: 0.0011322518605256116
Position 4315: 0.001105564429065412
Position 7828: 0.001031986382869187
Position 4951: 0.0009458977718829226
Position 27: 0.0009431984714940376
Position 1602: 0.0008992509478927526
Position 8802: 0.0008882090619613402
Position 410: 0.0008494194232567211
Position 4380: 0.0006969361546599002
Position 8223: 0.0006628945627084075
Position 7801: 0.0005936576000854284
Position 5431: 0.0005645261944866709
Position 564: 0.0005514963694490296
Position 4928: 0.0005213806018852843
Position 9118: 0.0003580201794444891
Position 475: 0.0003271699896108663
Position 7112: 0.00031266129484412274
Position 4642: 0.0002836905974077395
