Gene = CDV3
index = 341
Annotated 5SS: [  555  1386 10421 12993]
Annotated 3SS: [ 1308 10271 12832 14165]
SMsplice 5SS: [  451  1386 10352]
SMsplice 3SS: [ 1308 10271 11666]
top_k =  1000
Partition function (log Z): -4.494229825082316

Sorted 5' Splice Sites (High to Low Probability):
Position 10352: 0.9060897713099663
Position 1386: 0.8491219967003728
Position 451: 0.7646462008429848
Position 12993: 0.7381253579582614
Position 10749: 0.4174017423765932
Position 555: 0.21473660845933434
Position 8398: 0.14609782593952186
Position 8402: 0.08541264719839442
Position 10421: 0.07588597400157811
Position 14344: 0.07411492643215818
Position 5284: 0.05319650143683545
Position 16086: 0.046867117272974525
Position 7903: 0.044459576107259015
Position 6471: 0.03153508865584345
Position 4599: 0.024637230856177528
Position 2115: 0.021127590881084436
Position 8394: 0.018140269300274833
Position 5355: 0.01806746082980306
Position 14992: 0.01770751466145817
Position 2273: 0.017512025140203936
Position 8987: 0.01610218943836231
Position 9760: 0.014808281864615695
Position 14216: 0.012756388387305565
Position 9107: 0.011482548010190219
Position 8998: 0.011392717967028109
Position 4098: 0.010242998999446959
Position 9170: 0.009158508223909716
Position 8914: 0.008228497973663408
Position 222: 0.008037727254335846
Position 13131: 0.007515329240244506
Position 15902: 0.007478944968759208
Position 13432: 0.007131007121396391
Position 10783: 0.006086955338262804
Position 10370: 0.005444894102766989
Position 9365: 0.005362266778411782
Position 8906: 0.005156119140266136
Position 8294: 0.005053537645184001
Position 5750: 0.004990447654255383
Position 1013: 0.004740345226419648
Position 5131: 0.004617568376247356
Position 6605: 0.004603517204502182
Position 4403: 0.004348180213085685
Position 15310: 0.003724455100795489
Position 10316: 0.003563163626253218
Position 10414: 0.003535479771687566
Position 1623: 0.0034638821830825944
Position 490: 0.003420964048726793
Position 13860: 0.003315837193890634
Position 4405: 0.0030189654483583563
Position 10334: 0.002838227411680134
Position 1197: 0.00276422751355528
Position 822: 0.0022934831318341562
Position 9166: 0.0022497295284291305
Position 2781: 0.0019648350165865783
Position 3394: 0.0019023489393208241
Position 3056: 0.0017631765771236529
Position 7422: 0.0017604811597492294
Position 5469: 0.0016701298633163613
Position 10110: 0.0016308755519738813
Position 9976: 0.0015041084580243813
Position 9830: 0.0013602004824082815
Position 14784: 0.0013585692351343766
Position 9209: 0.001297175446901868
Position 11588: 0.0009833395557868557
Position 10340: 0.0009483357577994908
Position 863: 0.0007801523241944769
Position 4914: 0.0007074705395887891
Position 11590: 0.000677258645155612
Position 1239: 0.0006105042665986398
Position 3102: 0.0006003754168107998
Position 13759: 0.0005871323933509953
Position 2340: 0.0005337255392614923
Position 15525: 0.0005089099616568971
Position 10513: 0.0005087605096806162
Position 9094: 0.00047993551517982693
Position 1890: 0.00047436733312963706
Position 11181: 0.00046682061085432996
Position 1366: 0.00046218651433446755
Position 11731: 0.00043566437116589326
Position 4676: 0.0004115003148422965
Position 1691: 0.00041115592152123667
Position 11028: 0.000405552747607556
Position 10630: 0.00039056349975249467
Position 5762: 0.00038877807090852216
Position 12312: 0.00036768749270750913
Position 5857: 0.00036094329778095394
Position 11454: 0.00032730888938313084
Position 1596: 0.0003207776599892247
Position 10809: 0.00030805818383837735
Position 13676: 0.0003036387575753059
Position 879: 0.00029997748995685974
Position 5031: 0.00027997845571005493
Position 5736: 0.00025512777711469466
Position 297: 0.00024296418110980093
Position 11025: 0.00024273689601735717
Position 14197: 0.0002371404221237406
Position 3594: 0.00023329528681726754
Position 1214: 0.00021992032233748995
Position 1027: 0.00020554736169589772
Position 6362: 0.0001967292575044069
Position 1719: 0.00019528266626869022
Position 6416: 0.00019267196034336153
Position 2178: 0.0001662346552926003
Position 403: 0.00016228988471040574
Position 1208: 0.00015980979048811907
Position 1112: 0.00013987537244829022
Position 28: 0.0001040841861703375
Position 780: 9.520370818694796e-05
Position 13536: 9.399969409487785e-05
Position 1081: 8.166810365144873e-05
Position 1242: 6.107258773575361e-05
Position 1019: 5.528822315213011e-05
Position 906: 4.8628619779343416e-05
Position 683: 4.712939625754776e-05
Position 1119: 3.898781480174164e-05
Position 1005: 3.725833525575802e-05
Position 609: 2.9126984932478413e-05
Position 970: 2.7478901889335367e-05
