Gene = TIPRL
index = 1403
Annotated 5SS: [  249  5149  5946 12568 17710 20049]
Annotated 3SS: [ 4968  5845 12435 17613 19985 20969]
SMsplice 5SS: [  249 12568 17710]
SMsplice 3SS: [12435 17613 19985]
top_k =  1000
Partition function (log Z): -8.941139486775295

Sorted 5' Splice Sites (High to Low Probability):
Position 12568: 0.9968396843416044
Position 249: 0.9152130733080736
Position 17710: 0.8688235449100156
Position 5946: 0.17133827682503408
Position 870: 0.15886409215629316
Position 5697: 0.15206610776918195
Position 5149: 0.14590572067832422
Position 860: 0.12954857421314633
Position 8230: 0.11877419458398132
Position 5183: 0.09280201763915624
Position 19521: 0.0843010424186429
Position 16130: 0.06701861599130592
Position 20053: 0.05837408335329599
Position 14769: 0.054018053760300964
Position 19499: 0.035246810379836915
Position 8446: 0.03256852543925274
Position 758: 0.03129600986763354
Position 22018: 0.028079358917225395
Position 16435: 0.026165883292050617
Position 1045: 0.023670645119630688
Position 32: 0.023307840307774438
Position 10930: 0.02289135382267104
Position 4882: 0.01923920422867552
Position 846: 0.01845885913939439
Position 5717: 0.01837776140630717
Position 13355: 0.016424632608388057
Position 269: 0.016398030036579466
Position 16049: 0.014751755340382821
Position 1210: 0.013432019854942077
Position 5384: 0.012450585154865247
Position 6239: 0.01231117747217353
Position 1014: 0.011504654077635871
Position 19509: 0.010300921677970405
Position 15581: 0.008882893791458341
Position 763: 0.008128653518697872
Position 11670: 0.008123823243396432
Position 6338: 0.007050689877734557
Position 13471: 0.00674885423796536
Position 3116: 0.0050873661885463715
Position 19598: 0.004728199072645829
Position 8476: 0.004458519108321154
Position 9416: 0.004040349674334834
Position 16578: 0.003983541248752005
Position 20077: 0.0037745930440335764
Position 18150: 0.0034429685425244605
Position 731: 0.0034154944705896842
Position 1648: 0.0033492123310567674
Position 352: 0.003005151532931099
Position 4551: 0.002553058217996983
Position 1239: 0.0024189584083233887
Position 285: 0.002139226256866332
Position 692: 0.001964706210525436
Position 14658: 0.0019620263791958496
Position 8436: 0.0018588687083426012
Position 19426: 0.001740540214894729
Position 15615: 0.0016794988545031108
Position 9581: 0.001258637821345161
Position 20249: 0.001109695499686772
Position 231: 0.0009673070705009608
Position 472: 0.0008593844697356337
Position 19594: 0.0008031967322466819
Position 519: 0.00045807759529496907
Position 21168: 0.00041029462887684574
Position 19213: 0.0002877338172575675
Position 241: 0.00023633047917309225
Position 1458: 0.00022218738901092205
