Gene = RP11-15K19.2
index = 1160
Annotated 5SS: [  404 19103 24792 25447 36012 36423 66042]
Annotated 3SS: [18975 24338 25389 35884 36329 65901 67631]
SMsplice 5SS: [  404 19103 19335 25447 36012 36423 54870 66042]
SMsplice 3SS: [18975 19223 25357 35884 36329 54765 65901 67631]
top_k =  1000
Partition function (log Z): -20.741226766967802

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9955455293746965
Position 25447: 0.9901348759920305
Position 19103: 0.978039675746428
Position 36423: 0.9645566433859132
Position 19335: 0.7930209238081352
Position 36012: 0.6283021720426684
Position 8986: 0.5060761978858164
Position 24449: 0.4500934179226516
Position 7151: 0.4462397332778023
Position 20220: 0.38863012900062766
Position 7701: 0.35680489316726066
Position 36050: 0.35158265551166396
Position 24106: 0.1638171378437497
Position 31021: 0.13240622925923384
Position 24792: 0.12409221724613878
Position 6190: 0.10797673525605007
Position 27196: 0.10162751975921057
Position 29384: 0.0840588645346318
Position 30859: 0.06185720130546208
Position 32621: 0.0571021490051398
Position 1249: 0.040571160069627105
Position 31025: 0.027615962389220615
Position 19329: 0.021328300607766176
Position 5525: 0.02007500140453763
Position 20012: 0.012380923949334077
Position 19964: 0.011645905552835355
Position 2960: 0.01048277844021623
Position 23066: 0.008125863432516874
Position 2683: 0.0077397808030510995
Position 7719: 0.007585368878333086
Position 8469: 0.006775984161489095
Position 25435: 0.005517382142959292
Position 2992: 0.004713893929899647
Position 1641: 0.004589059520442182
Position 3040: 0.0034104308538203103
Position 28851: 0.0028301420608640533
Position 408: 0.0027968606307440386
Position 25840: 0.0026620325985061187
Position 27313: 0.002267517103958037
Position 6143: 0.002217338300349294
Position 1263: 0.0021527436661874007
Position 4283: 0.0018976440883582638
Position 2664: 0.0018554347817085236
Position 8715: 0.0018142169008360796
Position 973: 0.0017895586042876194
Position 222: 0.001250288111424298
Position 19651: 0.0009510286598848775
Position 4641: 0.0007859776727748272
Position 3032: 0.000752153132287185
Position 6245: 0.000703294932545677
Position 3009: 0.0006764603849072538
Position 19531: 0.0005563563863318442
Position 19300: 0.0004530847426148939
Position 8557: 0.0003939355901261807
Position 26270: 0.0003804972690862472
Position 7403: 0.0003785367959834683
Position 638: 0.00026062426505608926
Position 19294: 0.0002129746812360582
Position 89: 7.958467033120503e-05
Position 49: 1.4203594574447729e-05
Position 1717: 1.097092048413673e-05
Position 4401: 1.0484981635622497e-05
Position 4222: 8.912716025454306e-06
Position 3530: 7.978373754532132e-06
Position 3621: 7.627476260017694e-06
Position 2061: 7.494427689551947e-06
Position 831: 5.299154555781018e-06
Position 727: 4.8938691116964035e-06
Position 7858: 4.112116483095103e-06
Position 2104: 3.801472512582175e-06
Position 1679: 3.7428281318269338e-06
Position 2946: 3.5901668163200263e-06
Position 160: 3.446774698547492e-06
Position 985: 1.8877739229226906e-06
Position 235: 1.0556180090415532e-06
Position 878: 5.225546002038156e-07
Position 959: 5.147472364496983e-07
Position 980: 4.775971251003922e-07
Position 317: 3.767414133353555e-07
Position 95: 2.3358999131271875e-07
Position 394: 1.6033951297056717e-07
Position 1083: 1.5379114834477712e-07
Position 362: 1.1254654472554096e-07
Position 40: 6.662070160147653e-08
Position 823: 4.5990123801319466e-08
Position 712: 3.976288065135388e-08
Position 1302: 3.867445568903902e-08
Position 1079: 3.022375492191461e-08
Position 849: 2.646637622590062e-08
Position 692: 2.0774715146489594e-08
Position 805: 1.3173444006373595e-08
Position 9223: 1.0546903608853058e-08
Position 1025: 8.794277495060837e-09
Position 58: 8.697548217165208e-09
Position 1458: 8.282498336052814e-09
Position 947: 5.785203635452776e-09
Position 1339: 4.913294113911788e-09
Position 833: 2.1771774041352555e-09
Position 903: 2.0512497029315283e-09
Position 1052: 1.9116791954530894e-09
Position 668: 1.8100283876310615e-09
Position 261: 1.7383827492694173e-09
Position 1030: 1.008091084422375e-09
Position 659: 9.459138155798805e-10
Position 2798: 1.3498886110549882e-10
Position 209: 8.018982620120093e-11
Position 7908: 1.044271641293891e-11
Position 694: 8.425003410145588e-12
Position 7468: 7.824101510664863e-12
Position 7990: 7.558364368140131e-12
