Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  1000
Partition function (log Z): -15.943012209038558

Sorted 5' Splice Sites (High to Low Probability):
Position 13196: 0.9999696914493483
Position 28427: 0.9999588086597384
Position 30513: 0.9934290140728939
Position 84: 0.9836729201568316
Position 6320: 0.8993811738587179
Position 32828: 0.7731381642465964
Position 33610: 0.7170956504407792
Position 608: 0.5528722484043267
Position 11159: 0.5211834647514445
Position 3727: 0.4562629146554733
Position 10589: 0.3625475472186612
Position 2491: 0.33712558101053985
Position 12986: 0.3120972449958475
Position 3129: 0.20921516912320196
Position 35893: 0.17626302685989376
Position 34758: 0.17483187526683644
Position 984: 0.13340585021023751
Position 3966: 0.13327450291520332
Position 1015: 0.09280321382580892
Position 3181: 0.0848227154211415
Position 7157: 0.08438704614140714
Position 37716: 0.07870394241802758
Position 36285: 0.0647284410892475
Position 33831: 0.05239148716612152
Position 752: 0.04856637515432888
Position 35404: 0.04338790093859591
Position 3133: 0.042504987953835296
Position 8421: 0.04145290751198729
Position 3758: 0.03581110516536942
Position 9565: 0.03060856600053613
Position 30896: 0.026589989154716897
Position 12216: 0.022098865244286912
Position 34535: 0.021570225723696223
Position 30934: 0.02097879339414842
Position 12679: 0.018914787433194732
Position 33735: 0.016158998439782243
Position 2788: 0.015120772995226815
Position 31348: 0.0124765466632572
Position 2418: 0.011533062177086764
Position 1278: 0.010602358400709689
Position 3483: 0.008767849564969529
Position 153: 0.007659695593704657
Position 5953: 0.0072793828602736805
Position 36736: 0.006655096940697749
Position 33301: 0.006195874408367317
Position 37899: 0.004749941962717877
Position 6024: 0.004671316068206087
Position 1298: 0.004238896815122671
Position 7511: 0.0041352388213486725
Position 2247: 0.00398175732016733
Position 37171: 0.003908812929672575
Position 1019: 0.0039056787302641713
Position 35375: 0.0025664729715424196
Position 36231: 0.0023736575429069186
Position 142: 0.002272825900209266
Position 1265: 0.0018334051362202234
Position 3781: 0.0016935021150616995
Position 1024: 0.0015923048312977512
Position 2387: 0.0014544167594451021
Position 1075: 0.001230878493414537
Position 1427: 0.0012133138698250116
Position 730: 0.0010220861406005717
Position 173: 0.0009583574586627947
Position 3707: 0.0007391970012359168
Position 3275: 0.0007029823878664898
Position 2174: 0.0005929645567621989
Position 166: 0.00046461292518202007
Position 832: 0.00042889415584649384
Position 2501: 0.00041732119301805197
Position 1934: 0.00038747274419618095
Position 794: 0.00036757726059195877
Position 88: 0.0003334602972448629
Position 881: 0.00026221887058077223
Position 2209: 0.00022508441453128784
Position 1940: 0.0001935074985592257
Position 7324: 0.00017731095175547147
Position 5495: 0.00013672231266798068
Position 4365: 0.00010475998700932215
Position 250: 0.0001012042842737395
Position 934: 6.843422580881237e-05
Position 2855: 5.806144758854392e-05
Position 1210: 4.7361676157264e-05
Position 1304: 4.4623632041670706e-05
Position 1139: 4.083009890367072e-05
Position 1300: 3.719404133248302e-05
Position 7197: 2.2712652772018397e-05
Position 6262: 2.108282238755481e-05
Position 6613: 1.494721270645402e-05
Position 600: 1.4268396793431662e-05
Position 1090: 1.0934581349771735e-05
Position 585: 8.508903822860481e-06
Position 338: 7.482037161435517e-06
Position 988: 2.4824999044125453e-06
Position 114: 1.996249632171829e-06
Position 763: 1.9600701736501492e-06
Position 695: 1.936920732356808e-06
Position 1012: 1.8066305812822528e-06
Position 430: 1.6104797811319676e-06
Position 766: 1.5640834748278502e-06
Position 207: 1.332929678631955e-06
Position 347: 1.311683789777895e-06
Position 948: 8.621079815555362e-07
Position 190: 8.471248779615354e-07
Position 761: 7.437850823840287e-07
Position 768: 4.89181068739584e-07
Position 1125: 4.3553989022677874e-07
Position 245: 2.0938549842280078e-07
Position 13163: 1.544208363686812e-07
Position 808: 1.2579780591429012e-07
Position 159: 1.2420165851035955e-07
Position 3877: 1.0845896978653284e-07
Position 120: 5.013650566909848e-08
Position 400: 9.258753868399833e-09
Position 349: 4.3615468530156275e-09
Position 5934: 4.841547870670644e-13
Position 1680: 3.676385641268135e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 28294: 0.9999588086597384
Position 30414: 0.9939104980515665
Position 13084: 0.7761855092638399
Position 32755: 0.7742839944641564
Position 33551: 0.7732724594532545
Position 6200: 0.6749116255740181
Position 10959: 0.52118512330361
Position 12865: 0.5042820436716055
Position 504: 0.385073475156169
Position 10372: 0.36254761384698503
Position 3621: 0.35497373083216266
Position 2387: 0.2918898586231874
Position 35743: 0.2589590795057886
Position 6115: 0.21851688631280197
Position 3040: 0.20741725616341417
Position 36105: 0.17975760919255168
Position 37773: 0.1792571605143531
Position 37602: 0.17459447773191386
Position 900: 0.17432155202556163
Position 3057: 0.1259385815330931
Position 34616: 0.11784415818301777
Position 3569: 0.11004368796058264
Position 34451: 0.10843165049396902
Position 3868: 0.09106474126525615
Position 454: 0.08727233284214635
Position 37049: 0.07629530323772937
Position 34432: 0.07303608437502869
Position 375: 0.054712845514545624
Position 42180: 0.05422054850240958
Position 39271: 0.04638142089344032
Position 7033: 0.04167598618461763
Position 35222: 0.04135225289348747
Position 34564: 0.04021502880674976
Position 3876: 0.03914151934424545
Position 33706: 0.03713394954968204
Position 37831: 0.03694964023394181
Position 30753: 0.032058499766908444
Position 33709: 0.03197956663949845
Position 906: 0.031885065495551236
Position 12982: 0.031605266781309094
Position 8275: 0.02826053335582568
Position 389: 0.027349116873909698
Position 3674: 0.02351761886487241
Position 7085: 0.023265488898161567
Position 12123: 0.02210460426145484
Position 34925: 0.021441249612759065
Position 12395: 0.018915171578937896
Position 2354: 0.018711234175938767
Position 36681: 0.01859215654680687
Position 5848: 0.017924659087531106
Position 1202: 0.01779022463689645
Position 7127: 0.01754308815053409
Position 547: 0.01697297176962503
Position 2324: 0.015364989750773054
Position 9453: 0.014522827294056307
Position 37792: 0.013850578528442873
Position 30895: 0.01347881618261237
Position 35694: 0.013401191788812633
Position 8278: 0.01319237415616165
Position 31246: 0.012757492667485357
Position 2173: 0.010920423490035922
Position 884: 0.01051906207916732
Position 34952: 0.009834589610878842
Position 2206: 0.00888103545638261
Position 438: 0.008120453544303276
Position 9423: 0.0080832019439644
Position 9413: 0.008002536762515455
Position 2679: 0.007392444826698587
Position 33005: 0.007048905402710199
Position 3625: 0.006556306792796366
Position 36196: 0.006379572270467334
Position 35384: 0.00577787600107607
Position 939: 0.005690163207560765
Position 37262: 0.005598600371063317
Position 35186: 0.005251673676061235
Position 37170: 0.005249983076167695
Position 2700: 0.00504066476728863
Position 474: 0.004946302667336768
Position 2384: 0.004784318374012147
Position 35016: 0.004611362255334451
Position 33734: 0.004397208848691298
Position 645: 0.004374511161514156
Position 38976: 0.004122083642652124
Position 729: 0.003978521165098512
Position 668: 0.003953780871707722
Position 879: 0.003935425354759025
Position 355: 0.003796835505944173
Position 36777: 0.0037530093223649324
Position 36579: 0.0034153536146114567
Position 2880: 0.003257797608421378
Position 30616: 0.002656214855446894
Position 37715: 0.002595961381934642
Position 3829: 0.0023474832606426395
