Gene = LMBRD2
index = 786
Annotated 5SS: [  406  8786  9460 10855 14688 15653 27771 29114 29682 34227 35502 36947
 37538 40807 42017 43428 46894]
Annotated 3SS: [ 8554  9361 10758 14519 15441 27695 28999 29497 34044 35367 36840 37439
 40702 41969 43321 46763 47854]
SMsplice 5SS: [  247  8786  9266  9460 10855 12089 14688 15653 15910 22377 29114 29682
 34227 35502 36677 36947 37538 38589 40807 42017 43428 46894]
SMsplice 3SS: [ 8554  8970  9361 10758 12008 14519 15441 15737 22335 28999 29497 34044
 35367 36407 36840 37439 38478 40739 41969 43321 46763 47854]
top_k =  1000
Partition function (log Z): 35.96099965630777

Sorted 5' Splice Sites (High to Low Probability):
Position 40807: 0.99592266001905
Position 46894: 0.9941571524328571
Position 15653: 0.9929546812672108
Position 10855: 0.9869939187550395
Position 22377: 0.9867028726886611
Position 43428: 0.9838895801303489
Position 247: 0.961520469054456
Position 9460: 0.9577030315141383
Position 34227: 0.9507335506161114
Position 29114: 0.944028764181793
Position 8786: 0.9052307787867432
Position 42017: 0.9028196480921176
Position 37538: 0.8991855053101773
Position 29682: 0.8705417790646076
Position 14688: 0.8065977823904912
Position 35502: 0.7923543868190596
Position 15910: 0.7448350968657625
Position 36677: 0.6592145346173837
Position 36947: 0.63189175020317
Position 9266: 0.6273582178289757
Position 38589: 0.620525303579459
Position 33899: 0.5198963024730242
Position 47949: 0.5022607795591766
Position 49776: 0.4682426677639094
Position 9734: 0.42379386959069854
Position 27771: 0.3669236621933437
Position 12089: 0.35887455354887493
Position 16101: 0.3343006261520442
Position 51216: 0.3102705562449002
Position 12070: 0.2787784447990446
Position 27490: 0.258039507043918
Position 24689: 0.22528806233276708
Position 36956: 0.20702738050359534
Position 50086: 0.19970676198647783
Position 12098: 0.18979279560318874
Position 39689: 0.17125442245687322
Position 8341: 0.16451439101572338
Position 37978: 0.1630019399052376
Position 37731: 0.15947516475136694
Position 18364: 0.1574856864870779
Position 47713: 0.15179381407228196
Position 28801: 0.14680502795813852
Position 14116: 0.13015120253747056
Position 49196: 0.1191692621307328
Position 37693: 0.11870510244633864
Position 7539: 0.11570171827951312
Position 20628: 0.10500591384533248
Position 32722: 0.09297934405743195
Position 48833: 0.0922480012758404
Position 51362: 0.08988999269814522
Position 42264: 0.08946992479798035
Position 41814: 0.08894244787548433
Position 10288: 0.08790784467454596
Position 874: 0.0837717369136856
Position 41489: 0.0811994080586047
Position 17739: 0.07744958822800105
Position 38673: 0.07535734851973372
Position 43696: 0.07490663367593399
Position 3586: 0.07289698624035307
Position 38: 0.0687990647281653
Position 34843: 0.06871212033346553
Position 14083: 0.0585019725543593
Position 12800: 0.05738097372183683
Position 33864: 0.05132270610171333
Position 15514: 0.0488742237864763
Position 21186: 0.04790235569874439
Position 44991: 0.04691052565100173
Position 9161: 0.04662738935113786
Position 7924: 0.045637599714868256
Position 12106: 0.043769000369197876
Position 36951: 0.0427002246042055
Position 36996: 0.04080992333315081
Position 845: 0.039833559472161946
Position 18296: 0.038441130864637504
Position 29096: 0.03774378208498744
Position 41525: 0.03678564884482093
Position 51637: 0.036641238258970615
Position 39754: 0.0352936981954445
Position 4801: 0.035240583682886385
Position 12488: 0.0340586186169098
Position 406: 0.03168835527669412
Position 16448: 0.031563913607887135
Position 10408: 0.03134580944846294
Position 1498: 0.027465888939433792
Position 48790: 0.027046574559841594
Position 32467: 0.02659284552576397
Position 38700: 0.02626216621093219
Position 37509: 0.025691605351189396
Position 40437: 0.025282600821573083
Position 8300: 0.024303649240186943
Position 21494: 0.024288919454886242
Position 42799: 0.021120361030997785
Position 14768: 0.020301977828675793
Position 51886: 0.02017356230772543
Position 14129: 0.019943924187533678
