Gene = POC5
index = 1046
Annotated 5SS: [  176  4628  9745 11778 14877 22827 25086 27099 28470 32275 39708]
Annotated 3SS: [ 4529  9605 11693 14670 22649 24980 26918 28315 31996 39530 42902]
SMsplice 5SS: [  176  4628  4868 11778 14472 14877 20797 21437 25086 27099 28470 32275
 39708]
SMsplice 3SS: [ 4529  4815 11693 14334 14670 20721 21230 25008 26918 28315 32080 39530
 42902]
top_k =  1000
Partition function (log Z): 2.5750291162941377

Sorted 5' Splice Sites (High to Low Probability):
Position 27099: 0.977697643826756
Position 176: 0.9657836580181802
Position 4628: 0.9622504247225762
Position 11778: 0.8974643520271559
Position 14877: 0.8846496333846727
Position 32275: 0.8386402559449639
Position 39708: 0.8207668580636774
Position 28470: 0.7448285683282815
Position 21437: 0.7124000672587978
Position 20797: 0.7062706895247748
Position 14472: 0.6466130883955399
Position 5402: 0.6022381545632173
Position 25086: 0.4932551808075685
Position 4868: 0.43026402211630604
Position 28196: 0.3608755140500493
Position 16843: 0.25120980801895615
Position 27896: 0.24260502345102664
Position 5106: 0.23030621091240328
Position 9745: 0.21020586343627154
Position 2840: 0.17171114664603307
Position 28415: 0.16948248317723077
Position 18397: 0.1643356136432971
Position 358: 0.16291705618512184
Position 22827: 0.1595794668384174
Position 27437: 0.14840830493800647
Position 4875: 0.14459762083890443
Position 4153: 0.14222457842905442
Position 33472: 0.13530814548876563
Position 28154: 0.12610100945308994
Position 41266: 0.1229119497262768
Position 33423: 0.12246443552376302
Position 14434: 0.11707054459679954
Position 31352: 0.1003086791063688
Position 3982: 0.0994052868202554
Position 10016: 0.09880240889847225
Position 14882: 0.08987591246633901
Position 15278: 0.08169144759052178
Position 6632: 0.08077593418965892
Position 401: 0.07810354553567979
Position 12815: 0.07226358976257412
Position 1818: 0.06446054998439739
Position 6872: 0.062053117594274586
Position 21681: 0.05470170445518873
Position 29967: 0.04856739844667722
Position 5102: 0.04789934956242164
Position 7514: 0.047043474203541644
Position 13981: 0.045162418413609684
Position 461: 0.04460506991427492
Position 15638: 0.04367326238520177
Position 36519: 0.04341522787408287
Position 41243: 0.04113435909413745
Position 36112: 0.03991397396004372
Position 29229: 0.03863854541736269
Position 36030: 0.031612551594271926
Position 994: 0.030539111809447395
Position 5129: 0.03035977776014971
Position 37188: 0.030191179346438172
Position 14531: 0.030021551504155364
Position 11506: 0.0299928229816486
Position 41758: 0.02822486896370623
Position 836: 0.0278203681963149
Position 5518: 0.027480346753219698
Position 34512: 0.027042348221329202
Position 4389: 0.026855109985651514
Position 37739: 0.026637967112304362
Position 4385: 0.024800733814639306
Position 368: 0.023197019455843494
Position 28844: 0.021427524996393398
Position 9517: 0.01904261730957172
Position 6635: 0.01808724311163546
Position 6861: 0.017729741391339184
Position 28568: 0.01770923335673427
Position 5744: 0.016080366658111276
Position 8323: 0.01606065473556913
Position 27058: 0.016049222212553758
Position 29406: 0.015741109798979424
Position 11848: 0.014611458682545148
Position 6954: 0.012852444256389324
Position 36022: 0.011870917958442948
Position 5124: 0.011354277338046148
Position 898: 0.011081826089026728
Position 41628: 0.010882570729178788
Position 6902: 0.010765513001614772
Position 14544: 0.010650294607107575
Position 7387: 0.0100052374393626
Position 23578: 0.009870095024881767
Position 28161: 0.009857066042215248
Position 8486: 0.009470404393835745
Position 21074: 0.009380920595737639
Position 6944: 0.008624073617593136
Position 2099: 0.008478450367466105
Position 5030: 0.008415130631098146
Position 20997: 0.007886701280729352
Position 30203: 0.007649160831222583
Position 24007: 0.007560976574470318
Position 28115: 0.0058290355010474654
Position 21921: 0.005154336825313117
Position 17177: 0.005128172941594981
Position 1571: 0.004875739625619199
Position 10949: 0.004839189624254952
Position 15084: 0.00472577307783144
Position 9477: 0.004589256444753211
Position 15716: 0.003930796580934948
Position 16505: 0.003696272879559911
Position 12127: 0.0035330899100342755
Position 180: 0.003492881888830833
Position 28961: 0.0034422792344137683
Position 495: 0.003291397693499189
Position 18941: 0.0031385350382398666
Position 407: 0.003070853985887003
Position 10331: 0.0028478024903870742
Position 1836: 0.002749758333210448
Position 6471: 0.0021735216674819173
Position 28663: 0.002137573178820377
Position 27403: 0.001933508308277484
Position 227: 0.0018798579234816548
Position 29524: 0.0016029284825291694
Position 21667: 0.0015844981983039776
Position 34471: 0.001523625492840689
Position 14912: 0.001303216936952722
Position 4886: 0.0012443629438326398
Position 5316: 0.0011471043616329646
Position 319: 0.0011257948211662995
Position 22038: 0.0010885601542113355
Position 1186: 0.0010155460599802183
Position 15193: 0.0009777313234046081
Position 4682: 0.0009354389472862791
Position 27520: 0.0008205445657079991
Position 33865: 0.0007330232689085392
Position 2663: 0.000663879509213262
Position 5110: 0.0006112879964502057
Position 419: 0.0005953393761881948
Position 8573: 0.0004941937732633997
Position 1660: 0.0004748830171215748
Position 5609: 0.00044885358413405995
Position 1983: 0.00033863449274192065
Position 33536: 0.0003350189310621286
Position 74: 0.0003348633934242247
Position 16163: 0.00031611657032037444
Position 6243: 0.0002692325145762463
Position 7240: 0.00025713886658218027
Position 27854: 0.00023409303237545623
Position 5489: 0.0002164581096695017
Position 27021: 0.00017507174787654087
Position 5236: 0.00016782037690428806
Position 3603: 0.0001557230972777926
Position 5598: 0.0001466940303263619
Position 28583: 0.00013693423082614047
Position 1537: 0.0001248352789817561
Position 1888: 0.00011511839187689506
Position 6049: 0.00011117183662337837
Position 28682: 0.00010878174579071495
Position 1175: 8.499112245409752e-05
Position 28536: 6.983997259640284e-05
Position 28564: 4.837974696986905e-05
Position 438: 4.8082100348547246e-05
Position 62: 3.100684894776611e-05
Position 160: 2.660646565837084e-05
Position 823: 2.317642137700528e-05
Position 487: 1.921523217866327e-05
Position 1574: 1.4511170322561355e-05
Position 28413: 1.1968567091728212e-05
Position 611: 1.1630972044687379e-05
