Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  1000
Partition function (log Z): -3.963106487369179

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9217912169576931
Position 149: 0.8822440096991603
Position 1620: 0.6400027359491134
Position 1634: 0.2749479019829234
Position 3457: 0.24474843610240155
Position 931: 0.22787130005009
Position 6245: 0.15603700804813664
Position 3367: 0.1425305094217535
Position 4437: 0.08715762587818233
Position 215: 0.06481738963514322
Position 3645: 0.05233043927954814
Position 4064: 0.026422197995743243
Position 2607: 0.02169334953562904
Position 5815: 0.011499553297535258
Position 132: 0.009983774207544769
Position 4812: 0.009874879388271095
Position 59: 0.009459524654559749
Position 6434: 0.008964818246188147
Position 2266: 0.008685528171951565
Position 6381: 0.006859526492823028
Position 6045: 0.006487779380762533
Position 6826: 0.0062629884436706945
Position 4161: 0.005830507810401973
Position 5035: 0.004858895264711375
Position 6285: 0.004833725014286761
Position 195: 0.004644687695175104
Position 3019: 0.0045230789896269896
Position 3583: 0.003493781325640757
Position 956: 0.0028940476135685678
Position 8563: 0.0027750478437394595
Position 3852: 0.0026524005603965587
Position 1682: 0.002584955078216834
Position 555: 0.0024789949643957932
Position 3425: 0.0024106769015072803
Position 5772: 0.001965075282227931
Position 3908: 0.0017643233301162947
Position 5701: 0.0017000902368089327
Position 1652: 0.0015626559634989454
Position 6822: 0.001231684221025633
Position 1143: 0.0012266296013454668
Position 94: 0.0011942281414646214
Position 3596: 0.0009825484025605138
Position 550: 0.0007318832824586482
Position 2436: 0.0006589899235409646
Position 738: 0.0005644273249259312
Position 5125: 0.0005574824464324409
Position 677: 0.00046011228971981426
Position 414: 0.00043836240783110805
Position 1924: 0.00041999416913025616
Position 7379: 0.0003696357049377461
Position 3612: 0.0003254353463047922
Position 252: 0.00032021554207169504
Position 4180: 0.00031025481513236177
Position 944: 0.00029286464076685683
Position 971: 0.0002871650565037493
Position 774: 0.0002674776804787833
Position 2079: 0.0002633153011257374
Position 1577: 0.00024468218582818945
Position 2648: 0.00024221792839288715
Position 561: 0.00023057476163204136
Position 4426: 0.00020079825382427952
Position 5448: 0.00019656134252481417
Position 276: 0.00019527708383195157
Position 4010: 0.00018342232936074295
Position 2617: 0.00016895340882583376
Position 1048: 0.0001537370768676176
Position 3418: 0.0001530867354309623
Position 1286: 0.00012369788219299913
Position 6501: 0.0001206335940597658
Position 3461: 0.00010981378940813351
Position 3364: 0.00010802491981038944
Position 574: 0.0001050899457892386
Position 1540: 9.699263005595243e-05
Position 2622: 9.294755710280299e-05
Position 169: 7.881208972616426e-05
Position 658: 7.127316142668236e-05
Position 37: 6.51781396750775e-05
Position 3204: 5.9417936763280644e-05
Position 409: 5.798876659986467e-05
Position 2161: 5.761302300969203e-05
Position 2513: 4.876628164842727e-05
Position 935: 4.865106671138135e-05
Position 1150: 4.772559562179969e-05
Position 779: 4.68219101920585e-05
Position 1046: 3.995924455171366e-05
Position 478: 3.721929803511268e-05
Position 4453: 3.4695154732314864e-05
Position 848: 3.079961179881273e-05
Position 881: 2.8288746673501485e-05
Position 2779: 2.644284718626152e-05
Position 536: 2.3768626862633094e-05
Position 1016: 1.7213779365231202e-05
Position 2576: 1.6789718447037375e-05
Position 237: 1.4981377982075204e-05
Position 496: 1.3334652352736396e-05
Position 2270: 1.3289822470587341e-05
Position 697: 1.0667637756290759e-05
Position 1254: 1.0522501403683311e-05
Position 1564: 1.0520631612553606e-05
Position 565: 1.0484930141305698e-05
Position 443: 9.252941222834451e-06
Position 2195: 8.250132746995126e-06
Position 1227: 8.11530421813109e-06
Position 2073: 6.760558724044961e-06
Position 1700: 4.797661962856589e-06
Position 3139: 4.377474457146049e-06
Position 360: 4.216745539143439e-06
Position 3313: 3.7889118225960733e-06
Position 1052: 2.668694695600321e-06
Position 300: 2.632481265046237e-06
Position 3371: 2.582126814360576e-06
Position 47: 2.0673676122457134e-06
Position 357: 1.4895210530814597e-06
Position 3059: 1.3458035206860429e-06
Position 3374: 8.776250292755198e-07
Position 1132: 8.225207885348995e-07
Position 3379: 8.086604962909441e-07
Position 3409: 6.153939529925741e-07
Position 783: 2.383538002588536e-07
Position 227: 1.283067509043145e-09
Position 205: 3.0593256153671813e-10
Position 338: 2.8759723376637634e-10
Position 32: 1.8869933941398559e-10
Position 319: 7.254355511245039e-11
Position 624: 6.053297270971661e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9618889327634872
Position 1451: 0.8347595247736449
Position 6178: 0.7902923146489418
Position 3302: 0.24220779485679356
Position 3363: 0.09893041999056469
Position 4321: 0.08372945391669313
Position 6753: 0.07064819441645946
Position 867: 0.06980373564917737
Position 825: 0.057838090240674524
Position 8290: 0.0557768173577473
Position 3563: 0.05537825307067613
Position 1537: 0.042437607718430186
Position 697: 0.03991252964485599
