Gene = CHCHD4
index = 368
Annotated 5SS: [ 204 8433]
Annotated 3SS: [ 8333 11663]
SMsplice 5SS: [ 204 2942 8433]
SMsplice 3SS: [ 2828  8333 11663]
top_k =  1000
Partition function (log Z): -5.227177259251982

Sorted 5' Splice Sites (High to Low Probability):
Position 8433: 0.9965132268661644
Position 2942: 0.7546834575503609
Position 204: 0.5100040328203698
Position 315: 0.24475366031755363
Position 9763: 0.1587977316842611
Position 3988: 0.10636209757094493
Position 6753: 0.10390550283956052
Position 456: 0.0924541326296469
Position 3941: 0.07861041718811919
Position 2913: 0.07764781259917325
Position 9516: 0.07747296903661895
Position 160: 0.07441508980071293
Position 7321: 0.05887828454022728
Position 9750: 0.05576744745577131
Position 10953: 0.055311045399379775
Position 5862: 0.05030122040429069
Position 1025: 0.04808419268328413
Position 9366: 0.039661636070401435
Position 2499: 0.0351632933687684
Position 6205: 0.031031927477664464
Position 129: 0.026654145650080414
Position 4996: 0.026323910178073118
Position 762: 0.026066355216902787
Position 5714: 0.02441606781071523
Position 10496: 0.023008184057694187
Position 2508: 0.022155985011972603
Position 7326: 0.021353226475488873
Position 10456: 0.020939895362854143
Position 10968: 0.020194278596924176
Position 7245: 0.019644708170486146
Position 2848: 0.014648650690075952
Position 12292: 0.01329490600110295
Position 9143: 0.012615691798715068
Position 8692: 0.0122281771129887
Position 8799: 0.012094413214579202
Position 5366: 0.011913290290638468
Position 7231: 0.01187536254647316
Position 3665: 0.011730822152195413
Position 10039: 0.009286754975797758
Position 11545: 0.008887272524254192
Position 9627: 0.008332492098530144
Position 10354: 0.008305425497653856
Position 9631: 0.007522844972605531
Position 6585: 0.007044473588885943
Position 5016: 0.006988101040997392
Position 9857: 0.006962589656247371
Position 1785: 0.00643701837548711
Position 418: 0.006231180142826263
Position 8594: 0.005997743906492301
Position 479: 0.005683843058244697
Position 7365: 0.00478146136715598
Position 5000: 0.003935650037306529
Position 7615: 0.0038993852220972893
Position 460: 0.0037942646736834704
Position 8538: 0.0031381804046874857
Position 11794: 0.002805074299566432
Position 11597: 0.002709015744868754
Position 1979: 0.002402612290886858
Position 5988: 0.0022812379465721555
Position 10620: 0.002118761805306738
Position 2595: 0.0019137397098038912
Position 536: 0.0018728012524238465
Position 4426: 0.0018345531303483726
Position 6761: 0.0017616841455485818
Position 69: 0.0017303411465906823
Position 1101: 0.0014484477023202567
Position 1256: 0.0011841005758495354
Position 9520: 0.0011700180423792977
Position 484: 0.0011065274669225318
Position 9823: 0.001046188143263346
Position 635: 0.0010389531917686752
Position 10715: 0.0009849749926536882
Position 10739: 0.0008954763501084718
Position 10276: 0.0008768773020369447
Position 12296: 0.0008556072131397541
Position 11967: 0.0008498297285991582
Position 2732: 0.0008174123417621451
Position 8702: 0.0008063234557221662
Position 1294: 0.0007968321842599439
Position 11050: 0.0006954650060577251
Position 9216: 0.0006327062867918602
Position 10479: 0.0006112728707532198
Position 8794: 0.0005421725694744857
Position 1239: 0.000494617044543167
Position 954: 0.0003488975061071366
Position 115: 0.000323581325482893
Position 9538: 0.00030496488633688005
Position 11088: 0.00023801993532804945
