Gene = GGCT
index = 588
Annotated 5SS: [ 276 4309 6042]
Annotated 3SS: [4162 5905 7608]
SMsplice 5SS: [ 276 6042]
SMsplice 3SS: [5905 6947]
top_k =  1000
Partition function (log Z): -4.57992376940341

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9870615355887947
Position 6042: 0.9629019667478982
Position 4086: 0.4133548231529046
Position 4309: 0.22867824976830614
Position 2979: 0.22687059333537046
Position 2732: 0.1240587505196133
Position 7104: 0.12064668886369118
Position 994: 0.06748473200707092
Position 1511: 0.0668872904962066
Position 4458: 0.06043380764674326
Position 3509: 0.03945469041150253
Position 2811: 0.032579373751391076
Position 2647: 0.020360751330991536
Position 7546: 0.019848618713389273
Position 7296: 0.019726303791282304
Position 795: 0.01700413359816983
Position 7085: 0.015926723312676236
Position 4696: 0.011288488223322743
Position 4313: 0.009072558854538148
Position 7699: 0.007632514310634933
Position 4268: 0.007542878632604476
Position 7234: 0.007348069903562192
Position 1506: 0.006509668891299803
Position 7315: 0.006212321386638557
Position 5071: 0.005692610015303768
Position 2890: 0.005100211426706281
Position 7166: 0.0040880377036804465
Position 7459: 0.003820546427474682
Position 1832: 0.0027598380932465374
Position 7776: 0.0021626119642588117
Position 6349: 0.0018568620812456555
Position 4361: 0.0017909560502311784
Position 386: 0.0017904502924171299
Position 575: 0.0017247397547871586
Position 3824: 0.0016077972156390752
Position 2195: 0.0014798038663326736
Position 6431: 0.0014352914964215018
Position 1229: 0.0013860956041538521
Position 710: 0.0013583109140489766
Position 7017: 0.0012135386823902451
Position 7444: 0.0011919139625124226
Position 6436: 0.0010674631237587466
Position 6390: 0.0009978680858011852
Position 3820: 0.0009921048646677935
Position 1603: 0.0009660597014326871
Position 7541: 0.0008753737531102897
Position 3731: 0.0008647893087635111
Position 1812: 0.0007516009014736253
Position 2185: 0.0007414365150142581
Position 7097: 0.0007346549612018873
Position 762: 0.0007258400045019643
Position 7249: 0.0006989231320907604
Position 7042: 0.0006883607095029789
Position 757: 0.0006162704478232253
Position 522: 0.0006090946814610403
Position 3600: 0.0005933525437958393
Position 7140: 0.0005264604648235182
Position 3391: 0.0004708350674199481
Position 6713: 0.0004135311428715987
Position 3649: 0.0003559636948382332
Position 3231: 0.0002980504814353323
Position 1660: 0.00028285330610501884
Position 3840: 0.000249763144313297
Position 3942: 0.00024875626723144806
Position 6337: 0.00022621903807722087
Position 6195: 0.00021241849798289892
Position 6594: 0.00021065283694406194
Position 1740: 0.00020133154227410416
Position 866: 0.00019165864093205918
Position 2294: 0.0001635849668092304
Position 6384: 0.00016104525320257074
Position 739: 0.00012044332045448189
Position 571: 0.00010654126413189864
Position 7981: 9.865473549828579e-05
Position 791: 8.890144261910917e-05
Position 57: 7.386082471221768e-05
Position 925: 6.681805263397035e-05
Position 166: 6.653396425235518e-05
Position 6224: 6.346806490898634e-05
Position 2862: 5.601827627329039e-05
Position 3282: 4.326005504294882e-05
Position 465: 3.683490447016658e-05
Position 4474: 3.571654824984517e-05
Position 752: 3.064622549656155e-05
Position 6064: 2.718328094191731e-05
Position 2896: 2.6428018336327436e-05
Position 6227: 2.451108440893835e-05
Position 2903: 2.4008268606296623e-05
Position 125: 2.032453329335812e-05
Position 2327: 1.4502909017791596e-05
Position 6032: 1.3081961202807028e-05
Position 2171: 1.2684975281165326e-05
Position 418: 8.156432898272153e-06
Position 4256: 8.023680297402701e-06
Position 1235: 7.696771124097211e-06
Position 1162: 7.662711062270546e-06
Position 4258: 7.4364748783485325e-06
Position 4265: 7.017893661467386e-06
Position 5401: 5.627137818422975e-06
Position 1285: 3.839652225410511e-06
Position 4365: 3.7467074345160287e-06
Position 43: 3.5599967296845438e-06
Position 7181: 3.3056627673538032e-06
Position 4338: 3.1789023332380057e-06
Position 188: 3.0728589043690623e-06
