Gene = PRELID2
index = 1071
Annotated 5SS: [  109 12209 15341 17392 38844 70355]
Annotated 3SS: [12150 15266 17230 38737 70284 74808]
SMsplice 5SS: [  109  4308  5674  9430 15341 17392 30099 30362 38844 52944 57436 70355]
SMsplice 3SS: [ 4214  5549  9287 15266 17230 29997 30187 38737 52889 57312 70284 74759]
top_k =  1000
Partition function (log Z): -15.621443034101768

Sorted 5' Splice Sites (High to Low Probability):
Position 15341: 0.9992388073662086
Position 22841: 0.9895509469026009
Position 30099: 0.9630549652917575
Position 17392: 0.9528971373918286
Position 4308: 0.8555621678955597
Position 5674: 0.8110578410611343
Position 30362: 0.7103880342400286
Position 109: 0.6719188840475621
Position 15907: 0.6612994585719179
Position 38844: 0.6432298076687946
Position 7908: 0.5974387533891826
Position 9288: 0.5033645378442763
Position 20125: 0.49900307918549375
Position 9430: 0.43208044393130335
Position 4071: 0.40022292110796964
Position 11070: 0.3319104244971703
Position 8155: 0.2938360882668732
Position 12209: 0.2847977872449532
Position 31042: 0.21813126553571785
Position 132: 0.1762592837642488
Position 22703: 0.16803072617273448
Position 9583: 0.15649028541706633
Position 15788: 0.14300114593575328
Position 22336: 0.13494743911729368
Position 35262: 0.12806108964107826
Position 19859: 0.12589685056873556
Position 16887: 0.09157187564657096
Position 423: 0.08751869757674961
Position 16279: 0.08458515188023641
Position 546: 0.07325257315411288
Position 8254: 0.07114401726780697
Position 640: 0.06642047653327986
Position 15654: 0.06236271067004225
Position 986: 0.05852509402246779
Position 5429: 0.056945096834011964
Position 14632: 0.05246350662924979
Position 4041: 0.04889973732993241
Position 22707: 0.04855364296966674
Position 795: 0.04595143497501719
Position 14643: 0.04564852411851578
Position 21729: 0.045369408653608806
Position 11231: 0.040725434965995067
Position 16988: 0.040177437208091665
Position 22481: 0.03982078753490105
Position 21964: 0.035728226958744023
Position 4166: 0.03562401432222016
Position 757: 0.03135163412633611
Position 6771: 0.03093208418731652
Position 13216: 0.027797736595359914
Position 2146: 0.027298717915497494
Position 3325: 0.027153151589476295
Position 2771: 0.026145246968220272
Position 2066: 0.024859108987842705
Position 1329: 0.02411224241113728
Position 5660: 0.022588724843848676
Position 17373: 0.022133278904181812
Position 12122: 0.02075379462724589
Position 16607: 0.01928849245281085
Position 927: 0.017770643684617844
Position 11956: 0.017541043810485067
Position 12396: 0.015474253391594604
Position 17101: 0.01498515253022996
Position 3257: 0.014631491019414494
Position 378: 0.014617999686648994
Position 5968: 0.01428121290860093
Position 32967: 0.014143682434763358
Position 21798: 0.013713330851226151
Position 20805: 0.01321179166937751
Position 30473: 0.012549161535631128
Position 13440: 0.011876189276993276
Position 6850: 0.011640203764331697
Position 12275: 0.011619481743662563
Position 240: 0.01139909303503379
Position 21658: 0.01073093308133077
Position 4378: 0.010550111409054923
Position 21475: 0.009643451186904406
Position 4108: 0.009093275562137574
Position 16825: 0.008942034525144377
Position 7072: 0.008535553480166887
Position 16191: 0.0084036647220155
Position 2671: 0.008199127524629764
Position 8: 0.008009493272205955
Position 3225: 0.007786820139623725
Position 5131: 0.007300263480908224
Position 4627: 0.007253792977022384
Position 17335: 0.006020853635376869
Position 1591: 0.005775981520531349
Position 16879: 0.005536681272047179
Position 85: 0.0053861571449225955
Position 8179: 0.004533804436717338
Position 9420: 0.004524465761484557
Position 9173: 0.004209114140145495
Position 5127: 0.00340288614960446
Position 21598: 0.003352902460037598
Position 17638: 0.003256999430904411
Position 1550: 0.0030720453734836045
Position 2474: 0.002953604189731078
Position 9770: 0.0029149015160389352
Position 21389: 0.0026063622413332204
Position 15772: 0.002592716342724083
Position 8101: 0.0025496949301803276
Position 4169: 0.0025439900519298544
Position 5353: 0.0025108888195464413
Position 9355: 0.0023049455166515883
Position 21051: 0.0020323877636111527
Position 16020: 0.0019631903090638224
Position 4803: 0.0019087371837539135
Position 2255: 0.0018799461712202881
Position 2025: 0.0017874851786564127
Position 7524: 0.0017462449437109576
Position 16114: 0.001703866712149302
Position 16656: 0.0014259646664776984
Position 2016: 0.0012655046733864403
Position 5208: 0.001167854157808949
Position 5420: 0.0009844342966372336
Position 21666: 0.000821615135734614
Position 15681: 0.0007343043947914144
Position 32617: 0.0007118257030044031
Position 244: 0.0006748946802848737
