Gene = PARK7
index = 998
Annotated 5SS: [  131  1213  3763  7742  9301 16076]
Annotated 3SS: [ 1099  3660  7681  9230 15988 23230]
SMsplice 5SS: [  131  1213  3763  9301 16076]
SMsplice 3SS: [ 1099  3660  9230 15988 23230]
top_k =  1000
Partition function (log Z): 2.6108588234274697

Sorted 5' Splice Sites (High to Low Probability):
Position 1213: 0.9993027702818628
Position 3763: 0.9781587879070357
Position 16076: 0.7864016721662369
Position 9301: 0.7398370230901509
Position 131: 0.6423566246097995
Position 21342: 0.46671609245991724
Position 7742: 0.4600409780089846
Position 419: 0.3615289761249665
Position 3556: 0.2960976233800898
Position 9338: 0.23808778818334841
Position 3564: 0.22735429861090006
Position 18694: 0.19499947386609406
Position 3964: 0.1455573669338302
Position 3984: 0.1256318658773203
Position 7486: 0.10201731374678534
Position 19323: 0.09447492312186041
Position 73: 0.09234944317416928
Position 21575: 0.09156188657192563
Position 7713: 0.08932987535455444
Position 18741: 0.07203163128860639
Position 2687: 0.05249069965308022
Position 15754: 0.03992153081847761
Position 3521: 0.03817286908431345
Position 21962: 0.03448843803176961
Position 4016: 0.03202408081815581
Position 8614: 0.02822611095220833
Position 7090: 0.022215098187516893
Position 2296: 0.02213721172929659
Position 18808: 0.021947282527955796
Position 8806: 0.021298843350854434
Position 999: 0.02127897685531477
Position 535: 0.01835730492259311
Position 6996: 0.01604258133684756
Position 5942: 0.015417734746684585
Position 14604: 0.015052251240631634
Position 20139: 0.0128022687965684
Position 4479: 0.012629863983518399
Position 4741: 0.012623457550053502
Position 34: 0.011940217111136683
Position 17508: 0.011584531515431947
Position 19806: 0.01116124392731956
Position 9342: 0.011086458227532847
Position 2606: 0.010041469396881246
Position 4020: 0.009060747550495112
Position 17416: 0.008499927547671314
Position 6243: 0.008353875651204554
Position 10523: 0.007070902979474749
Position 2467: 0.007044887533646356
Position 3897: 0.006514280503257371
Position 8782: 0.005981520714499799
Position 17831: 0.005005197295418985
Position 46: 0.004968486358804749
Position 1923: 0.004362594452790999
Position 490: 0.004206977480140695
Position 21625: 0.0037991150208104493
Position 2887: 0.003613729908871102
Position 17449: 0.00346371823335457
Position 846: 0.003309546060308037
Position 2430: 0.00299931071372922
Position 3968: 0.00294440162721584
Position 251: 0.002939299855592742
Position 9014: 0.002685002439843624
Position 8560: 0.002414557495778233
Position 16477: 0.0023586930208808993
Position 6432: 0.0023197689919332042
Position 19111: 0.001984147100349747
Position 9347: 0.001928663844029384
Position 216: 0.001817299080318797
Position 19075: 0.0017282656247767465
Position 13883: 0.001423354905919802
Position 17437: 0.001418540173646794
Position 7506: 0.0012826439839156148
Position 7606: 0.0012038761089795992
Position 1573: 0.0011553993314431712
Position 3071: 0.0011093932553807595
Position 7580: 0.001083075125586028
Position 8195: 0.0010371094506953923
Position 3292: 0.001030607446993177
Position 517: 0.0010115066132990434
Position 342: 0.0009803128507251927
Position 4364: 0.0009684720816187656
Position 158: 0.0009613135266216628
Position 8252: 0.0009306535740094046
Position 125: 0.0008917873070493212
Position 21045: 0.0008063123140829657
Position 188: 0.0007887715435647166
Position 23473: 0.0007549055337920512
Position 198: 0.0006980553936738615
Position 3995: 0.0006458415965593293
Position 2138: 0.0005990742394333751
Position 1858: 0.0005953971827012469
Position 66: 0.0005891025909251783
Position 80: 0.0005753375800204727
Position 439: 0.000553976313441194
Position 4242: 0.0005110799466996117
Position 3035: 0.0004953237688394632
Position 1682: 0.0004933763703994649
Position 934: 0.00047896274950695133
Position 2907: 0.0004506921771210503
Position 160: 0.0004371880112822465
Position 2684: 0.0004313376036578446
Position 6806: 0.0003738223803789663
Position 8247: 0.00030418897228515993
Position 963: 0.00029063022934221904
Position 1816: 0.00026320383537888596
Position 4503: 0.0002426336870758732
Position 5328: 0.00021286164101960855
Position 574: 0.000196488024671003
Position 3767: 0.00018975414242493246
Position 5677: 0.00018334008317808835
Position 412: 0.00017039227115933493
Position 4344: 0.0001563081080861732
Position 5794: 0.00014622159181954068
Position 2925: 0.00013220512771080402
Position 664: 0.00012509446159749852
Position 104: 0.00011772931822258187
Position 3988: 0.00011364840851600555
Position 5219: 0.00010767412706293805
Position 986: 0.0001045444880520703
Position 709: 9.092808062814856e-05
Position 2733: 7.653471527555886e-05
Position 323: 7.552110884276419e-05
Position 6512: 6.822880101270251e-05
Position 182: 6.741603984886422e-05
Position 748: 6.104224088766897e-05
Position 525: 6.020798738995708e-05
Position 326: 5.9698804952226324e-05
Position 2150: 5.846547671481309e-05
Position 970: 5.5398564850212326e-05
Position 789: 5.429935894744829e-05
Position 206: 5.3387646586638197e-05
Position 826: 4.825189662122465e-05
Position 2671: 4.4600451691993595e-05
Position 2870: 3.576289687716954e-05
Position 1043: 3.432714415099431e-05
Position 2071: 3.26316647314894e-05
Position 50: 2.3472321825617765e-05
Position 3707: 2.0759101567351564e-05
Position 2691: 1.9304755385496182e-05
Position 783: 1.7395269676403406e-05
Position 617: 1.6410413246291475e-05
Position 5: 1.54213480974906e-05
Position 2891: 1.429227845121919e-05
Position 1481: 1.395992208942766e-05
Position 3721: 1.3691709086319048e-05
Position 3313: 1.3109225544838256e-05
Position 281: 1.200006629257496e-05
Position 2877: 1.1898603056526449e-05
Position 520: 1.1516725683843659e-05
Position 218: 1.1482109949536559e-05
Position 3783: 1.1205129698674727e-05
Position 731: 9.00268053220687e-06
Position 1948: 7.116944718911728e-06
Position 3287: 7.098146368022721e-06
Position 714: 6.51557376843977e-06
Position 2757: 6.283871951430631e-06
Position 763: 6.03846059383363e-06
Position 572: 4.6142939510656796e-06
Position 761: 4.4486921794386495e-06
Position 4024: 3.922819092812909e-06
Position 559: 3.889758077756279e-06
Position 622: 3.879490646809365e-06
Position 3700: 3.709571779829669e-06
Position 3667: 3.439997074723153e-06
Position 68: 3.127901171215782e-06
Position 405: 2.617288374624319e-06
Position 3: 2.154712963620516e-06
Position 77: 1.4162492403262548e-06
Position 3713: 1.2550189548725428e-06
Position 592: 9.855644142098569e-07
Position 3957: 9.430169188770583e-07
Position 4059: 7.587130805972894e-07
Position 291: 7.572813625629635e-07
Position 4002: 6.807551371311752e-07
Position 2280: 6.347995547139741e-07
Position 300: 6.060593916688217e-07
Position 3921: 4.325983441713447e-07
Position 1667: 3.524060900944691e-07
Position 1780: 1.6637947452123203e-07
Position 1893: 1.5295196047524408e-07
Position 200: 1.3425376230565095e-07
Position 3833: 1.2421275977777533e-07
Position 1189: 1.1495444777584514e-07
Position 1180: 1.0052821415835028e-07
Position 38: 4.9004269331277844e-08
Position 1637: 3.3603250515582324e-08
Position 3972: 2.8502792952722003e-08
Position 1452: 1.5343234885818906e-08
Position 1195: 1.3089760283237193e-08
Position 1217: 1.1279834733825215e-08
Position 1582: 7.411115932838328e-09
Position 167: 4.369048134849409e-09
Position 1593: 3.78678594169015e-09
Position 1665: 2.141861990880103e-09
Position 1383: 2.0380010089295302e-09
Position 1293: 8.35274644907687e-10
Position 1860: 7.816696808666768e-10
Position 1253: 2.5320356793706955e-10
Position 469: 8.608218084770513e-12
Position 390: 6.176404659349565e-12
Position 480: 3.2545914734775577e-12
Position 483: 5.724191375491044e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9230: 0.9909693007361041
Position 1099: 0.9903154108470972
Position 23230: 0.9704860757973253
Position 3660: 0.9086039617791402
Position 15988: 0.7765472854474219
Position 21222: 0.4726187598711059
Position 7681: 0.3817874123472641
Position 3408: 0.3179571471072911
Position 3887: 0.29544091207143436
Position 7421: 0.21203727440458406
Position 3433: 0.15882190099898064
Position 281: 0.13711670845584123
Position 18654: 0.1143326128554875
Position 19229: 0.08809935596862414
Position 21449: 0.08536757560300094
Position 3465: 0.07747764163534322
Position 18563: 0.07232344456925986
Position 18582: 0.0603643256419832
Position 3628: 0.05609708797975312
Position 18600: 0.038954967384714545
Position 7565: 0.035492738070674684
Position 21888: 0.035446696492415226
Position 2637: 0.030230811409471578
Position 17343: 0.026808697285227712
Position 15667: 0.02298531696602419
Position 5856: 0.020860648540834744
Position 3930: 0.020405725410297268
Position 8641: 0.01797686643203123
Position 2530: 0.017130322429838956
Position 905: 0.016638158359338982
Position 6897: 0.016629435594320747
Position 21490: 0.016320367178654507
Position 20020: 0.016221853462714323
Position 8503: 0.015641243003166688
Position 232: 0.014737274543974882
Position 2178: 0.012950498171252116
Position 7601: 0.01260239378496247
Position 19701: 0.011411175469330176
Position 8536: 0.009522588528818087
Position 15609: 0.009432907747096878
Position 8644: 0.009303497633323004
Position 3679: 0.009150887780569508
Position 19061: 0.008816779722656294
Position 15717: 0.008592776064810032
Position 4395: 0.008510284404487357
Position 2567: 0.008375009188077466
Position 6877: 0.007239697169777839
Position 6873: 0.006924357576193474
Position 2174: 0.006906730433674589
Position 3666: 0.006868130703138775
Position 17651: 0.006461183343714437
Position 14416: 0.006309983082883699
Position 16018: 0.0061862741866382685
Position 6947: 0.006151725036833414
Position 321: 0.0054853369621811095
Position 8386: 0.0054768369160017845
Position 14484: 0.005461311313955332
Position 4453: 0.005351951585314229
Position 10399: 0.005052306172771083
Position 4191: 0.004722273456981115
Position 2466: 0.004515364108288771
Position 1741: 0.004214303569994578
Position 23192: 0.004067635610093116
Position 7635: 0.004018068797771114
Position 7709: 0.003957472208495415
Position 18722: 0.0038751538000781323
Position 2198: 0.003784426911037878
Position 7506: 0.003589672236997652
Position 14545: 0.003285129624531071
Position 4364: 0.0031077966337885723
Position 2112: 0.0030609549135001677
Position 3600: 0.0028437148440350526
Position 16358: 0.002840318387149993
Position 4678: 0.0027732596155865662
Position 8890: 0.002685002439843624
Position 2338: 0.002625956355958278
Position 2571: 0.002499377358230047
Position 2764: 0.002385905674988331
Position 3413: 0.002336607095123827
Position 995: 0.0022874305505465155
Position 7942: 0.002275918561408705
Position 3367: 0.00195772321239576
Position 10402: 0.0019538912642251003
Position 18841: 0.0019139571975694096
Position 15966: 0.0019090955988797097
Position 2335: 0.001752200313548255
Position 6007: 0.0017340461885592933
Position 709: 0.0017302799732277655
Position 6727: 0.0016867733851532586
Position 3229: 0.0014805872764553413
Position 7454: 0.001479866875680984
Position 4435: 0.0014505440448376325
Position 3604: 0.0013007942236863787
Position 15874: 0.0012489377408383948
Position 13788: 0.0011283531268544555
Position 2890: 0.0011222733207688945
Position 880: 0.0010254477108160196
Position 2427: 0.0009859472645026783
Position 20935: 0.0009730678343630639
Position 6325: 0.0009434517768353744
Position 1409: 0.0008814872941680253
Position 3550: 0.0008559036883281281
Position 1136: 0.0008153099818299321
Position 6349: 0.0007969544777391574
Position 2857: 0.0007908049325519369
Position 23594: 0.0007549055337920503
Position 970: 0.0007350086098016363
Position 1765: 0.0007219638323117051
Position 6376: 0.0006475915383713742
Position 5861: 0.0005809691921766248
Position 4519: 0.0005790291254051122
Position 1159: 0.0005695381968581784
Position 731: 0.0005336237256761548
Position 773: 0.0004787701474476463
Position 2537: 0.0004601969823855143
Position 2362: 0.00045976843064307545
Position 1585: 0.0004020356226144408
Position 4516: 0.0003955828465285529
Position 2017: 0.0003784051010068304
Position 1051: 0.0003558723744392734
Position 1432: 0.0003516489144587753
Position 2413: 0.00034715262510583676
Position 13808: 0.0003350800534973323
Position 20821: 0.0003253409707288556
Position 5965: 0.00032142552173519234
Position 5151: 0.0003206630546433484
Position 431: 0.0002769793853410342
Position 3311: 0.00026798108537375595
Position 2037: 0.0002464501763377504
Position 21513: 0.0002410428623607315
Position 16117: 0.00022841494453913137
Position 3378: 0.00021290102393632649
Position 3199: 0.00020901115682176688
Position 939: 0.00020405621413492291
Position 3172: 0.00020206880248761614
Position 3099: 0.00020060603074134738
Position 1845: 0.0001994275152263868
Position 3339: 0.00018114608628220095
Position 446: 0.00017094256705439827
Position 340: 0.00016703988559133037
Position 22119: 0.0001590097943405765
Position 5553: 0.00015890598480668004
Position 2032: 0.00015822500190944288
Position 5911: 0.00014954102929116763
Position 5667: 0.00014658931298560927
Position 3483: 0.0001356769832659606
Position 3486: 0.00013246101426387654
Position 4656: 0.00012766285232844167
Position 3343: 0.0001271048014492037
Position 5945: 0.00012478675391885204
Position 14752: 0.00011634253325802458
Position 2924: 0.00010933045715970587
Position 21574: 0.0001035030557271009
Position 19374: 0.00010295550302103301
Position 21407: 0.00010187822247575601
Position 111: 0.00010014547563593603
Position 1445: 9.58390351758756e-05
Position 2255: 8.888531139838099e-05
Position 20333: 8.248971891726573e-05
Position 2224: 8.09153638789958e-05
Position 20040: 7.975501538425036e-05
Position 1138: 7.955126613318e-05
Position 17379: 7.671112834710796e-05
Position 10494: 7.56750024007563e-05
Position 15082: 7.194899163314467e-05
Position 2470: 6.496726692143518e-05
Position 617: 6.397708519536398e-05
Position 9245: 6.293870269601532e-05
Position 3058: 5.97819894512712e-05
Position 9898: 5.74477682069928e-05
Position 17675: 5.6000823984547124e-05
Position 2943: 5.4830122642004356e-05
Position 4324: 5.2365867773928416e-05
Position 1704: 5.209325955500792e-05
Position 19676: 5.0430647659551007e-05
Position 490: 4.956182285491187e-05
Position 826: 4.83719776186997e-05
Position 17295: 4.463776143842389e-05
Position 21461: 4.241037598463743e-05
Position 3555: 4.221760910115234e-05
Position 1611: 4.072449784399816e-05
Position 2180: 4.018444436197661e-05
Position 1989: 3.9635386838003656e-05
Position 1192: 3.870404808755168e-05
Position 18154: 3.5324451490250814e-05
Position 4059: 3.3639344944403215e-05
Position 1975: 3.36228611559138e-05
Position 9459: 3.1049665382258244e-05
Position 714: 3.072030276981039e-05
Position 18023: 2.955751069547877e-05
Position 20559: 2.809342209417021e-05
Position 9428: 2.6847771112331004e-05
Position 1965: 2.6267601792186285e-05
Position 2117: 2.538135438741469e-05
Position 347: 2.4929951853937922e-05
Position 2271: 2.4496519147343004e-05
Position 5422: 2.4483009997978386e-05
Position 13844: 2.4455025565253763e-05
Position 17352: 2.4334367727736968e-05
Position 9965: 2.3272690513864787e-05
Position 1893: 2.308173449816534e-05
Position 16354: 2.1799598238178917e-05
Position 3853: 2.1326714983879325e-05
Position 20016: 2.0701979198839743e-05
Position 2258: 2.0684391322946822e-05
Position 2614: 2.039093027552449e-05
Position 4651: 2.0209864845214604e-05
Position 19797: 1.9572681037013976e-05
Position 16774: 1.9337932513003777e-05
Position 3105: 1.5590097872724006e-05
Position 1822: 1.4750778445358742e-05
Position 1331: 1.4190165660152264e-05
Position 664: 1.3820328903208947e-05
Position 2580: 1.2963551846613054e-05
Position 2643: 1.2946565064729902e-05
Position 3953: 1.2799129107806528e-05
Position 1898: 1.1893779625057366e-05
Position 18245: 1.1790419583204451e-05
Position 15832: 1.154037624743165e-05
Position 907: 1.0464011342373443e-05
Position 1591: 1.0441587517048126e-05
Position 18223: 1.041426088624599e-05
Position 14943: 1.0352564570874987e-05
Position 12131: 9.331387383470309e-06
Position 3826: 8.912502513253906e-06
Position 17384: 8.32846752277268e-06
Position 1519: 8.210124274287038e-06
Position 15794: 7.987012591904986e-06
Position 1065: 7.542530760174308e-06
Position 622: 7.325923461862319e-06
Position 9747: 6.76503511858853e-06
Position 16748: 6.61340672760211e-06
Position 837: 6.351379815054047e-06
Position 9987: 6.13298228733352e-06
Position 387: 5.76164381461859e-06
Position 9118: 5.689566005930958e-06
Position 16378: 5.441940729635156e-06
Position 16516: 5.325698586308588e-06
Position 3740: 4.761562792457109e-06
Position 1654: 4.752100047462076e-06
Position 9577: 4.601382340051215e-06
Position 744: 4.553785672920232e-06
Position 776: 4.43341816198684e-06
Position 3893: 4.2528244406578014e-06
Position 1922: 4.0829219537959745e-06
Position 9398: 3.866982125769396e-06
Position 13068: 3.7618225536274084e-06
Position 9872: 3.366213503806886e-06
Position 1165: 2.52365835308641e-06
Position 4483: 2.499155967653573e-06
Position 10831: 2.3277790855924396e-06
Position 10992: 2.2876001263247297e-06
Position 2687: 2.0058084733005972e-06
Position 3842: 1.9257062831192695e-06
Position 9695: 1.851654105468e-06
Position 4241: 1.6464175195273474e-06
Position 474: 1.6126032339158872e-06
Position 1857: 1.5627107836380853e-06
Position 14031: 1.4833117122403509e-06
Position 4079: 1.4464034607989364e-06
Position 9380: 1.3958004235597357e-06
Position 3694: 1.3130962232812657e-06
Position 10021: 1.306124812856576e-06
Position 9816: 1.2048745984227021e-06
Position 9610: 1.182241867627401e-06
Position 11274: 1.0722793348094949e-06
Position 9594: 1.0468407833689327e-06
Position 9662: 9.749839679431385e-07
Position 559: 8.840960396463962e-07
Position 7485: 7.534913758895335e-07
Position 4617: 7.161223119889339e-07
Position 2295: 6.365342359600559e-07
Position 4165: 5.874747252057478e-07
Position 9614: 5.730424885658191e-07
Position 130: 4.610677980089838e-07
Position 677: 3.879474508750425e-07
Position 9841: 3.131468056108697e-07
Position 9584: 2.6893811226785104e-07
Position 9946: 2.622615962972348e-07
Position 9524: 2.531602013707209e-07
Position 999: 2.412377000539449e-07
Position 1162: 2.3603259970038304e-07
Position 1587: 2.3249226504582406e-07
Position 2210: 2.27646894914287e-07
Position 1293: 2.1683201810151577e-07
Position 4416: 1.7601782471782644e-07
Position 2062: 1.6986066961654774e-07
Position 4277: 9.641957788356022e-08
Position 1531: 9.635314216801768e-08
Position 4011: 8.106688287957278e-08
Position 1777: 6.337129064782056e-08
Position 2283: 5.1320290219009645e-08
Position 1948: 2.867673511701519e-08
Position 3837: 2.0828422901478556e-08
Position 2550: 1.7306382944684834e-08
Position 115: 1.2585532531386415e-08
Position 1463: 1.1452131195303011e-08
Position 135: 2.6413281960182258e-09
Position 141: 2.4820078308349063e-09
Position 117: 2.06285256264748e-09
Position 494: 2.019126370986259e-09
Position 2731: 1.6275885716366139e-09
Position 1167: 1.4771033376195404e-09
Position 506: 1.233674276613572e-09
Position 579: 1.0691290272653546e-09
Position 514: 1.048492573223833e-09
Position 1665: 9.133077165804289e-10
Position 1333: 7.034032152074611e-10
Position 1452: 2.610711368901597e-10
Position 1824: 2.3241491650040516e-10
Position 3828: 1.8795567491581515e-10
Position 1671: 1.4473953713467055e-10
Position 1631: 7.461652208049825e-11
Position 535: 6.418552470337657e-11
Position 510: 4.0950512732040486e-11
Position 1543: 3.9892656874162377e-11
Position 862: 1.8315994859589325e-11
Position 508: 9.135399336841618e-12
Position 77: 3.722093867196188e-12
Position 572: 2.2691689867139594e-12
Position 520: 1.5345906831499983e-13
