Gene = COQ4
index = 397
Annotated 5SS: [  393   612  2704  3346  9747 10408]
Annotated 3SS: [  479  2606  3242  9616 10313 10937]
SMsplice 5SS: [  393   612  2704  3346  9747 10408]
SMsplice 3SS: [  479  2606  3242  9629 10313 10937]
top_k =  1000
Partition function (log Z): 1.2312429587300038

Sorted 5' Splice Sites (High to Low Probability):
Position 3346: 0.9940680440277831
Position 612: 0.9884428505905773
Position 10408: 0.8282631625699355
Position 2704: 0.7753708476133216
Position 236: 0.5379418059182056
Position 9747: 0.5255932092373018
Position 137: 0.17201163746042333
Position 124: 0.1653496089371165
Position 6484: 0.16045622749652813
Position 3795: 0.0798946619264313
Position 2708: 0.07394961865695442
Position 5866: 0.07357435869739608
Position 824: 0.053481510625709584
Position 2746: 0.052822433291292374
Position 3077: 0.04997875032104576
Position 1351: 0.04628955513234074
Position 86: 0.04303960255010736
Position 5473: 0.04089334627040946
Position 3074: 0.030563021622472823
Position 10594: 0.028785828696736765
Position 1009: 0.025306268960077132
Position 6669: 0.020605650988485522
Position 2654: 0.019281062004986055
Position 10691: 0.0188240893818355
Position 1236: 0.01680340855220494
Position 3111: 0.014860472136864927
Position 42: 0.014151211385502014
Position 3804: 0.012192855477244587
Position 3115: 0.011303450309679264
Position 10536: 0.010982752985018775
Position 6714: 0.010107283629101533
Position 397: 0.009176827285523504
Position 7466: 0.00892334991873746
Position 2688: 0.008873463047680587
Position 2727: 0.008486853741353682
Position 3622: 0.006677564481405557
Position 3067: 0.006528745423565264
Position 407: 0.0033613556435852926
Position 206: 0.0031194002708142
Position 667: 0.002936348159572312
Position 10423: 0.0026489684318093485
Position 8785: 0.0023815462478517656
Position 3046: 0.0022225523689034213
Position 9688: 0.0015920095734080436
Position 3005: 0.0011897534596842338
Position 1865: 0.0011708881724409091
Position 3759: 0.0010444065855983744
Position 6247: 0.000986618595106072
Position 111: 0.0009708606232511537
Position 663: 0.0009406743967035328
Position 2047: 0.0008471459059105743
Position 228: 0.0008243338239103162
Position 716: 0.0008144415851556874
Position 5610: 0.0007696358041431508
Position 6074: 0.0007132538804576566
Position 4945: 0.0006874730000928849
Position 945: 0.0006659653442186367
Position 1543: 0.0006517985269915913
Position 2550: 0.0005961174151237337
Position 8165: 0.0005276806426889867
Position 4356: 0.0005165816611880365
Position 10431: 0.000485392158004647
Position 7822: 0.00048016061028050884
Position 2905: 0.00046091733191626946
Position 131: 0.00041396541803580587
Position 3321: 0.00041287642613008224
Position 351: 0.0003998793021669874
Position 2895: 0.0003947522149053044
Position 7877: 0.0003494394832452245
Position 188: 0.0003366343801120745
Position 3154: 0.00024040797615807027
Position 9698: 0.00018948549935277913
Position 7881: 0.0001780507883006894
Position 11003: 0.00015309723671863053
Position 290: 0.00015258623418994212
Position 2967: 0.00014988550242117353
Position 901: 0.00014765456806583053
Position 10447: 0.00014134027659223495
Position 7869: 0.0001332338883852153
Position 9673: 0.000128680802510148
Position 9335: 0.00012745130222001464
Position 6519: 0.00012398905925728833
Position 218: 0.00012386443379665642
Position 10660: 0.00012105110615933798
Position 687: 0.00012061866893445481
Position 731: 0.00010773607677862957
Position 1026: 9.134211477329998e-05
Position 1679: 9.056976017727087e-05
Position 2155: 8.494090832155047e-05
Position 2459: 8.230915229385827e-05
Position 117: 7.220434060768012e-05
Position 693: 6.896377300999974e-05
Position 1595: 6.529906812119399e-05
Position 2352: 6.493967819099991e-05
Position 812: 6.229780654307914e-05
Position 3365: 5.996552238965043e-05
Position 1825: 5.8281815118821215e-05
Position 5966: 5.687006019064732e-05
Position 1037: 5.660831330588086e-05
Position 1944: 5.3930614724742294e-05
Position 11092: 5.002069535899879e-05
Position 8813: 4.658788892113978e-05
Position 2874: 4.5236366666635665e-05
Position 4595: 4.48125065995006e-05
Position 178: 3.803201018552816e-05
Position 2992: 3.7098662258086637e-05
Position 1852: 3.2405161176366184e-05
Position 6477: 3.23099291599803e-05
Position 240: 3.2204945335158466e-05
Position 3086: 3.099441897481829e-05
Position 3314: 2.8661299370700063e-05
Position 56: 2.8401315317771227e-05
Position 4490: 2.7015272899972736e-05
Position 5380: 2.563202669206895e-05
Position 1058: 2.466115831352659e-05
Position 2903: 2.222409300878959e-05
Position 3340: 2.222077675091337e-05
Position 5417: 1.9692191133065e-05
Position 637: 1.9354931627110575e-05
Position 51: 1.916649519384537e-05
Position 794: 1.872065501143939e-05
Position 5883: 1.8597293332219454e-05
Position 1106: 1.825887543329725e-05
Position 1355: 1.6165021447169502e-05
Position 48: 1.1976134810464926e-05
Position 1313: 1.0183391524708307e-05
Position 957: 8.803659131073588e-06
Position 1867: 7.036836627553366e-06
Position 933: 6.688495374581291e-06
Position 3707: 4.997434529672082e-06
Position 1039: 3.908412268079623e-06
Position 911: 2.891329579681579e-06
Position 1358: 2.711391422490095e-06
Position 2855: 2.2798493517751742e-06
Position 58: 1.5234019369421752e-06
Position 2872: 1.3116562579091104e-06
Position 100: 1.1887225784427305e-06
Position 141: 9.57172166406319e-07
Position 3510: 6.788044665075652e-07
Position 2922: 5.756346705639558e-07
Position 344: 3.8934904658409016e-07
Position 4002: 3.73673183510154e-07
Position 262: 2.6108008266217313e-07
Position 13: 1.4976228899389036e-07
Position 4694: 1.1957352718126086e-07
Position 995: 1.032184510504675e-07
Position 1096: 9.924130975110664e-08
Position 2775: 7.05621651432997e-08
Position 656: 6.117138609114046e-08
Position 8741: 7.512702956159263e-09
Position 853: 4.011165902539334e-09
Position 828: 3.236613025870522e-09
Position 562: 2.9426066129166674e-09
Position 283: 1.077901248416109e-09
Position 706: 1.0129879892619648e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10937: 0.9447264001096184
Position 2606: 0.924059316231598
Position 3242: 0.8994611688770711
Position 479: 0.884009069906089
Position 10313: 0.5676065836498944
Position 9629: 0.49058886300765775
Position 10275: 0.2619746386378052
Position 2992: 0.11090270245358641
Position 6370: 0.08528393781598957
Position 3174: 0.06914370279661237
Position 712: 0.06687085285935143
Position 553: 0.05223058889322268
Position 3648: 0.03934098394093233
Position 10514: 0.037987581634916584
Position 5811: 0.032947712807600255
Position 6139: 0.03267676031121155
Position 3651: 0.031803627251173944
Position 5361: 0.030537105914379865
Position 6611: 0.027609115208818633
Position 1306: 0.027500992273065406
Position 6200: 0.02315852077382649
Position 3775: 0.02083230202700257
Position 1087: 0.02079375578199837
Position 9584: 0.019313005842302784
Position 10279: 0.01895720095084075
Position 2529: 0.01488807842299109
Position 5683: 0.013787922652066048
Position 3229: 0.013247024313786085
Position 5752: 0.013201029777635091
Position 9685: 0.013007774791258824
Position 9925: 0.010924065250172092
Position 6409: 0.01037127263099233
Position 1133: 0.010177702743135243
Position 11279: 0.009906129572163084
Position 2793: 0.00924828375816711
Position 746: 0.008073165766608822
Position 5744: 0.007624130216228543
Position 10524: 0.007091495627116606
Position 7299: 0.006608469605954837
Position 5303: 0.006037709447955068
Position 9220: 0.0056911141341399445
Position 3501: 0.005538810067296746
Position 6297: 0.004730986145132252
Position 929: 0.004575794459628796
Position 6364: 0.004491406646031515
Position 5557: 0.004490350329641199
Position 10623: 0.004478817107795337
Position 2954: 0.004031851062985944
Position 2852: 0.0040143222494324485
Position 273: 0.0039560719171525234
Position 10983: 0.003913032848213421
Position 6460: 0.0028151729939813095
Position 9983: 0.002683003896921297
Position 7982: 0.0025290467371635508
Position 8679: 0.002452779355666338
Position 6696: 0.0019121940822451004
Position 794: 0.0018522268089199195
Position 10646: 0.0017954713215746737
Position 5717: 0.0017457112680019991
Position 10814: 0.0017456575309845134
Position 5300: 0.0014857369730587812
Position 3184: 0.0014644000178652419
Position 498: 0.0014540042872204515
Position 202: 0.001446513186521786
Position 5444: 0.0013722032287586574
Position 11447: 0.0013624558009401743
Position 10099: 0.0013270070716469118
Position 8322: 0.0012344923524554594
Position 911: 0.0011931359062349945
Position 7723: 0.0011841142035250991
Position 6542: 0.0011769359596092903
Position 10811: 0.0011729918764767
Position 1773: 0.000868005979829573
Position 7262: 0.0008563345811666234
Position 10159: 0.0008561452904209978
Position 3452: 0.0008032825785565282
Position 5364: 0.0007408688220130922
Position 3544: 0.0007270300766347605
Position 3622: 0.0006652652349179618
Position 4238: 0.0006609757452529622
Position 1150: 0.000654359201752509
Position 11307: 0.0006447834042110411
Position 1186: 0.0006011998964671188
Position 236: 0.0005519753709026722
Position 1934: 0.0005271655848726828
Position 1468: 0.0005220330925886615
Position 6011: 0.00048335512958849313
Position 11097: 0.0004708873924048879
Position 7224: 0.00046923512191169437
Position 7159: 0.0004657525071409622
Position 3579: 0.000465515478535445
Position 10940: 0.00045183701027184356
Position 7978: 0.00042919492108892734
Position 5237: 0.00039196567171239575
Position 10900: 0.00037853602504286146
Position 1678: 0.0003527095205667341
