Gene = PHYHD1
index = 1024
Annotated 5SS: [  774  1153  1462  6302 12963 13164 15609 15751 16884 19603 19821 20677]
Annotated 3SS: [ 1034  1387  6142 12886 13115 15552 15687 16861 19473 19703 20549 20772]
SMsplice 5SS: [ 1153  1462 13001 13164 15609 15751 16884 19821 20677]
SMsplice 3SS: [ 1387 12886 13115 15552 15687 16861 19703 20549 20772]
top_k =  1000
Partition function (log Z): 4.105889837969427

Sorted 5' Splice Sites (High to Low Probability):
Position 1462: 0.9937319290385308
Position 20677: 0.9113928989823993
Position 19821: 0.8857676169939316
Position 15751: 0.8717322384452467
Position 13164: 0.8701072555620535
Position 15609: 0.8539380063602885
Position 16884: 0.7071585632650912
Position 1153: 0.6698941843424213
Position 13001: 0.5387638747781941
Position 6302: 0.34830889688352495
Position 14163: 0.28018005469964385
Position 19603: 0.26419711336837354
Position 13007: 0.21251153355449776
Position 12963: 0.1778584589487655
Position 14396: 0.15432826682980597
Position 15449: 0.14093340371638657
Position 17050: 0.13444365301294928
Position 774: 0.12079189768950811
Position 186: 0.08453839391665735
Position 20855: 0.07470937969533223
Position 547: 0.06972654146948137
Position 15467: 0.06758310697571045
Position 17199: 0.06406342808452165
Position 13349: 0.06089714904994283
Position 707: 0.048439760937078115
Position 264: 0.04700364352879987
Position 757: 0.04596341823181012
Position 1660: 0.04384144440425565
Position 20104: 0.04242183389164608
Position 19419: 0.04093859128451973
Position 17670: 0.03809254774846151
Position 20689: 0.03557783791791468
Position 4307: 0.03297374312575248
Position 15303: 0.030139295492392595
Position 13262: 0.029858049487268896
Position 17268: 0.02753884800454448
Position 778: 0.025349997644765317
Position 20914: 0.02526734281387098
Position 17077: 0.02395396833465074
Position 7177: 0.02251671592075953
Position 14429: 0.022135975325572998
Position 20108: 0.02069898743662868
Position 5120: 0.020519786825278368
Position 19768: 0.019034402060362842
Position 19405: 0.018714848951995555
Position 15603: 0.017719382153263245
Position 13182: 0.01481235347695869
Position 20681: 0.014111327010185398
Position 18288: 0.013985025452323758
Position 915: 0.012155932958886397
Position 20693: 0.010276364720189668
Position 15625: 0.009994497738928283
Position 7299: 0.009784369181490558
Position 17935: 0.00849736204127441
Position 19752: 0.00827635209442999
Position 15310: 0.00770912634876239
Position 16638: 0.006739638731421739
Position 15254: 0.006388906663668986
Position 13927: 0.006283943258340144
Position 7434: 0.005636208043552031
Position 15619: 0.005406677904099314
Position 20092: 0.004978368051229642
Position 16162: 0.004755747195355478
Position 4474: 0.004337001234768686
Position 12671: 0.0042509269316182655
Position 10614: 0.004178424059469172
Position 16718: 0.0037256195206509736
Position 7089: 0.0037203227581431037
Position 12522: 0.0035720749930420927
Position 180: 0.0034327142240765073
Position 7218: 0.003372167798800881
Position 183: 0.0033246265794278276
Position 15345: 0.0032437681495615395
Position 390: 0.00308632938533666
Position 16921: 0.0030263456399808653
Position 4631: 0.002966903203770193
Position 19580: 0.0029194032253415277
Position 1250: 0.0028050457582951445
Position 344: 0.002670802510654844
Position 17628: 0.0026602540269485713
Position 12096: 0.0026480671288639686
Position 14418: 0.0025710602226562975
Position 18233: 0.002488350004335223
Position 4102: 0.0023309857810729757
Position 123: 0.002221869672141291
Position 14039: 0.0018402721244859656
Position 5103: 0.0017809700035688997
Position 11430: 0.0017717670310503453
Position 16878: 0.0017014038739668223
Position 5284: 0.0015183747783464106
Position 17764: 0.0014493496368720902
Position 12524: 0.001419501227653693
Position 20238: 0.0013857837893114042
Position 20870: 0.0013211007473495893
Position 17654: 0.001153320910829916
Position 15738: 0.001066504372857543
Position 13643: 0.001002178192055085
Position 194: 0.000968185111685145
Position 4298: 0.0008680185358834345
Position 9679: 0.0008615990128465735
Position 20970: 0.0008472597058463906
Position 3899: 0.000795357941061186
Position 1271: 0.0007856558005951314
Position 1163: 0.0007601079119148597
Position 19252: 0.0007494357871066786
Position 2525: 0.0007145751044569825
Position 17109: 0.0006906872905892518
Position 17277: 0.0005507020174963569
Position 14515: 0.000541553330583202
Position 867: 0.0005196697108769429
Position 15857: 0.00039399089168930533
Position 15933: 0.0003805770882861523
Position 17939: 0.0003783004875659083
Position 17081: 0.0003687169201199143
Position 16990: 0.00032045692407692863
Position 16629: 0.0003057977203084187
Position 141: 0.00029387466126272254
Position 1241: 0.00029284532416068003
Position 20919: 0.0002774329298813937
Position 17398: 0.0002485249153500895
Position 20863: 0.00023736872057539108
Position 196: 0.0002041226130919892
Position 19900: 0.00018961450567374678
Position 188: 0.00018340166971767176
Position 312: 0.0001617251624559833
Position 20695: 0.0001547037713412175
Position 990: 0.00014961906433879854
Position 15640: 0.0001395164449784548
Position 904: 0.00013033539353045045
Position 16579: 0.0001278234565846929
Position 1307: 0.00012455858879102538
Position 17355: 0.00012176468743827317
Position 20900: 9.041802937132182e-05
Position 20748: 8.159613604675078e-05
Position 665: 7.732137775751089e-05
Position 20809: 7.56599563356492e-05
Position 1170: 7.244754715294245e-05
Position 586: 7.086528089383267e-05
Position 20949: 6.79618601669518e-05
Position 15878: 6.079347511110079e-05
Position 16395: 5.1277101683834046e-05
Position 46: 4.924561892548094e-05
Position 1315: 4.484781956447441e-05
Position 15785: 3.995864227176213e-05
Position 430: 3.968445280781347e-05
Position 620: 3.6198796782068514e-05
Position 1476: 3.2749433625790956e-05
Position 4206: 3.044646825426637e-05
Position 607: 2.3517860727353254e-05
Position 13815: 2.161539108736823e-05
Position 577: 1.5768644099875824e-05
Position 732: 1.2780794715493582e-05
Position 1244: 1.2653186383776164e-05
Position 709: 1.1884212888150984e-05
Position 4635: 1.1545926105196891e-05
