Gene = CMC1
index = 382
Annotated 5SS: [  218 21786 74829]
Annotated 3SS: [21695 74737 77913]
SMsplice 5SS: [  218 21786 22853 23123 37593 74829 77285]
SMsplice 3SS: [21695 22779 22988 37476 74737 77136 77913]
top_k =  1000
Partition function (log Z): -37.16938445086519

Sorted 5' Splice Sites (High to Low Probability):
Position 218: 0.9998677935732972
Position 23123: 0.660247801667954
Position 10275: 0.5602214485868141
Position 21786: 0.5500057064075958
Position 22853: 0.4701990438340609
Position 11491: 0.18672726606904488
Position 12171: 0.05204324619903948
Position 12473: 0.03093122913067716
Position 13420: 0.013959801745739544
Position 12215: 0.008537632410271693
Position 3966: 0.008126729800343098
Position 12984: 0.005812345576607658
Position 4107: 0.004659199623437679
Position 2832: 0.0038534909351792992
Position 2407: 0.003833759035361675
Position 5383: 0.003491762474159665
Position 9427: 0.002706892167339777
Position 5046: 0.0021738991060771913
Position 3469: 0.002133316494622139
Position 10240: 0.0018924909756909381
Position 8339: 0.0014947716911532056
Position 5025: 0.0011635713293262472
Position 6435: 0.0011457946609113815
Position 3838: 0.0011130702747834222
Position 11045: 0.0011040482605619091
Position 12980: 0.001030512758879025
Position 9022: 0.0005878720377218864
Position 4897: 0.0005346424602379764
Position 4208: 0.0004995461129785088
Position 4063: 0.0004493971626247814
Position 919: 0.0004476543496435676
Position 5321: 0.0004365822724101614
Position 9669: 0.00034478596340128953
Position 1739: 0.0003093905381020709
Position 1336: 0.0003042988923234996
Position 1417: 0.0002572387739031426
Position 7746: 0.0002564241373181713
Position 11420: 0.00021560776196774222
Position 10794: 0.00019188006532706018
Position 12763: 0.00012221232858223153
Position 12455: 9.233151542104147e-05
Position 110: 6.330940618199601e-05
Position 307: 2.545221466465102e-05
Position 238: 2.411705338700423e-05
Position 1331: 1.318653629185505e-05
Position 5660: 1.0884826653151784e-05
Position 3284: 1.0696581491232431e-05
Position 2017: 1.0029956196070523e-05
Position 3650: 9.874948036102337e-06
Position 4204: 8.852324483245277e-06
Position 6165: 7.501744826533147e-06
Position 3292: 7.292310406357974e-06
Position 6244: 6.845185184056413e-06
Position 2227: 6.451709890298518e-06
Position 5561: 6.034141579225325e-06
Position 5050: 5.8094125120384336e-06
Position 4772: 5.707762646809234e-06
Position 10657: 5.310799432602597e-06
Position 2484: 5.238320190520663e-06
Position 675: 4.89255719260179e-06
Position 379: 4.829175340414539e-06
Position 5079: 4.618962856627556e-06
Position 417: 1.9307912860254734e-06
Position 372: 1.920517405750898e-06
Position 19: 1.8469778902192809e-06
Position 1322: 1.3514908302124592e-06
Position 1150: 9.617076341926087e-07
Position 5142: 9.136424101410538e-07
Position 1078: 8.570067232484741e-07
Position 525: 7.06444529084326e-07
Position 2438: 6.763993440679765e-07
Position 507: 6.718607287396832e-07
Position 860: 6.532347872792951e-07
Position 57: 6.309150341728805e-07
Position 626: 5.844074874723161e-07
Position 803: 4.365565930921638e-07
Position 793: 4.1152727497388925e-07
Position 1769: 3.956651525028851e-07
Position 2005: 2.97141730952608e-07
Position 3452: 2.2536638960358603e-07
Position 4787: 2.1735683517882077e-07
Position 2308: 1.7286844933192672e-07
Position 2096: 1.7128167661312956e-07
Position 2754: 9.27010810448337e-08
Position 321: 3.939260358739371e-08
Position 1990: 3.915025286595722e-08
Position 1390: 3.034362989483508e-08
Position 1343: 2.60447100344316e-08
Position 1741: 1.3657468840035346e-08
Position 2488: 1.2805305253578231e-08
Position 436: 1.246516511727632e-08
Position 262: 1.158008788453759e-08
Position 1073: 8.390708962065812e-09
Position 48: 4.873565239498338e-09
Position 407: 3.735632785885946e-09
Position 341: 1.2011651705357445e-09
Position 114: 9.573835032312263e-10
Position 559: 6.794868179517837e-10
Position 394: 5.894567758205474e-10
Position 3498: 3.54792651188552e-10
Position 83: 3.307934945693523e-10
Position 616: 2.957937811887475e-10
Position 472: 2.5474682292501614e-10
Position 679: 1.998458757211564e-10
Position 422: 1.6938756466376732e-10
Position 103: 6.922705509000675e-11
Position 601: 5.69656537956804e-11
Position 996: 2.551812303863214e-11
Position 77: 8.318168102458924e-12
Position 448: 1.4844052311151793e-12
Position 451: 6.790092569138815e-13
Position 75: 5.292559100737026e-13
Position 593: 9.165794370117663e-14
Position 483: 7.819804806326241e-14
Position 567: 2.6862801816194768e-14
Position 153: 1.7677912399633982e-14
Position 429: 1.4660350037913685e-14
Position 426: 1.0819166749654348e-14
Position 580: 6.2750406619352574e-15
Position 179: 4.063711431696773e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 22988: 0.6782951013524721
Position 22779: 0.5603586275361301
Position 21695: 0.5548235019457531
Position 10116: 0.5356401319142996
Position 32915: 0.34044608915766367
Position 29350: 0.16166531565349357
Position 11393: 0.15131246429895676
Position 12135: 0.0635086761946955
Position 28720: 0.05733340575593058
Position 25953: 0.04123123243841713
Position 21107: 0.03605312583136409
Position 22024: 0.035799327399639716
Position 12351: 0.031043726134856918
Position 21051: 0.02954716660993068
Position 18314: 0.02667979751060433
Position 13306: 0.024969927249349638
Position 11483: 0.022386963758042697
Position 9983: 0.019694029478607093
Position 25815: 0.018570989644996275
Position 23271: 0.015178277787324754
Position 19119: 0.015140499045440691
Position 12894: 0.014583153204768128
Position 23665: 0.014543194298940167
Position 11439: 0.011977909090244349
Position 11307: 0.010157494815784332
Position 13553: 0.009769684930195187
Position 3877: 0.006380444741012562
Position 24049: 0.006056958889195927
Position 17045: 0.006045513151570321
Position 23251: 0.0052223380419887085
Position 10220: 0.0047725835659207785
Position 19249: 0.004668090250134961
Position 10138: 0.004396763985597253
Position 3905: 0.0038894605571312395
Position 2744: 0.003542141891529729
Position 6278: 0.0032336453632134552
Position 4953: 0.003146859652104377
Position 10877: 0.0027465495305374742
Position 9332: 0.002684171847907735
Position 11399: 0.002595466271481751
Position 13051: 0.002526103649095732
Position 12597: 0.0023713378458319035
Position 2266: 0.002194235005930754
Position 3706: 0.0020611366497086257
Position 3336: 0.0019874731705603757
Position 5234: 0.0019527022734623957
Position 13670: 0.001874020860448142
Position 10930: 0.0016535915279416583
Position 2222: 0.0016321564056824282
Position 5277: 0.0014110800580178367
Position 14237: 0.0013189409066179454
Position 12302: 0.0012408940025920338
Position 6331: 0.001153217450899751
Position 15706: 0.0011225069707104366
Position 3881: 0.0010548168837255752
Position 8305: 0.0010126482503656944
Position 7219: 0.0009716117811439197
Position 8241: 0.0008963828575064535
Position 3757: 0.0008575163795439801
Position 3926: 0.0008351467366529122
Position 10554: 0.0008234461456889873
Position 13419: 0.0007473808614490134
Position 10557: 0.0006940878456096088
Position 8937: 0.0005878720377218864
Position 5300: 0.000534981883439657
Position 1229: 0.00041146171249144704
Position 8236: 0.000376454983674898
Position 15945: 0.0003710972069149249
Position 9311: 0.0003554903684604995
Position 2644: 0.0003549686950772774
Position 4846: 0.00034332190214892035
Position 9288: 0.00032547165025085764
Position 3602: 0.00031500858698476454
Position 15217: 0.0003095051879294689
Position 3775: 0.0002920800873243492
Position 736: 0.00027304126449494316
Position 752: 0.0002573840557439658
Position 10368: 0.0002498554324237228
Position 1104: 0.00021258158078953532
Position 9395: 0.00021145438396840815
Position 13362: 0.00021108172969414789
Position 4810: 0.00020333488655488533
Position 5049: 0.0001854495144656895
Position 4726: 0.00018106591429173287
Position 4867: 0.00017341867733454059
Position 9614: 0.0001694772547320219
Position 3965: 0.0001586075501846544
Position 11062: 0.00015704045309248345
Position 1642: 0.00015650051150720655
Position 5466: 0.00015473918770180607
Position 11144: 0.0001523971551448716
Position 3580: 0.0001453849558659934
Position 7674: 0.00013271909212925017
Position 9074: 0.000132465231980197
Position 7070: 0.00012880007987193964
Position 13258: 0.0001274617341979261
Position 506: 0.00012187813855218405
Position 4369: 0.0001186424298271821
Position 1645: 0.00010725727822835757
Position 3442: 0.0001047459700645504
Position 10349: 0.00010334881458024851
Position 2125: 0.00010021412344796797
Position 5008: 9.253480016958983e-05
Position 7827: 8.886039882452371e-05
Position 3709: 8.883144285783226e-05
