Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  1000
Partition function (log Z): -0.6031750183410836

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 0.9907275994429743
Position 11215: 0.9074798080142216
Position 18219: 0.9032856100439386
Position 16936: 0.7586097855912602
Position 20339: 0.6932827107356788
Position 231: 0.47174391390399373
Position 2856: 0.4672534308165416
Position 17935: 0.45052929179100376
Position 17882: 0.40705563836368985
Position 9708: 0.37648200916156654
Position 21395: 0.36752795546023537
Position 17539: 0.32293090258036106
Position 710: 0.306802579642924
Position 11650: 0.26550432043082767
Position 471: 0.2387419121860971
Position 20172: 0.21831407838626704
Position 243: 0.15799655747250624
Position 7521: 0.11255476637860326
Position 11421: 0.11123999264091212
Position 16176: 0.10448306568377613
Position 155: 0.10369740440477697
Position 11370: 0.0862450883730521
Position 18754: 0.0793955302981846
Position 208: 0.06966141249835164
Position 17095: 0.06918065304959455
Position 19476: 0.06772372110927383
Position 20611: 0.06087639592262718
Position 20753: 0.051318230328062216
Position 18090: 0.050322702527003715
Position 13422: 0.050220858548226145
Position 3255: 0.048082045453049393
Position 6820: 0.0421218418277558
Position 1199: 0.042105163738095204
Position 7893: 0.041702921183833376
Position 9817: 0.036071909838187914
Position 8801: 0.0286256186214596
Position 2429: 0.021576437766760267
Position 5733: 0.020243920239505202
Position 5726: 0.018795807349743118
Position 3764: 0.018762755105214652
Position 11634: 0.01756461207170873
Position 718: 0.014331696404452391
Position 738: 0.013282487613342433
Position 17178: 0.012092645462567733
Position 11800: 0.011915747412513243
Position 18159: 0.010599790551442613
Position 2928: 0.00899172072050186
Position 16435: 0.00794360170979139
Position 695: 0.007113673005968448
Position 3185: 0.0070647075175978204
Position 1602: 0.0064818855211329985
Position 18990: 0.004268375394290649
Position 328: 0.004217161705675229
Position 2544: 0.004180767055437783
Position 14185: 0.002624173187639687
Position 2631: 0.002557797237802913
Position 19766: 0.0019358427532409133
Position 21364: 0.001785305171824064
Position 16899: 0.001681133593323968
Position 740: 0.0011263896310645845
Position 2604: 0.0009357086003358747
Position 7605: 0.0009250990437899606
Position 20295: 0.0008541105785130966
Position 2558: 0.0007881436520523497
Position 633: 0.0007814748536019395
Position 7199: 0.0007225230725978468
Position 477: 0.0007120982324972012
Position 18571: 0.000619348422468792
Position 8349: 0.0004653207612806218
Position 2577: 0.00042676037672360954
Position 3028: 0.00035947053385023374
Position 102: 0.00023446991641436514
Position 18180: 0.00020363084429513828
Position 149: 0.0001969152316088038
Position 6380: 0.0001750701444521886
Position 188: 0.0001663724447913415
Position 905: 0.00011475939302343762
Position 250: 0.000108862308918949
Position 46: 0.00010701218701382047
Position 303: 9.42952915604801e-05
