Gene = PAM
index = 997
Annotated 5SS: [   275   1384  35404  48012  59033  60659  80876  82436  83608  83969
  84811  94050  95220 108427 124392 137140 139217 141002 141648 143857
 151424 153834 159325 162229]
Annotated 3SS: [  1262  35345  47923  58946  60574  80826  82367  83526  83891  84706
  93864  95147 108105 124261 137022 139143 140790 141446 143740 151323
 153779 159120 162171 162876]
SMsplice 5SS: [   275   1384   3755  21031  21222  35404  48012  48706  59033  59724
  60659  64028  72470  80876  82436  83608  83969  84811  85904  94050
  95220  97749 108427 137140 143857 153834 159325 162229]
SMsplice 3SS: [  1262   3672  20938  21116  35345  47923  48534  58946  59549  60574
  63878  72349  80826  82367  83526  83891  84706  85803  93864  95147
  97629 108105 137022 143740 153779 159120 162174 162876]
top_k =  1000
Partition function (log Z): -69.74137805318716

Sorted 5' Splice Sites (High to Low Probability):
Position 3755: 0.9842627255721635
Position 1384: 0.9623080090232514
Position 21031: 0.8614498571261581
Position 275: 0.7166496153317466
Position 21222: 0.6889472242324249
Position 526: 0.10252738051121653
Position 21835: 0.09698006005497867
Position 23272: 0.08078803075385686
Position 3175: 0.07961907155533761
Position 172: 0.07568525266629438
Position 23305: 0.0687830593428625
Position 5022: 0.05686956606844785
Position 48: 0.028134208996173915
Position 640: 0.01260317400559634
Position 91: 0.012056785463687643
Position 294: 0.01151272967377954
Position 3216: 0.009039845638400481
Position 1068: 0.006429739687999308
Position 1441: 0.006044104310151771
Position 4536: 0.00590856487477777
Position 153: 0.005749923265583741
Position 1105: 0.005047783456715955
Position 1177: 0.004832313393123788
Position 4316: 0.004505201101669612
Position 5496: 0.0036998316139866885
Position 1686: 0.003162785951147498
Position 488: 0.00291644491942485
Position 4591: 0.002638844700809579
Position 169: 0.002380560417504594
Position 281: 0.0023690023591926776
Position 3278: 0.002296003865362143
Position 1556: 0.0022238378116269547
Position 322: 0.0019880700758594266
Position 855: 0.0018274040353439209
Position 11652: 0.0016341694685748235
Position 7493: 0.0013872982303112604
Position 3891: 0.0012400148225934493
Position 404: 0.0011521755925025174
Position 449: 0.0010242494198905957
Position 4963: 0.0010042978279203789
Position 3586: 0.0008805879377300677
Position 5832: 0.000833425494148407
Position 784: 0.0008006685344957492
Position 1884: 0.0007825946186709281
Position 807: 0.0006112524469517878
Position 4232: 0.000556196730638549
Position 312: 0.0005355232528073294
Position 2403: 0.0004426276538073802
Position 668: 0.000437554817601419
Position 8510: 0.0003602881214630123
Position 4958: 0.0003360368237704167
Position 4283: 0.00033547376902272195
Position 6295: 0.00032749344561957525
Position 3837: 0.00032043819503678277
Position 905: 0.0003105307209007248
Position 900: 0.00030028640572005784
Position 9462: 0.0002789772520152788
Position 1482: 0.00024383704449318093
Position 4200: 0.00022474850597785554
Position 2058: 0.0002003102190337225
Position 2918: 0.00019017641691216678
Position 7413: 0.000183005264557082
Position 491: 0.00018211839800115227
Position 238: 0.00016065079677847046
Position 1024: 0.00014815603424800055
Position 303: 0.00013480322652899396
Position 707: 0.00013283178529404743
Position 13364: 0.00011930194803867179
Position 890: 0.00011860545453851751
Position 364: 0.00011538977856663684
Position 6592: 0.00010439747853532966
Position 5452: 0.00010314546036242754
Position 5484: 9.958236278235146e-05
Position 6677: 9.862296500753814e-05
Position 1852: 9.692411811145137e-05
Position 288: 9.216174067641884e-05
Position 4815: 7.803092518976422e-05
Position 3204: 6.47094365344903e-05
Position 721: 6.425899818919991e-05
Position 713: 5.971893478104745e-05
Position 3220: 5.908688083725246e-05
Position 460: 5.888113528901414e-05
Position 1032: 4.996360714251455e-05
Position 3939: 4.9394263501014447e-05
Position 6974: 4.387281613401966e-05
Position 3728: 4.264913557733595e-05
Position 279: 4.139457450448024e-05
Position 3759: 4.1234189861550044e-05
Position 6214: 4.122299372525931e-05
Position 2846: 3.368639640757349e-05
Position 615: 3.240877409134939e-05
Position 346: 3.0880516576435384e-05
Position 5287: 2.8931654667413648e-05
Position 1874: 2.8844885544965428e-05
Position 1155: 2.606432425209316e-05
Position 414: 2.4344623457956617e-05
Position 6849: 2.4202411985268684e-05
Position 849: 2.279793604862544e-05
Position 2125: 2.1984634821412565e-05
Position 419: 2.0293183007543067e-05
Position 50: 1.601280645201265e-05
Position 1304: 1.5983650378695617e-05
Position 1045: 1.4827667376031283e-05
Position 3647: 1.4013165044268582e-05
Position 4163: 1.3266684086236481e-05
Position 7354: 1.1488770228069266e-05
Position 5518: 1.1450417187591519e-05
Position 3218: 9.75340248466653e-06
Position 52: 9.708171913802012e-06
Position 1914: 8.955893836566784e-06
Position 3285: 8.465554527572042e-06
Position 3261: 7.614762441782658e-06
Position 2431: 7.055219970848739e-06
Position 370: 6.470553765257308e-06
Position 213: 5.828815829426347e-06
Position 198: 5.7288967096311235e-06
Position 2015: 5.1482141097673334e-06
Position 180: 4.74821735914743e-06
Position 5223: 4.055024379745067e-06
Position 2282: 3.823141763917937e-06
Position 2266: 2.3621492559079853e-06
Position 2191: 1.899117702726549e-06
Position 2049: 1.8767624793871569e-06
Position 2496: 1.553784137092388e-06
Position 3774: 1.2948333811297713e-06
Position 3868: 1.213108070345571e-06
Position 2608: 1.09657939779377e-06
Position 1541: 9.246879778392539e-07
Position 2558: 8.934294750041855e-07
Position 4952: 7.510300249226934e-07
Position 3818: 6.572478556817771e-07
Position 5661: 2.9612552709458125e-07
Position 5324: 1.249866661379544e-08
Position 1464: 9.140493543807242e-09
Position 75: 8.252969192544558e-09
Position 344: 6.419921937667032e-09
Position 426: 5.227945706810119e-09
Position 613: 3.978472159367856e-09
Position 1369: 3.970944614490982e-09
Position 1923: 1.9705846059801546e-09
Position 222: 1.9284577270272285e-09
Position 556: 6.727698145680498e-10
Position 999: 6.271796705927557e-10
Position 264: 5.956350360213494e-10
Position 1754: 4.604320377109069e-10
Position 1670: 4.251774863226841e-10
Position 285: 5.524691154621244e-11
Position 829: 3.2064404409656985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1262: 0.9382173761404737
Position 20938: 0.8639395706940962
Position 21116: 0.704895687287434
Position 3672: 0.6699338395085858
Position 28644: 0.5586300705191298
Position 3728: 0.21786441483871352
Position 21730: 0.21583321452675133
Position 23121: 0.20357522536622585
Position 21857: 0.1309915703078322
Position 3066: 0.08632466422755423
Position 4878: 0.05794075786585632
Position 21994: 0.038207867167354526
Position 3517: 0.025662698949472165
Position 3614: 0.025449373412907313
Position 7282: 0.0242942410106931
Position 12939: 0.018549430730611424
Position 3603: 0.018434615577688072
Position 3641: 0.014319320849482113
Position 23020: 0.008460814034209212
Position 4112: 0.007828256685824956
Position 1313: 0.007070706693141849
Position 1218: 0.006677299528919673
Position 4406: 0.005907521527358444
Position 15698: 0.005900147399189718
Position 3650: 0.005891267056349686
Position 1067: 0.004145359016830124
Position 3676: 0.0038375342370037375
Position 7872: 0.0034583599286160697
Position 3040: 0.0034369375113605613
Position 1213: 0.003408666483182708
Position 5365: 0.003332071705757478
Position 3448: 0.0028319435181827757
Position 11466: 0.002621948738696602
Position 3501: 0.0023162507906324113
Position 583: 0.002254537711159161
Position 6079: 0.002153428489649562
Position 9932: 0.0019543604681976903
Position 4489: 0.0016486581433234123
Position 1485: 0.0015481734096554447
Position 1235: 0.0015148200243417344
Position 8431: 0.0014249075912540288
Position 13503: 0.0012572946605575615
Position 1339: 0.0012234589614211848
Position 3101: 0.0012031568826446856
Position 10154: 0.0011906784205181816
Position 4687: 0.0011442299122717263
Position 938: 0.0010965203244992377
Position 760: 0.001069641021361255
Position 18613: 0.0009825231759730947
Position 5772: 0.0009515642876981436
Position 5185: 0.0009183907527750713
Position 1176: 0.0008252333265782891
Position 9736: 0.0007979233880822502
Position 1270: 0.0006366878335424621
Position 404: 0.0006312791875777332
Position 1461: 0.0006310659400442893
Position 5373: 0.0006231055220588675
Position 5317: 0.0005581183418522552
Position 6167: 0.0005580745699129893
Position 7165: 0.00048306887090389914
Position 358: 0.00042165489075126635
Position 5344: 0.00040836019570674744
Position 6151: 0.00040264731398142523
Position 8476: 0.00039719059754446016
Position 7350: 0.00039353270504070885
Position 1664: 0.0003795904354243149
Position 9394: 0.0003695403207018688
Position 2266: 0.00036589954026055037
Position 12238: 0.00036027708931656434
Position 10061: 0.00032763805072968374
Position 803: 0.00032706333684375986
Position 2014: 0.00030759464585389793
Position 12180: 0.000291663195343745
Position 4530: 0.0002873579166891777
Position 4840: 0.0002634313834514415
