Gene = COX17
index = 399
Annotated 5SS: [ 200 2259]
Annotated 3SS: [2169 7737]
SMsplice 5SS: [ 673 2259]
SMsplice 3SS: [2169 2614]
top_k =  1000
Partition function (log Z): -10.56845898818089

Sorted 5' Splice Sites (High to Low Probability):
Position 2259: 0.7773606700838553
Position 673: 0.6518250245434756
Position 2039: 0.25655938359861
Position 200: 0.24490004107316649
Position 1155: 0.188819380178899
Position 261: 0.14959130008222837
Position 7841: 0.13603983772511763
Position 2731: 0.10456437284925187
Position 3911: 0.050026203531444505
Position 1219: 0.039385598131158106
Position 721: 0.03499791638246868
Position 2332: 0.030470159282202435
Position 1179: 0.028520701177172012
Position 2691: 0.026495276477660357
Position 1110: 0.024407551416208186
Position 542: 0.019866061813131445
Position 3922: 0.019276199424010213
Position 581: 0.01792356989533494
Position 204: 0.015014194993718814
Position 100: 0.014285778188538975
Position 861: 0.011077016043672021
Position 713: 0.008298495767555043
Position 3614: 0.008099305990742421
Position 433: 0.006775231353142341
Position 3260: 0.005382800269332422
Position 1529: 0.004698282454407811
Position 7825: 0.0038324913316342456
Position 967: 0.003218686246370659
Position 7852: 0.003093812557199209
Position 551: 0.002725675164836784
Position 1039: 0.00247782449441337
Position 1149: 0.002050510381320232
Position 3476: 0.0018601740208536491
Position 5353: 0.0014492534909235682
Position 2869: 0.0011249112093230191
Position 670: 0.0010848782573678075
Position 1314: 0.0009080041853724925
Position 634: 0.0008528675696793378
Position 1060: 0.0006332229915408654
Position 564: 0.0006123204000574046
Position 3541: 0.0005713545737056605
Position 251: 0.0005549709527715479
Position 1742: 0.0003972955340214815
Position 437: 0.000287482178618151
Position 1012: 0.00023651492926570167
Position 2344: 0.00020342608613643307
Position 450: 0.00017921299178490742
Position 61: 0.00016512947492662602
Position 13: 0.00012557904526505625
Position 757: 9.570432940454236e-05
Position 2278: 8.644967742187132e-05
Position 2497: 6.820691606689667e-05
Position 105: 5.828185929342493e-05
Position 546: 5.23985786336185e-05
Position 661: 5.038779595127667e-05
Position 825: 4.732160594928288e-05
Position 873: 4.638471414204708e-05
Position 654: 3.8267182549173516e-05
