Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  1000
Partition function (log Z): -1.7652525035155122

Sorted 5' Splice Sites (High to Low Probability):
Position 17067: 0.9999050366846747
Position 1242: 0.9872862565218822
Position 396: 0.9329867965307954
Position 11110: 0.9004989439882581
Position 10778: 0.8937725419355288
Position 13601: 0.7331068504953567
Position 15757: 0.6830605332037127
Position 12304: 0.5765893023588227
Position 3015: 0.33371565966550115
Position 2030: 0.22764155045145454
Position 16076: 0.22257602867726575
Position 166: 0.17070185446757272
Position 700: 0.12224608173033658
Position 16759: 0.11412867189255743
Position 186: 0.09696299252623039
Position 13586: 0.09563959666615797
Position 13881: 0.09380992463012103
Position 16502: 0.08817061875132416
Position 7359: 0.0789080606766516
Position 11940: 0.07157983935598522
Position 9276: 0.07053134182607552
Position 16374: 0.0695559842334353
Position 5364: 0.06651069432940378
Position 15768: 0.06329515667740183
Position 15729: 0.05192239603785147
Position 11087: 0.04982476625910328
Position 2962: 0.046842447497062456
Position 12293: 0.03522765177879068
Position 13028: 0.03157766586779511
Position 13923: 0.026553432272209153
Position 20790: 0.02329464924548692
Position 3085: 0.022190583410127973
Position 11945: 0.019302946269832238
Position 11084: 0.01466165365775287
Position 1646: 0.014484183243819927
Position 18185: 0.01424561670016439
Position 16670: 0.013219611368479328
Position 5499: 0.008784490022930202
Position 600: 0.00795422398985052
Position 608: 0.007567622711870658
Position 13122: 0.006939326026655245
Position 13019: 0.006632146431549746
Position 889: 0.005838008647243466
Position 13683: 0.005721948768278697
Position 10768: 0.005077786114310835
Position 2761: 0.004598477755064542
Position 14715: 0.0038802826538907697
Position 16491: 0.003352855887892957
Position 15232: 0.0031694351870166578
Position 1345: 0.002903043894093536
Position 15376: 0.002775783455523492
Position 1262: 0.0027056797385773142
Position 18673: 0.002546498317820495
Position 14261: 0.0020878873125008413
Position 16288: 0.0020571998249193073
Position 12290: 0.0020228127005899846
Position 16357: 0.0020008864895376143
Position 5140: 0.001871021217527532
Position 236: 0.0017627683533456044
Position 617: 0.0016564186584522129
Position 48: 0.0015554014639099951
Position 21209: 0.0014618806626802271
Position 13098: 0.0014379780409278105
Position 2130: 0.0013189495213688255
Position 13382: 0.001274210360306273
Position 16742: 0.0012712273971107512
Position 2847: 0.001258934530125964
Position 15761: 0.001245208844790398
Position 18273: 0.0010673345334816584
Position 11779: 0.0010427759226342124
Position 5098: 0.0010415890965755667
Position 12297: 0.0010097427406649104
Position 19452: 0.0009235681594907392
Position 21313: 0.000903664984919655
Position 17778: 0.0008795805661140947
Position 195: 0.0008174346565243404
Position 16385: 0.0007747649818560653
Position 5038: 0.0007521774615875272
Position 971: 0.00041837136421666893
Position 12299: 0.0003456348538686607
Position 1454: 0.0003356296376096312
Position 2034: 0.00031903693824943396
