Gene = SUCO
index = 1354
Annotated 5SS: [  281 18410 20154 22807 24201 24578 35926 36955 37514 40782 42407 44343
 44603 45173 46051 51870 52732 56710 57855 66952 69002 69571 75586]
Annotated 3SS: [18294 20042 22651 24062 24426 35801 36829 37445 40673 42300 44321 44546
 45080 45984 51800 52640 55542 57766 66846 68846 69478 75529 76598]
SMsplice 5SS: [  281  5359 18410 20154 22807 24201 24578 35926 36955 37514 40782 45173
 46051 51870 52732 55646 57855 66952 69002 69571]
SMsplice 3SS: [ 5248 18294 20042 22651 24062 24426 35801 36829 37445 40673 45080 45984
 51800 52640 55542 57766 66846 68846 69478 76598]
top_k =  1000
Partition function (log Z): 29.74205792556058

Sorted 5' Splice Sites (High to Low Probability):
Position 36955: 0.99599368471475
Position 35926: 0.9879707436860394
Position 18410: 0.9829319968311714
Position 45173: 0.9755711981608863
Position 5359: 0.9725316297113099
Position 57855: 0.9484524127802582
Position 69002: 0.9472255589544423
Position 22807: 0.9470422081019163
Position 52732: 0.9417812515107707
Position 281: 0.9314328545842989
Position 66952: 0.9084822158771683
Position 69571: 0.8925045431514983
Position 24578: 0.8900571848368837
Position 51870: 0.8817989395699891
Position 40782: 0.8572107203781909
Position 46051: 0.8231387196173439
Position 24201: 0.7623087458852504
Position 20154: 0.718265029039362
Position 37514: 0.6191337499690196
Position 4578: 0.5322571099814378
Position 25189: 0.4647193775589088
Position 24901: 0.4337595575925761
Position 45767: 0.41004922618291373
Position 44697: 0.38924850439073133
Position 7014: 0.3794643013969919
Position 727: 0.36437826097522846
Position 42407: 0.34204215674863886
Position 19791: 0.3337081986352462
Position 44603: 0.31946211953915193
Position 30756: 0.3154718759761433
Position 57421: 0.29065027128656995
Position 2261: 0.2782474696123886
Position 5676: 0.24248368734850975
Position 37315: 0.2350101934906607
Position 711: 0.2136136762729523
Position 52178: 0.21318439694122712
Position 26346: 0.193323846189076
Position 44343: 0.174503023609096
Position 7225: 0.1721422305484379
Position 20734: 0.17103618117181002
Position 20553: 0.16973330478824464
Position 48211: 0.16105737521233757
Position 4368: 0.16074138924584563
Position 37819: 0.16019059456896095
Position 72525: 0.14535787898280042
Position 65101: 0.14034234182681657
Position 40583: 0.13885578335661938
Position 40894: 0.13315936757981173
Position 7634: 0.13266510158602052
Position 69934: 0.12240395440179283
Position 13140: 0.11837639211863245
Position 67982: 0.11755519844979022
Position 4775: 0.1133381108004024
Position 24140: 0.10360162750589982
Position 46122: 0.10273956117334461
Position 10138: 0.1021136252118682
Position 57449: 0.09515299612037
Position 43771: 0.09488240710881257
Position 608: 0.08893326205965268
Position 10276: 0.08826886410199537
Position 72041: 0.08602055225725799
Position 75586: 0.08482775397844684
Position 521: 0.08386853333780471
Position 25586: 0.08237220587013903
Position 3787: 0.07859642728354256
Position 12862: 0.07727811530563641
Position 43663: 0.0743597977696773
Position 46388: 0.07190032639041276
Position 55708: 0.06489353679618125
Position 60425: 0.06482230497147183
Position 24205: 0.0643851983883854
Position 58184: 0.06351055959267046
Position 71127: 0.06284517379157738
Position 71131: 0.06199123086285973
Position 75663: 0.06146309850433201
Position 42116: 0.057031170855767435
Position 54338: 0.05688597452126943
Position 52391: 0.05234214916868128
Position 57928: 0.049171549396289385
Position 42163: 0.049023964515059935
Position 46833: 0.047032931798461665
Position 19052: 0.0458543162908086
Position 67735: 0.045376162693687654
Position 11223: 0.04491020417394802
Position 5662: 0.04248085673495265
Position 34747: 0.04086664974723212
Position 43210: 0.04069538146163247
Position 55621: 0.04020689691231808
Position 60705: 0.040054402618703216
Position 36581: 0.038362079132350596
Position 23883: 0.03744886415807792
Position 59153: 0.03653338922224532
Position 1052: 0.031530219223443214
Position 55680: 0.030847092173224143
Position 37878: 0.029586360001297968
Position 19048: 0.029252171672680953
Position 28040: 0.029185123538228837
Position 6988: 0.028578426681600707
Position 46383: 0.028119640488037407
Position 51939: 0.02772335755635969
Position 24582: 0.026852651111631848
Position 18550: 0.026645764698126503
Position 51905: 0.02542944790322164
Position 44415: 0.024454221571017086
Position 20265: 0.024407848736291357
Position 53532: 0.024174973289440245
Position 43124: 0.022605348390744146
Position 53030: 0.021988264128798517
Position 73816: 0.021669339726478894
Position 76756: 0.021158628241099146
Position 41199: 0.020901322192758892
Position 68984: 0.018634185369991327
Position 76378: 0.018600288872442625
Position 612: 0.018056539831035466
Position 36501: 0.017842007569243826
Position 45711: 0.01771102833996183
Position 54141: 0.01681732348258039
Position 22494: 0.01674284620229728
Position 48098: 0.016328149487770303
Position 45202: 0.01597700331229532
Position 43650: 0.015744094961037697
Position 40570: 0.015556240738612007
Position 12152: 0.015542013880263076
Position 33954: 0.015470312398541559
Position 27024: 0.015262024864978418
Position 22406: 0.015203108235360027
Position 47458: 0.015170338213116795
Position 18747: 0.015163347414448365
Position 40243: 0.01508145215797178
Position 27989: 0.014423227861879273
Position 66968: 0.014260231087750425
Position 19294: 0.013383320767473785
Position 52169: 0.013175487585007762
Position 40493: 0.013071143245179705
Position 6035: 0.012970652098477004
Position 19616: 0.012940242415510728
Position 2083: 0.012383409300477852
Position 21228: 0.01191132000734806
Position 23424: 0.01181733485478158
Position 4647: 0.011537811748187377
Position 70787: 0.011206095321601535
Position 20697: 0.011190798351694403
Position 41774: 0.010896657568057608
Position 39454: 0.01086988063701404
Position 69378: 0.010799109306647976
Position 23646: 0.0105478133113434
Position 47103: 0.01052639875685538
Position 4881: 0.01050732616624555
Position 4955: 0.010043877796185359
Position 73356: 0.009978243952241856
Position 4781: 0.00966569357713049
Position 56710: 0.00936929020700695
Position 69209: 0.008587159019478981
Position 2914: 0.008299672517164725
Position 47825: 0.007731194162252272
Position 4590: 0.007707792460471109
Position 50466: 0.007577980103113416
Position 38712: 0.007486962867653227
Position 28238: 0.007407415724234193
Position 67719: 0.007131756219979281
Position 71705: 0.00712124556929256
Position 69092: 0.006997747000114751
Position 68977: 0.006900332733912139
Position 513: 0.006849276579488011
Position 57177: 0.00675173953457694
Position 35934: 0.006749604278291236
Position 37538: 0.006692523013256173
Position 589: 0.006613454638870204
Position 20549: 0.0064661874530455785
Position 444: 0.005987032720172495
Position 6537: 0.005875253522106102
Position 12891: 0.005859715311687597
Position 41066: 0.005849811998560879
Position 831: 0.005560004108844692
Position 20245: 0.005466980411788361
Position 40473: 0.0053474948072761794
Position 1698: 0.00529628319258015
Position 70914: 0.0052950283423951975
Position 5830: 0.005116539223104956
Position 37732: 0.005049521590801934
Position 19290: 0.004913621645195169
Position 7038: 0.004440506682098651
Position 19956: 0.004275175618660819
Position 24275: 0.00412973427777206
Position 42130: 0.0040023683129273195
Position 25703: 0.0038853627205403477
Position 29818: 0.003711018560345789
Position 36148: 0.003652188978965069
Position 42063: 0.0036088632620852766
Position 45553: 0.0035949157996834876
Position 6405: 0.0035806600668455003
Position 29397: 0.0035124582582645707
Position 56820: 0.0034626530227682894
Position 28012: 0.00343468841780258
Position 55300: 0.0034305072371477894
Position 40674: 0.0033219410028316183
Position 35901: 0.0032812592365866746
Position 37891: 0.003229243572160661
Position 40322: 0.003177192409444133
Position 45421: 0.003132088757476921
Position 656: 0.002974991103825642
Position 57495: 0.00291387587085517
Position 53509: 0.00254901361565889
Position 933: 0.002446953845294687
Position 39323: 0.002369913918227662
Position 20089: 0.002316739554438665
Position 311: 0.00231445470582783
Position 70664: 0.002283732991855959
Position 21379: 0.0021725170115999095
Position 55507: 0.0021106303865759835
Position 22954: 0.0020220093325280975
Position 73971: 0.0020096096486539997
Position 22198: 0.0020089151383843595
Position 66997: 0.0019884500747372807
Position 23407: 0.0019049934619761362
Position 72774: 0.001874203177199514
Position 2412: 0.0018117724896792855
Position 10289: 0.0018080862333758475
Position 3782: 0.0017259267598972161
Position 5078: 0.001696047873305936
Position 24184: 0.0015881019677799362
Position 45716: 0.001585809308240081
Position 8801: 0.001501277356789455
Position 6031: 0.001466586311355665
Position 22395: 0.0014347701494977563
Position 38720: 0.0014140243888446015
Position 42388: 0.0013826250904770889
Position 38585: 0.0013564475426284597
Position 48118: 0.0013127812656062983
Position 72375: 0.0012329329457602624
Position 41183: 0.0011959068724308726
Position 29784: 0.0011723058067568718
Position 47749: 0.0011489509038322126
Position 64438: 0.0011257321132994327
Position 575: 0.0011205631124208077
Position 25875: 0.001104491276807079
Position 40854: 0.001036969452947567
Position 53260: 0.0010301871344730248
Position 47462: 0.0010089779283060708
Position 11345: 0.0009775885287098898
Position 1483: 0.0009567024044133616
Position 454: 0.0008743482923705763
Position 36293: 0.000865886266234464
Position 23074: 0.0008492656168362325
Position 6904: 0.000820995834566185
Position 38508: 0.0008159661764024404
Position 62691: 0.000801866539490801
Position 22950: 0.0007376606688043787
Position 45752: 0.0007164107964784876
Position 36136: 0.0007000415327617018
Position 23487: 0.0006988718572557297
Position 788: 0.0006976130734691684
Position 38902: 0.0006960027502244642
Position 61377: 0.0006660640075984662
Position 5634: 0.0006627736283114692
Position 2532: 0.0005775249916207801
Position 24136: 0.0005704503167262579
Position 62925: 0.0005426976826039582
Position 63958: 0.0005421779290130614
Position 53376: 0.0005217395132237898
