Gene = GOLGB1
index = 608
Annotated 5SS: [  124 18880 19891 20568 22843 27494 30110 31368 33019 34895 47275 49944
 56015 59086 68069 72471 72863 80544 81695 82280 84830]
Annotated 3SS: [18781 19737 20414 22713 27376 30001 31253 32615 34778 47159 49869 50825
 57173 67889 72304 72724 80399 81596 82144 84723 85140]
SMsplice 5SS: [  124 18880 19891 22843 29921 30110 31368 31763 33019 34895 49944 57238
 68069 72471 72863 80544 81695 82280 84830]
SMsplice 3SS: [18781 19737 22713 29815 29986 31253 31618 32615 34778 49869 57173 67889
 72304 72724 80399 81596 82144 84723 85140]
top_k =  1000
Partition function (log Z): -5.566926430205367

Sorted 5' Splice Sites (High to Low Probability):
Position 34895: 0.9989174487374717
Position 22843: 0.996974573049736
Position 31368: 0.9821007888207351
Position 30110: 0.9388488618879499
Position 31763: 0.8542135554678764
Position 29921: 0.728480129463044
Position 19891: 0.7239302992022836
Position 33019: 0.7141464667588319
Position 57238: 0.6513517172429248
Position 124: 0.6336938162140129
Position 11120: 0.581759805372638
Position 20568: 0.5331508436475118
Position 18880: 0.5109458050288123
Position 9710: 0.4908127340032349
Position 41977: 0.47930934224226013
Position 18908: 0.4692336869769343
Position 24725: 0.44932194886880605
Position 395: 0.40841550146596606
Position 51055: 0.3750405814902773
Position 25794: 0.3593075356400491
Position 20841: 0.2711015942543373
Position 30911: 0.24797412287956205
Position 32133: 0.2134331699112183
Position 2005: 0.210958075201026
Position 24080: 0.2075952464102079
Position 23583: 0.14595555651253683
Position 33497: 0.14256822532891095
Position 4684: 0.1397080639761974
Position 27494: 0.12150654621566444
Position 13934: 0.11245323994770222
Position 31989: 0.08650423528555069
Position 9164: 0.08547001255721723
Position 30941: 0.06417537847079766
Position 859: 0.06397845163038712
Position 21938: 0.061509024752195524
Position 32831: 0.060524051577183165
Position 35880: 0.059667316219338594
Position 44560: 0.04932307831792665
Position 25777: 0.0462081111434106
Position 746: 0.04345500655229859
Position 19036: 0.04169709777633509
Position 21987: 0.04000264247436748
Position 38074: 0.034555345456181975
Position 24544: 0.03413581581471245
Position 20833: 0.03399044179091159
Position 30070: 0.031068280560999473
