Gene = CNST
index = 387
Annotated 5SS: [  218 25496 55189 65479 67565 68142 75325 75592 81592 93889]
Annotated 3SS: [25065 54982 65447 67477 68026 75302 75494 80692 93752 99253]
SMsplice 5SS: [  218  3545 25367 28481 28685 51956 55189 67565 68142 70995 75592 81592
 87849 91057 93889 95169]
SMsplice 3SS: [ 3411 25225 28383 28605 51811 54982 67477 68026 70851 75494 81454 87658
 90873 93752 95062 99253]
top_k =  1000
Partition function (log Z): -47.57432774110543

Sorted 5' Splice Sites (High to Low Probability):
Position 3545: 0.7682184386807072
Position 218: 0.7032835050001081
Position 5221: 0.399714597960548
Position 344: 0.28562855622104155
Position 6395: 0.1733539354590653
Position 6209: 0.16213916659230615
Position 5778: 0.160243097978119
Position 6828: 0.12325188114741845
Position 8123: 0.11818547532409623
Position 10720: 0.09979815568942677
Position 6397: 0.08860036461720806
Position 5363: 0.08725919253643581
Position 3850: 0.07138093007605956
Position 3500: 0.062079404177792334
Position 3033: 0.03539111420175435
Position 6185: 0.02948308386807398
Position 3067: 0.023688415238988354
Position 1088: 0.01901489353585043
Position 2763: 0.015617450915885112
Position 52: 0.013436221274274485
Position 4336: 0.012036722456378731
Position 5214: 0.01190665298949608
Position 11108: 0.011204896689865077
Position 7409: 0.008024411702938125
Position 9381: 0.005809820867547433
Position 1999: 0.004939748427058126
Position 7494: 0.004442346497333676
Position 1056: 0.0035426906076277223
Position 8348: 0.003134610462291466
Position 189: 0.00301014578970871
Position 522: 0.002775869389618893
Position 3248: 0.002451602475760398
Position 4184: 0.0022119247564119883
Position 1124: 0.001970824493806972
Position 3310: 0.0017136890974318606
Position 349: 0.0016355380208155702
Position 1945: 0.0015577101234122868
Position 1579: 0.0015352379839997806
Position 86: 0.0014140925147943279
Position 4081: 0.0012784579125807815
Position 2403: 0.0012153259167401623
Position 5603: 0.0011597771117814058
Position 721: 0.0009598929003430205
Position 647: 0.0008431376048226126
Position 3642: 0.0007043754463882444
Position 3059: 0.0005979513111075074
Position 5144: 0.0005750945003711464
Position 4134: 0.0005492056932352861
Position 385: 0.0004427987969053588
Position 1357: 0.00039957998951513086
Position 2359: 0.00039068065592208636
Position 3426: 0.00035700417172726296
