Gene = NPPA
index = 956
Annotated 5SS: [222 671]
Annotated 3SS: [ 343 1768]
SMsplice 5SS: [222 671]
SMsplice 3SS: [ 343 1768]
top_k =  1000
Partition function (log Z): -6.343261820905761

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.9295330799873209
Position 671: 0.775379914011154
Position 458: 0.30413852412361747
Position 504: 0.05681164799864724
Position 411: 0.04608241840732599
Position 123: 0.020411420464140222
Position 160: 0.013094619024337027
Position 479: 0.0080019933062752
Position 1668: 0.006575590072049333
Position 1654: 0.0020914502734884085
Position 240: 0.0020299225379809185
Position 969: 0.001413100151544177
Position 1665: 0.0011337757405463944
Position 389: 0.0010104619207895013
Position 1322: 0.0008409581771688127
Position 1009: 0.0006701370320624581
Position 1644: 0.0004972487383764296
Position 404: 0.0004568591329629956
Position 300: 0.00032142063649248767
Position 182: 0.00027062250178448114
Position 1680: 0.00014475513684832823
Position 1733: 0.00013968909652402846
Position 1597: 0.00012329369956125372
Position 1672: 0.00010803499941790411
Position 1092: 8.798585943496813e-05
Position 15: 8.55881804754712e-05
Position 304: 7.604102676442202e-05
Position 1127: 5.505747871813625e-05
Position 1630: 4.863794558506754e-05
Position 1231: 4.017957187421099e-05
Position 657: 3.929659371100424e-05
Position 1263: 3.764494651247774e-05
Position 1845: 3.310778084962338e-05
Position 309: 3.087894263049307e-05
Position 1388: 2.4614679199570465e-05
Position 1963: 2.2999144114728097e-05
Position 1881: 1.711360821886897e-05
Position 192: 7.0632496074135524e-06
Position 937: 5.963025873149013e-06
Position 194: 4.174534840997261e-06
Position 245: 3.065931560894517e-06
Position 1884: 3.0508476431271987e-06
Position 1768: 3.0114387552592257e-06
Position 273: 4.3915101939881117e-07
Position 325: 4.0841982705352423e-07
Position 392: 7.296357391446355e-08
Position 802: 4.916331147750398e-08
Position 73: 4.704286250842122e-08
Position 800: 2.1483621073603888e-08
Position 768: 9.197617662928507e-09
Position 789: 2.3178732395621377e-09
Position 1578: 4.155400497303214e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.757975208141707
Position 1768: 0.5299930945972653
Position 558: 0.35736179052067946
Position 1552: 0.1208994587510251
Position 2004: 0.09045005790947687
Position 562: 0.0524994175179581
Position 591: 0.046907137051898515
Position 1723: 0.04308698894501195
Position 903: 0.041215206210136586
Position 621: 0.03201717511391819
Position 300: 0.013196382605088786
Position 1728: 0.011332133761662665
Position 1664: 0.007015826862905222
Position 829: 0.00669755743065091
Position 787: 0.006440408634801635
Position 606: 0.006044027949483022
Position 365: 0.005280763247071258
Position 768: 0.004519042214733953
Position 2008: 0.004220130361721682
Position 1197: 0.0032346963689921793
Position 2029: 0.002622642505330496
Position 1503: 0.0026146018570181516
Position 1532: 0.0023137225121431745
Position 404: 0.0018811490684955794
Position 1946: 0.0018784377570774653
Position 1535: 0.001680374874802983
Position 1901: 0.0015006940227302841
Position 1621: 0.0014102065431222817
Position 1036: 0.0013475024088814896
Position 1710: 0.0012018445567681464
Position 304: 0.0010332996090796928
Position 920: 0.0009758662684697744
Position 881: 0.000744462638975655
Position 1661: 0.0007435417028836879
Position 1881: 0.0007387111719008426
Position 457: 0.0006946599161728612
Position 1214: 0.0006438410745455492
Position 806: 0.0006208256052716875
Position 600: 0.0006131517669510777
Position 204: 0.0006108407627920934
Position 1907: 0.000604187572534543
Position 862: 0.0005327397869994286
Position 370: 0.0004732562598444865
Position 411: 0.00033893657359510595
Position 444: 0.00029285609698973984
Position 2066: 0.00022372197478331426
Position 479: 0.0002212132565010619
Position 663: 0.00022043034356217293
Position 630: 0.0002058505562565026
Position 383: 0.0002019056233458463
Position 2054: 0.00017877461678062482
Position 2069: 0.00013183551979708825
Position 567: 0.00013171351675174975
Position 924: 0.00010466885531349137
Position 1776: 9.84796619993208e-05
Position 749: 9.178789616139446e-05
Position 1085: 8.925315398593919e-05
Position 643: 7.62300622309945e-05
Position 1732: 7.545908437725098e-05
Position 1353: 7.229139183954948e-05
Position 2040: 7.059637926171637e-05
Position 483: 7.041245079461433e-05
Position 1076: 7.030669603110402e-05
Position 1164: 6.675203308148554e-05
Position 1299: 6.2574123654797e-05
Position 1561: 5.811960430235361e-05
Position 1315: 5.7538106193809365e-05
Position 833: 5.2918044527448186e-05
Position 1952: 5.115390946034483e-05
Position 503: 4.966687704900323e-05
Position 1079: 4.607553104074617e-05
Position 914: 4.0892039252338394e-05
Position 1332: 4.026262296323176e-05
Position 980: 3.9475401086020005e-05
Position 732: 3.89401994284569e-05
Position 1417: 3.256043827303409e-05
Position 1685: 3.069706873337772e-05
Position 1626: 2.9984378240312636e-05
Position 1745: 2.955148087452093e-05
Position 1478: 2.7777303050591693e-05
Position 789: 2.5944649864043632e-05
Position 1004: 2.5796663260010745e-05
Position 428: 2.5194664205075024e-05
Position 1812: 2.244260601407224e-05
Position 1343: 2.1843127280327988e-05
Position 152: 1.984827404360054e-05
Position 380: 1.8994638038036004e-05
Position 1680: 1.8991790813813632e-05
Position 1230: 1.825442851990768e-05
Position 97: 1.58006726978289e-05
Position 221: 1.4273353399912724e-05
Position 1208: 1.3686021443943412e-05
Position 1375: 1.3568063427551558e-05
Position 729: 1.1496880304094078e-05
Position 1783: 1.0195529820522573e-05
Position 425: 5.613434644750369e-06
Position 1235: 5.044128365133024e-06
Position 1326: 4.838258345042477e-06
Position 1244: 4.542776817810033e-06
