Gene = UHRF2
index = 1529
Annotated 5SS: [  321  7820 20851 47469 62178 64486 68444 68777 73603 80610 84038 84836
 86609 87387 91369]
Annotated 3SS: [ 7588 20590 47249 62067 64298 68319 68668 73497 80502 83874 84694 86511
 87228 91269 92709]
SMsplice 5SS: [  321  7820 11506 15066 20851 47469 64370 68444 68777 73603 80610 83781
 83946 84836 86609]
SMsplice 3SS: [ 7588 11380 14878 20801 47249 64298 68319 68668 73497 80502 83636 83874
 84694 86511 92709]
top_k =  1000
Partition function (log Z): -32.348275176888

Sorted 5' Splice Sites (High to Low Probability):
Position 7820: 0.9856338922828521
Position 321: 0.9656758296074823
Position 20851: 0.8084716808870852
Position 11506: 0.7435753447275324
Position 36269: 0.6517106915623887
Position 29607: 0.5748866716209574
Position 29299: 0.5300009284077242
Position 15066: 0.5256817638982545
Position 24188: 0.44343712506348565
Position 15005: 0.40085965053384304
Position 14745: 0.25863898547289915
Position 9430: 0.24072630261028055
Position 13999: 0.2125093186513572
Position 1042: 0.1704331751950278
Position 1593: 0.15687352592867615
Position 25355: 0.12089705635112939
Position 21396: 0.10994165754380078
Position 2685: 0.09625822097383752
Position 8461: 0.060157185328148975
Position 26062: 0.05230672035982351
Position 2272: 0.04929187612952384
Position 24239: 0.04737254114549277
Position 2205: 0.04695877225864409
Position 42: 0.04183554248980043
Position 2696: 0.04176237789995303
Position 2692: 0.040221073584944395
Position 33: 0.037299216230360935
Position 5041: 0.033774720315604426
Position 6876: 0.03162941346930536
Position 4389: 0.02461663179581256
Position 17340: 0.02444910896938233
Position 2700: 0.024350216128163616
Position 4282: 0.02391601875593696
Position 1603: 0.023246106636734053
Position 4202: 0.020436951856107787
Position 9236: 0.01855073119620274
Position 4191: 0.01639974425119972
Position 13050: 0.015566175840927168
Position 10493: 0.01544560403884
Position 12418: 0.014758057433244463
Position 12871: 0.014114804378980212
Position 1990: 0.010690792190225494
Position 4807: 0.010512924985372537
Position 941: 0.010089383219119242
Position 7748: 0.009630418894375343
Position 4259: 0.008887191692710177
Position 37: 0.007960770983011824
Position 442: 0.007919420670347966
Position 180: 0.007595267405830117
Position 14046: 0.007413674953227011
Position 12893: 0.006255766129091597
Position 9515: 0.00603493762741369
Position 5815: 0.005757441863869253
Position 589: 0.004978920509870734
Position 5050: 0.00474769018596228
Position 11501: 0.004726587564476839
Position 10993: 0.0047086182058130735
Position 12219: 0.0041500745592136686
Position 10408: 0.0040041994052276405
Position 11589: 0.003712634171787966
Position 7197: 0.0036941014099622672
Position 7369: 0.0033395578157929765
Position 8661: 0.0032561638127006063
Position 3025: 0.003143539318236805
Position 12065: 0.0031029940853548607
Position 4013: 0.002850596024262366
Position 5062: 0.0028065007278941603
Position 526: 0.0026533994760604735
Position 13067: 0.002017525761740926
Position 1779: 0.00195444880311724
Position 1161: 0.0018709501980289452
Position 279: 0.0013448535662144991
Position 2187: 0.001292253589744535
Position 261: 0.0012852946244621467
Position 20043: 0.0008477952942811862
Position 12965: 0.0007751827342298344
Position 1986: 0.0007134376452822618
Position 467: 0.0006507010261264565
Position 8374: 0.0006071313902392015
Position 8808: 0.0005466775745899414
Position 8057: 0.0005361558421659578
Position 846: 0.0004746951787717532
Position 7730: 0.0002529190184990814
Position 920: 0.000244130995072318
Position 8530: 0.0002098526017024746
Position 2408: 0.00019818853845636814
Position 390: 0.00018406122564098863
Position 2089: 0.0001702673852928588
Position 622: 0.00013921540897864236
Position 603: 0.00012620386914152646
Position 2470: 0.00011293647759097198
Position 547: 8.543995436179483e-05
Position 403: 7.146993469151397e-05
Position 1127: 6.908245341461347e-05
Position 2571: 6.199077922239533e-05
Position 1030: 4.9711714667215746e-05
Position 492: 4.2746511979746684e-05
Position 8418: 3.9106146869853594e-05
Position 967: 3.737498319395745e-05
Position 1901: 3.0317370208960213e-05
