Gene = SRFBP1
index = 1331
Annotated 5SS: [  108 12324 13427 32710 57381 58842 60447]
Annotated 3SS: [12234 13353 32637 57298 58126 60408 64980]
SMsplice 5SS: [  108 12324 13427 32710 57381]
SMsplice 3SS: [12234 13353 32637 57298 64980]
top_k =  1000
Partition function (log Z): -21.492783263227388

Sorted 5' Splice Sites (High to Low Probability):
Position 13427: 0.9813539619905295
Position 12324: 0.922505406234559
Position 108: 0.8128191790186692
Position 32710: 0.7036964111621529
Position 827: 0.3737883598878412
Position 16357: 0.24789321598574782
Position 19080: 0.22204410396711777
Position 851: 0.20776559483103077
Position 16502: 0.15799146879425366
Position 9084: 0.13121554788320508
Position 359: 0.11894699976723967
Position 32921: 0.10244195465260973
Position 9195: 0.09312021919094676
Position 522: 0.08711321682832894
Position 261: 0.08195514528075108
Position 6044: 0.062358090267742666
Position 12338: 0.06193867030245046
Position 9810: 0.05487475324378246
Position 9119: 0.04190412422473913
Position 2647: 0.04183103849465261
Position 285: 0.041440912933658286
Position 4470: 0.026036094745423278
Position 1211: 0.02038574834305724
Position 3948: 0.018406704931272343
Position 6467: 0.016184460503976223
Position 195: 0.01552093745411435
Position 415: 0.0112637808549181
Position 4480: 0.008636387363462287
Position 17489: 0.008005064194767736
Position 13443: 0.007799236965436459
Position 12466: 0.007171963805195001
Position 3656: 0.006947690531304455
Position 4262: 0.006929877205792259
Position 294: 0.006895547864424615
Position 1207: 0.006748356108157297
Position 13845: 0.006739673600741432
Position 12889: 0.006252245012229187
Position 16071: 0.006060673994123138
Position 934: 0.005947230903002023
Position 9110: 0.005747332351633811
Position 7719: 0.0057440784704763945
Position 3322: 0.004877328542202988
Position 13176: 0.004648296790594555
Position 13190: 0.0037043705094994242
Position 596: 0.003487442412601756
Position 13447: 0.0029777696860504798
Position 434: 0.002716456379296364
Position 16099: 0.0025724520769198154
Position 17891: 0.002496151721354354
Position 439: 0.002491696766327817
Position 1172: 0.0023728857022213366
Position 973: 0.002359807535564823
Position 400: 0.002202404993967128
Position 4484: 0.0018055520977099527
Position 3776: 0.0017742262297581845
Position 3515: 0.0016907999347412228
Position 12864: 0.001683289388982739
Position 7715: 0.0016530167712569155
Position 567: 0.001602187746018046
Position 13455: 0.0015369614029573297
Position 18683: 0.0010876227659379067
Position 18123: 0.001016224687647494
Position 13439: 0.0008917896743495482
Position 380: 0.000801689920678241
Position 13532: 0.0007653848051947963
Position 18945: 0.0007202016765178762
Position 17420: 0.0006504357286202749
Position 218: 0.0006148209518612155
Position 15785: 0.0005983435699999716
Position 15907: 0.0004579945944321759
Position 17878: 0.0003974400949744477
Position 412: 0.0003540546332069112
Position 13467: 0.00031498341734424566
Position 19154: 0.00030616007826675883
Position 14125: 0.000286492288229408
Position 16164: 0.0002668315222703315
Position 2356: 0.0002636916416892596
Position 576: 0.00025998139074910143
Position 144: 0.00021247098656413402
Position 17962: 0.00020347688301204674
Position 13783: 0.00018363524404160566
Position 865: 0.00018094940363229807
Position 376: 0.00017284915349825966
Position 200: 0.000172106275767422
Position 175: 0.00015659971707587472
Position 18970: 0.0001311928938131537
Position 737: 0.00012330413293542517
Position 18407: 0.00011964956917053781
Position 2941: 0.00011542387761331998
Position 1124: 0.00010010964105401028
Position 16036: 9.625056890215647e-05
Position 19326: 8.18488281674284e-05
Position 22643: 8.166767246841395e-05
Position 277: 7.588570073732913e-05
Position 13871: 7.248619673982483e-05
Position 1079: 6.933349911056178e-05
Position 19849: 6.574288241043869e-05
Position 20229: 6.0252361120787657e-05
Position 449: 5.307690729853646e-05
Position 531: 4.305850622547244e-05
Position 474: 4.070201556407063e-05
Position 1420: 4.0468658166090834e-05
Position 1360: 3.676100328884006e-05
Position 2408: 3.483336645956902e-05
Position 2302: 3.0589302340800014e-05
Position 232: 2.7389493345738815e-05
Position 30: 2.545489470411896e-05
Position 1039: 2.2157600364808226e-05
Position 1250: 2.2108483592611223e-05
Position 549: 1.7289405862866908e-05
Position 1226: 1.4725574249791707e-05
Position 782: 1.4552564402290467e-05
Position 17: 1.43631573863e-05
Position 621: 1.2282110609837655e-05
Position 2737: 1.0976434441281421e-05
Position 172: 9.621657234609182e-06
Position 1451: 9.51764297564173e-06
Position 602: 8.982635849466729e-06
Position 1466: 8.747538316027052e-06
Position 929: 8.460378554042856e-06
Position 307: 7.981617462257312e-06
Position 2595: 7.5746815613401295e-06
Position 907: 7.394399476946275e-06
Position 249: 7.031909336099391e-06
Position 331: 6.870753213006752e-06
Position 913: 6.176313278471487e-06
Position 215: 5.484667164689161e-06
Position 552: 5.382343819420629e-06
Position 327: 4.863661051546409e-06
Position 742: 4.633072431883278e-06
Position 305: 4.4410864835665675e-06
Position 2985: 3.862450912693656e-06
Position 36: 3.626815123685116e-06
Position 363: 3.538630919214755e-06
Position 1764: 3.425769172734297e-06
Position 13451: 2.430061137578703e-06
Position 1128: 2.4224826297892734e-06
Position 2268: 2.3742414516545716e-06
Position 600: 2.230604214738729e-06
Position 895: 2.2250805546706765e-06
Position 958: 1.136754698301041e-06
Position 735: 8.183957487944583e-07
Position 13500: 3.5767295685161177e-07
Position 819: 3.4287194608731604e-07
Position 649: 2.4614544058713e-07
Position 404: 1.7533346583839675e-07
Position 583: 1.6282467054918244e-07
Position 690: 1.6033100061579116e-07
Position 16811: 8.275234558379401e-08
Position 13839: 6.991315491176797e-08
Position 13737: 3.0557189447019164e-09
Position 13863: 2.4331934285959198e-09
Position 1052: 1.5587854074755806e-09
Position 744: 6.902943832474769e-10
Position 501: 1.2841174449291403e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13353: 0.9891478900089938
Position 12234: 0.9869369715111216
Position 32637: 0.9166651949578767
Position 690: 0.39606520418882324
Position 35187: 0.3269112364301556
Position 16270: 0.3153270884132904
Position 8977: 0.27198722365052463
Position 33134: 0.2269923599039962
Position 284: 0.18109999548085717
Position 18846: 0.1533234301606133
Position 39614: 0.12668898659677982
Position 596: 0.08254491246828853
Position 18967: 0.07553642227649753
Position 38821: 0.07110069343563098
Position 735: 0.05962974532906021
Position 9662: 0.05487475324378242
Position 5979: 0.05448248070238278
Position 16240: 0.047695830165852396
Position 32780: 0.045330430834595925
Position 2513: 0.040437963028861205
Position 628: 0.038391035390774236
Position 4431: 0.03275116323614173
Position 19258: 0.023387964504336833
Position 1007: 0.019902549973246992
Position 16401: 0.016430111929644685
Position 3692: 0.016406927717345563
Position 6306: 0.016184460503976247
Position 16445: 0.01393259632397971
Position 16344: 0.012314231548845388
Position 1102: 0.009411966047519734
Position 33888: 0.009114658613604401
Position 13084: 0.007895630071617256
Position 5861: 0.007875609565359884
Position 474: 0.007775051294803874
Position 7678: 0.007397095241733324
Position 3514: 0.006954669731817282
Position 631: 0.006841412863351279
Position 3175: 0.006181741345788779
Position 12813: 0.006044549974358334
Position 30286: 0.005423646291319129
Position 32442: 0.0054207372937363305
Position 13705: 0.005328213263355247
Position 17002: 0.005315529379097603
Position 22459: 0.005251536351169021
Position 17379: 0.005028568362120522
Position 12401: 0.004684792340990746
Position 13248: 0.004572331449723042
Position 18936: 0.004094531161705499
Position 17788: 0.003919156647605811
Position 15783: 0.0035368927237816616
Position 4174: 0.0034800533847051825
Position 15798: 0.003311500491688786
Position 19182: 0.002949498687195333
Position 16387: 0.0029458617592675778
Position 385: 0.0027739472470948235
Position 3911: 0.002568300100830411
Position 600: 0.0025625292921008427
Position 13730: 0.0024890081580883033
Position 704: 0.002389840916681399
Position 19752: 0.0023681373673779416
Position 20905: 0.0023002046874506265
Position 4147: 0.0022049172514418073
Position 4434: 0.002119594542822624
Position 15590: 0.001788284885934379
Position 4108: 0.001695221079727502
Position 13273: 0.0014850656037204443
Position 227: 0.0014778075131187706
Position 16036: 0.0014555707702073085
Position 2401: 0.0014510485442918292
Position 17399: 0.0013653973400267684
Position 16482: 0.0013335844484914843
Position 12622: 0.0012979890695142167
Position 18571: 0.0012942480673474872
Position 21722: 0.0012873941133919697
Position 3821: 0.0011915937774673831
Position 4406: 0.0011569619175489077
Position 13932: 0.001114028535692017
Position 21952: 0.0010459979002155734
Position 20784: 0.0009751656351006938
Position 17767: 0.0009499643622315271
Position 20316: 0.0008655304997189592
Position 15967: 0.0007376682977578036
Position 18810: 0.0007149703315914689
Position 13074: 0.0006999852943298184
Position 16066: 0.0006880954523582449
Position 16018: 0.0006508207005937014
Position 25878: 0.0006448152447226844
Position 18051: 0.0006289915484796537
Position 12850: 0.0005930235326751654
Position 20134: 0.0005599607238230145
Position 16965: 0.0005479143385562558
Position 17463: 0.0005337615398784443
Position 22761: 0.0005268032697102778
Position 17240: 0.00044165888706628766
Position 958: 0.00043406137693316867
Position 17339: 0.00041806697653989824
Position 15695: 0.000411535084059242
Position 16866: 0.00039845772465270005
Position 14399: 0.0003902810807536528
Position 3361: 0.00036659067622427143
Position 15921: 0.00033742277329962196
Position 19226: 0.0002946873541447773
Position 20508: 0.00025561510661058993
Position 13386: 0.0002463149796978461
Position 19786: 0.00024295662267123587
Position 14088: 0.00023082110238680637
Position 15048: 0.00022322491764725742
Position 14489: 0.00020610966281259412
Position 15906: 0.0001844469381912796
Position 2169: 0.00017533567258443377
Position 24549: 0.00017330408630279848
Position 15137: 0.00016915920028373756
Position 17424: 0.0001611902049910169
Position 16501: 0.00014496466038441957
Position 21337: 0.00013157564772332768
Position 15997: 0.00012864499452560743
Position 18197: 0.00011362217590940868
Position 21422: 0.00010056196928999346
Position 19812: 9.824921982209704e-05
Position 15570: 9.478009485840477e-05
Position 17966: 8.875196789324041e-05
Position 2260: 8.433210603540068e-05
Position 355: 8.400164375202028e-05
Position 1296: 8.304999326476518e-05
Position 18350: 7.922908243843258e-05
Position 16712: 7.757248751732564e-05
Position 13822: 7.411208149826278e-05
Position 19618: 6.877097668938235e-05
Position 14422: 6.848566108138104e-05
Position 19057: 6.30128698099485e-05
Position 19007: 5.84087024809005e-05
Position 346: 5.738548006642444e-05
Position 15737: 5.2950720921963226e-05
Position 22051: 5.2185025445827034e-05
Position 16551: 4.6852094934043385e-05
Position 18783: 4.619101769169257e-05
Position 15994: 4.40707307215266e-05
Position 16715: 4.400793922517186e-05
Position 14678: 3.880272958397694e-05
Position 514: 3.817378512104631e-05
Position 2787: 3.712867937122621e-05
Position 2851: 3.683840702353089e-05
Position 18648: 3.3205195633726095e-05
Position 14288: 3.0471780045503725e-05
Position 13936: 2.673978209566557e-05
