Gene = LAX1
index = 765
Annotated 5SS: [ 479 5762 6302 6972]
Annotated 3SS: [5651 6190 6891 8698]
SMsplice 5SS: [ 479 5762 6302 6972]
SMsplice 3SS: [5651 6190 6891 8698]
top_k =  1000
Partition function (log Z): 0.07470518762500045

Sorted 5' Splice Sites (High to Low Probability):
Position 6972: 0.9713186542132967
Position 6302: 0.9704540990141968
Position 5762: 0.9680219044532178
Position 479: 0.7358065319276655
Position 8762: 0.2743096257127019
Position 208: 0.2149388419872801
Position 9087: 0.056930747023498096
Position 265: 0.04353048282549404
Position 8755: 0.04179512037269342
Position 3420: 0.03540693637269174
Position 658: 0.03343962754125128
Position 496: 0.02929021297635565
Position 231: 0.02077028079977981
Position 4521: 0.018248326177148933
Position 6637: 0.017834293820421895
Position 4862: 0.01779348773132057
Position 3002: 0.016226683684926444
Position 8766: 0.013533626405613253
Position 4594: 0.01172270379315347
Position 3723: 0.010562396420141836
Position 7199: 0.007637951482217389
Position 8068: 0.007277998166412711
Position 3695: 0.006538362875471074
Position 6306: 0.005308442339634601
Position 3413: 0.004684158227712295
Position 4769: 0.004474491002686898
Position 3638: 0.004154492667979532
Position 4907: 0.0035584249849559316
Position 933: 0.0033060564336238746
Position 6069: 0.003256996499071159
Position 3336: 0.003202047398204222
Position 9024: 0.0030451890899546195
Position 6558: 0.0028288459665817742
Position 3077: 0.002615166490270825
Position 2102: 0.0025477178473596617
Position 5431: 0.0024405444739577183
Position 8834: 0.0023585498199696123
Position 8088: 0.002047311364411145
Position 5795: 0.0020190246315985832
Position 9514: 0.002012460808854647
Position 1128: 0.0019729006371432827
Position 7778: 0.0014284852491017186
Position 10262: 0.001251902018301682
Position 7880: 0.0011770207509755415
Position 6599: 0.0010211532644846223
Position 5974: 0.0009459123302543817
Position 8797: 0.0008538061385186942
Position 9369: 0.0008216922901720493
Position 8624: 0.00076118110379606
Position 3703: 0.0006093307490257752
Position 5027: 0.0005869449087030654
Position 8399: 0.0005221745758846624
Position 1583: 0.0005187021009421221
Position 6470: 0.00048056657359312843
Position 378: 0.0004322416942645063
Position 8786: 0.0004144900594095016
Position 5784: 0.0003956377980621058
Position 9063: 0.0003949290159325417
Position 6719: 0.00039276266559164664
Position 7347: 0.00037847011027804695
Position 9127: 0.0003441370327562129
Position 3401: 0.0002958055505400489
Position 883: 0.0002885718615285673
Position 4562: 0.000268034166464185
Position 8372: 0.00026553461882462956
Position 8308: 0.0002494488723305889
Position 8799: 0.00021416520304316387
Position 6421: 0.00020935928025944808
Position 6077: 0.00020081912329288556
Position 7170: 0.00018301820020456228
Position 6910: 0.00016627500053868232
Position 7242: 0.00015660583555645918
Position 5773: 0.00013723133957367208
Position 6969: 0.00013193620310922332
Position 6449: 0.00012076142685730795
Position 5982: 0.00010660146483807204
Position 187: 9.929590869137807e-05
Position 7222: 9.575601588550783e-05
Position 8142: 9.472550716795e-05
Position 6925: 9.321742016818815e-05
Position 6677: 9.05266985554912e-05
Position 6560: 8.518829730529251e-05
Position 5984: 8.306729179411157e-05
Position 8049: 7.90026637923576e-05
Position 240: 7.820427028042604e-05
Position 5989: 7.703642429610549e-05
Position 8367: 6.969996192700922e-05
Position 5713: 6.583177199311673e-05
Position 296: 6.420015884141092e-05
Position 108: 5.584993981994829e-05
Position 6050: 5.310036809468951e-05
Position 161: 4.91049610503837e-05
Position 6500: 4.8346662106896275e-05
Position 6016: 4.8185070479185544e-05
Position 6393: 4.393662831332705e-05
Position 6359: 4.2796592272946766e-05
Position 202: 3.9522382515187994e-05
Position 7213: 3.8986262356038216e-05
Position 6534: 3.737873078804932e-05
Position 4678: 3.5756957459035166e-05
Position 8220: 3.432797433460262e-05
Position 7379: 3.414952358849368e-05
Position 6328: 3.301990449870674e-05
Position 283: 2.9922781734657512e-05
Position 5685: 2.875893421625624e-05
Position 309: 2.5632294281825946e-05
Position 2708: 1.783866318700166e-05
Position 7780: 1.508423248395916e-05
Position 529: 1.4698496749047904e-05
Position 6562: 1.2109400579837193e-05
