Gene = SLAMF8
index = 1262
Annotated 5SS: [ 189 3443 6432 6620]
Annotated 3SS: [3115 6125 6511 8433]
SMsplice 5SS: [ 189 3443]
SMsplice 3SS: [3133 9919]
top_k =  1000
Partition function (log Z): -3.652247266677028

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.8824609311193474
Position 3443: 0.8096189200381876
Position 6620: 0.47099125713404427
Position 6432: 0.35600879352732906
Position 7494: 0.3169212191601542
Position 6644: 0.26949948448729166
Position 1535: 0.26603788985660376
Position 2810: 0.21168733445985882
Position 10046: 0.20072129740342226
Position 6311: 0.17648994891000047
Position 510: 0.08353586946239813
Position 6276: 0.06603055059844129
Position 7498: 0.06563305064655332
Position 9813: 0.06253051985878562
Position 7447: 0.04986975808600064
Position 284: 0.047785912072564225
Position 6947: 0.04652713094200595
Position 10035: 0.04480519595241631
Position 7646: 0.038752083222372356
Position 1779: 0.03602506742337936
Position 305: 0.029556668132702264
Position 2920: 0.025536818096535928
Position 9830: 0.025485403927418576
Position 7153: 0.022464337477270314
Position 309: 0.021699809633874575
Position 9463: 0.017305837714691154
Position 1795: 0.017141322786179563
Position 6635: 0.011003432428543278
Position 5903: 0.009659834332769382
Position 2570: 0.008088630688822748
Position 8542: 0.006402911275920232
Position 2869: 0.004633440530346483
Position 8406: 0.0038284956584860217
Position 10042: 0.003539041257374167
Position 100: 0.0025871660897235304
Position 6200: 0.002528106082231008
Position 2973: 0.002496489965340345
Position 3013: 0.0018376044668831464
Position 9134: 0.0017527368196804572
Position 8328: 0.0014351339604509418
Position 3212: 0.0014333347428275298
Position 3208: 0.0011330716560422802
Position 4537: 0.0009626859697874979
Position 6033: 0.0008568509194667492
Position 7789: 0.0008372011607745361
Position 8466: 0.0007810585363824257
Position 10397: 0.0007457915854924981
Position 7517: 0.000662712577875419
Position 4182: 0.000661257238796609
Position 1066: 0.0006108245209215578
Position 2701: 0.0005455521371348017
Position 4243: 0.0004971421230124336
Position 501: 0.0004598014962959487
Position 6050: 0.0004384353546656787
Position 1656: 0.00038588976743233637
