Gene = PIK3R4
index = 1030
Annotated 5SS: [  512  2344 10961 13282 16522 18367 23416 28441 30434 38539 39882 41269
 43107 56340 60619 62580 65339 65853 66217]
Annotated 3SS: [ 1564 10826 12698 16386 18144 23241 28294 30229 38336 39693 41057 42940
 56174 60406 62447 65237 65763 66107 67343]
SMsplice 5SS: [  212 10142 13282 16522 23136 23416 28441 43107 56340 60619 62580 64038
 65339 66217]
SMsplice 3SS: [10001 13108 16386 22997 23241 28294 42940 56174 60406 62447 63928 65237
 66107 66771]
top_k =  1000
Partition function (log Z): 2.8953913879507653

Sorted 5' Splice Sites (High to Low Probability):
Position 43107: 0.999999992252881
Position 56340: 0.9999999719333525
Position 62580: 0.9999999719333525
Position 13282: 0.9665367398770247
Position 23416: 0.945778304069561
Position 212: 0.9336827578077086
Position 64038: 0.9172893901640539
Position 28441: 0.9044935979629634
Position 10142: 0.8064060026095896
Position 65339: 0.7545661241093095
Position 66217: 0.7290496263546067
Position 16522: 0.6318533670072088
Position 3083: 0.6202252739952739
Position 2344: 0.6123811732452572
Position 23136: 0.5886941419771872
Position 512: 0.5443730365308829
Position 38539: 0.5053687630717021
Position 15222: 0.5029141073408839
Position 65853: 0.4954775819357108
Position 63763: 0.42932422808537973
Position 18516: 0.3935423277324615
Position 5697: 0.37154127399860787
Position 10961: 0.3593863793971142
Position 18046: 0.3420838390571482
Position 10386: 0.3155330609898035
Position 17642: 0.314319435710979
Position 6353: 0.2955961700588451
Position 23110: 0.2625823484310329
Position 41408: 0.26168481323512593
Position 10521: 0.23334922914676082
Position 13560: 0.2142673064559615
Position 18367: 0.21357605892456064
Position 3323: 0.17534476476230626
Position 9097: 0.13824052646044493
Position 4588: 0.13753818715477079
Position 63280: 0.13204549525362447
Position 4617: 0.11676260677178248
Position 41269: 0.10969564800857359
Position 11233: 0.09759712865456563
Position 471: 0.08472307885819187
Position 12966: 0.08269304470911439
Position 14650: 0.0803867689750849
Position 15210: 0.07851205696825875
Position 6396: 0.07748107307736544
Position 30434: 0.07410682063192751
Position 4045: 0.0739945791353024
Position 15482: 0.07372421465289666
Position 15369: 0.07087939434490724
Position 24629: 0.07080975867533283
Position 64692: 0.04610343236451619
Position 30272: 0.044476299000443184
Position 596: 0.04288518601799051
Position 23019: 0.03727138035166254
Position 21522: 0.03557068835619854
Position 21639: 0.03411648564903249
Position 24926: 0.033762479741803145
Position 18704: 0.03069309939444108
Position 28226: 0.02834164373436659
Position 23660: 0.026880688986590812
Position 20476: 0.02607878272733102
Position 1770: 0.025099404641762295
Position 23356: 0.022513953111696915
Position 2579: 0.021570271153328536
Position 15522: 0.02125712718121443
Position 23474: 0.020774452476241625
Position 4840: 0.018868137020029447
Position 695: 0.016676007131981918
Position 1163: 0.014978733951591909
Position 535: 0.014657872909115938
Position 35707: 0.013531834490708392
Position 16856: 0.013378994945635742
Position 27567: 0.013103893903315749
Position 27631: 0.011549800428071806
Position 2070: 0.011034810469327217
Position 14958: 0.010932986043733576
Position 126: 0.010798730245521988
Position 14787: 0.010735825499583873
Position 25459: 0.010557825567920199
Position 14245: 0.010484727253356333
Position 67503: 0.00895297268199093
Position 16613: 0.008797151593025205
Position 64813: 0.007071997032166829
Position 18071: 0.006945981587172334
Position 16491: 0.0065606063740504495
Position 1922: 0.0065151846157955615
