Gene = HP1BP3
index = 662
Annotated 5SS: [   40  6344  6877 10092 13238 15759 19105 21312 29523 36966 39145 41146]
Annotated 3SS: [ 6147  6776  9937 13077 15614 19023 21156 29431 36805 39032 41031 41596]
SMsplice 5SS: [  503  6877 13238 15759 19105 21312 29523 39145 41146]
SMsplice 3SS: [ 6776 13077 15614 19023 21156 29431 39032 41031 43513]
top_k =  1000
Partition function (log Z): 5.386733739441967

Sorted 5' Splice Sites (High to Low Probability):
Position 39145: 0.9943796805255235
Position 41146: 0.9905088156489577
Position 6877: 0.9864324836865329
Position 29523: 0.9663810051935066
Position 19105: 0.9620651145013321
Position 15759: 0.8521044720458499
Position 21312: 0.8467603335057389
Position 503: 0.5429204062156047
Position 39798: 0.4999629913335671
Position 14732: 0.4865767422831764
Position 41945: 0.39296741685920583
Position 10092: 0.37377854549814227
Position 6339: 0.3152524530358051
Position 41489: 0.23134443590710677
Position 11104: 0.2248327127690292
Position 8096: 0.18399585585012715
Position 10965: 0.18102294069334285
Position 37835: 0.1773786235821758
Position 36922: 0.1696197333292006
Position 24460: 0.15669898585774386
Position 6344: 0.15390316156953085
Position 770: 0.13886170659881092
Position 436: 0.12601652643814557
Position 15269: 0.11873154038145364
Position 41888: 0.1107910178635411
Position 36966: 0.10337439660172502
Position 4593: 0.10177746671767753
Position 7302: 0.09599921945609423
Position 498: 0.08689442860806144
Position 40: 0.08473911013191324
Position 6270: 0.08119026996907816
Position 31795: 0.07283174118357862
Position 31888: 0.06489137783476044
Position 20523: 0.06422756002870267
Position 688: 0.06281209797295785
Position 31051: 0.0607165809666354
Position 120: 0.05940669254647874
Position 27548: 0.059003829092013245
Position 11581: 0.05414015769619628
Position 40955: 0.0522721453022378
Position 4578: 0.041826778392801786
Position 11089: 0.034231523713867784
Position 42270: 0.03340922114284892
Position 29503: 0.033140290088504665
Position 5800: 0.03190619168174335
Position 39358: 0.029089825670173836
Position 24623: 0.02820138876792044
Position 11577: 0.027440762272683262
Position 5318: 0.027208883433925645
Position 39434: 0.025516629677084516
Position 370: 0.025219495181160147
Position 37899: 0.022506732889262908
Position 41832: 0.019662196784662665
Position 24417: 0.01915103116186038
Position 14634: 0.018981129053384525
Position 43287: 0.018446778122230955
Position 15779: 0.017429513698844542
Position 1286: 0.017091623128382666
Position 15772: 0.01659857976751722
Position 12053: 0.01651943065984648
Position 5495: 0.016500596771269322
Position 2568: 0.016455692662529445
Position 10013: 0.015512312135785022
Position 12103: 0.0130794057293753
Position 31812: 0.012163727818701146
Position 4622: 0.010611038480359013
Position 11097: 0.01049814603782777
Position 25997: 0.010402432172898088
Position 39334: 0.009352065487494975
Position 39528: 0.009027010156410336
Position 19632: 0.008972401050618445
Position 41910: 0.008453234859237222
Position 24307: 0.00822184838666897
Position 20978: 0.008145775705408613
Position 11093: 0.00785629691165218
Position 25811: 0.007516807947564718
Position 793: 0.0070020547937286815
Position 40635: 0.006864099435345854
Position 476: 0.00641231193155146
Position 4365: 0.006138838604882174
Position 6334: 0.005893270512928896
Position 9851: 0.005735630216942867
Position 40376: 0.005587575841329339
Position 1034: 0.005260966473590369
Position 39345: 0.0050460733933593935
Position 524: 0.0043306583916593805
Position 17076: 0.00432578495804328
Position 41156: 0.004316731428949115
Position 20659: 0.004158652848562598
Position 42283: 0.00394664780971362
Position 528: 0.003933784941545501
Position 8998: 0.003471854107898116
Position 1237: 0.003248370055278847
Position 24022: 0.003169347262654655
Position 1066: 0.003140578215854898
Position 41657: 0.002638602189451158
Position 23603: 0.002581564509086306
Position 408: 0.00251924664107854
Position 21072: 0.0025109034987518927
Position 41337: 0.002288082223368904
Position 42643: 0.002165440350498555
Position 20481: 0.002155114420674092
Position 175: 0.0021041337655841956
Position 7280: 0.001842284808077373
Position 42745: 0.0017670631899539167
Position 43579: 0.0016334774800669655
Position 15280: 0.0016010755026673949
