Gene = PGBD5
index = 1019
Annotated 5SS: [  148 20752 26688 40538 44802 52336]
Annotated 3SS: [20323 26552 40356 44603 52229 54024]
SMsplice 5SS: [  148 20476 26688 40538 44802 52336]
SMsplice 3SS: [20323 26552 40356 44603 52229 54024]
top_k =  1000
Partition function (log Z): -5.236715556695602

Sorted 5' Splice Sites (High to Low Probability):
Position 26688: 0.9923657196113934
Position 44802: 0.9898266096047615
Position 40538: 0.9438113876379293
Position 148: 0.8999353666321878
Position 52336: 0.7694730009347509
Position 20476: 0.7575318146512523
Position 30901: 0.7472122428810082
Position 20752: 0.5619802218122515
Position 54145: 0.42231850495660894
Position 29042: 0.3193978949603833
Position 27276: 0.31880277135281326
Position 8138: 0.27354337977898185
Position 624: 0.21057295726778244
Position 25201: 0.15101209544552271
Position 17377: 0.13751949248008094
Position 419: 0.1210672718921532
Position 4398: 0.11665918065576737
Position 10796: 0.11224008685724784
Position 34068: 0.10887083649835728
Position 5630: 0.10850217423999572
Position 7440: 0.10218281225535293
Position 52459: 0.10043201258181188
Position 24140: 0.08709800271045431
Position 53463: 0.08113678475406176
Position 20424: 0.07930137814736102
Position 1354: 0.07637271827589887
Position 23876: 0.07521914699809522
Position 1370: 0.06752126388643678
Position 28765: 0.05903232942164294
Position 8113: 0.043258451694252235
Position 25369: 0.0414000611863084
Position 12885: 0.04132762556988155
Position 14910: 0.038967407752513644
Position 6550: 0.038151248715362344
Position 23961: 0.03748249682705276
Position 53580: 0.035547911776650135
Position 16534: 0.03358707817235788
Position 25328: 0.02973639303026617
Position 20770: 0.028952758401712218
Position 15373: 0.026093274413813126
Position 29012: 0.021957476458872572
Position 27935: 0.020955099548385533
Position 50233: 0.017516335990936802
Position 29137: 0.017000320895489526
Position 15132: 0.01676154370839155
Position 50237: 0.015283679554259244
Position 7604: 0.014118724524723139
Position 27349: 0.013898894840236558
Position 13: 0.01296097604879832
Position 461: 0.011612073607376476
Position 21913: 0.008557254041273811
Position 27712: 0.007154099077490846
Position 27258: 0.007105618673035508
Position 22284: 0.006985099081606408
Position 46978: 0.005064566988122427
Position 26652: 0.004273075424975587
Position 26950: 0.003992958950505242
Position 27119: 0.003361670123864015
Position 5317: 0.0030117440100913134
Position 28084: 0.00282394601160753
Position 4917: 0.002691223481319623
Position 26715: 0.002677921939018091
