Gene = STX17
index = 1351
Annotated 5SS: [   74  8730 22211 44653 53400 53523 61107]
Annotated 3SS: [ 8544 22144 44426 53283 53471 61019 61800]
SMsplice 5SS: [   74  8730 10350 15663 19781 22211 44653 53400 53523 61107]
SMsplice 3SS: [ 8544 10246 15568 19704 22144 44426 53283 53471 60988 63222]
top_k =  1000
Partition function (log Z): -16.446915973641417

Sorted 5' Splice Sites (High to Low Probability):
Position 22211: 0.9989772669472882
Position 74: 0.9841033244176947
Position 8730: 0.9385926022155023
Position 19781: 0.6795106342010768
Position 10350: 0.6366334008499724
Position 15663: 0.6112465330256804
Position 16780: 0.5036851336768383
Position 1379: 0.4574199818816299
Position 20613: 0.3277662309071626
Position 15794: 0.307493234384864
Position 39218: 0.27360916558598297
Position 10899: 0.26907679007134083
Position 8292: 0.16575366629353605
Position 25437: 0.16506289308169445
Position 17244: 0.12822841950689082
Position 12069: 0.11001245095063036
Position 13830: 0.10274136585476697
Position 19505: 0.07981248804373356
Position 7181: 0.07607477044696921
Position 16594: 0.07199373940512303
Position 12026: 0.06943830395333604
Position 1786: 0.06191879661168911
Position 9536: 0.06107114219495782
Position 17619: 0.04727033113529891
Position 585: 0.045158487886227554
Position 8699: 0.045157515732410405
Position 22064: 0.037776870735700505
Position 15225: 0.032881201373593114
Position 1412: 0.029990596352500388
Position 761: 0.02958259953500162
Position 17249: 0.02284752212623676
Position 13519: 0.022054101144802614
Position 17603: 0.021911875067032783
Position 16911: 0.021846663929966446
Position 571: 0.0206458742222131
Position 9203: 0.01900799475503878
Position 8427: 0.01749571365017785
Position 21317: 0.01601015510655142
Position 7519: 0.014371355284894383
Position 7185: 0.011493292507664432
Position 20773: 0.01039020597916633
Position 11201: 0.009507863069572114
Position 24968: 0.00924251103436009
Position 1445: 0.009183721668091888
Position 12255: 0.009047295626674532
Position 763: 0.00771991512246962
Position 2799: 0.007663607323687484
Position 11884: 0.007289287412869479
Position 13489: 0.006603696446300048
Position 12058: 0.006353361851281264
Position 2667: 0.005966469247578855
Position 18194: 0.005510761474339856
Position 7001: 0.004854202048645447
Position 14991: 0.0043916434059168875
Position 25880: 0.004007784219105985
Position 6406: 0.003968287233802686
Position 466: 0.003599863824606195
Position 4546: 0.003585099777309074
Position 12212: 0.00357335883704148
Position 1840: 0.003159441846161508
Position 725: 0.003114517963269221
Position 18850: 0.002991920888009168
Position 2163: 0.00292163201875361
Position 174: 0.0028983795505157714
Position 6000: 0.0026951801382478213
Position 279: 0.0025842034996433195
Position 1252: 0.0024385191779422314
Position 17531: 0.002373218181383744
Position 14938: 0.002234378809675164
Position 31444: 0.002085566934286042
Position 17897: 0.0018355823843963924
Position 5381: 0.0018148385197484717
Position 622: 0.0017968648809747639
Position 7609: 0.0017326736824551105
Position 12050: 0.0015085676482507818
Position 17712: 0.0014570438765325508
Position 510: 0.0013734762879049572
Position 17434: 0.0013628670707076388
Position 1591: 0.0013003636290653665
Position 17645: 0.0012894955398298164
Position 9601: 0.001256244239578241
Position 7046: 0.0012254611428980482
Position 15677: 0.0012015671261814858
Position 13492: 0.0011189411986867938
Position 5991: 0.001002617043656024
Position 10354: 0.0009838441549283208
Position 1538: 0.0009398525515019836
Position 3585: 0.0008688725952691996
Position 5535: 0.0008488403740780051
Position 3788: 0.0008270211444653113
Position 16099: 0.0006866293942487897
Position 1145: 0.0006192445964018177
Position 1533: 0.0005976011075912582
Position 10759: 0.000525492464342505
Position 1641: 0.0005133077405960456
Position 12075: 0.0005112511117111231
Position 2466: 0.00037592688643126233
Position 438: 0.00035995596432121117
Position 3419: 0.00034179366886767995
Position 451: 0.0002951675105613802
Position 371: 0.00029348205760550453
Position 12062: 0.00029107645497975437
Position 737: 0.00027443442715114285
Position 665: 0.0002743344066165476
Position 574: 0.00022889261197852844
Position 127: 0.00020794188514569996
Position 878: 0.00017134000103849933
Position 1556: 0.0001556897594551217
Position 1001: 0.00015468333641376685
Position 1073: 0.0001356643970794239
Position 207: 0.00012441048869868795
Position 940: 0.00011158073933581559
Position 193: 0.0001093223252917297
Position 858: 9.758344616902689e-05
Position 11248: 9.515731937603153e-05
Position 27406: 9.434380019110325e-05
Position 829: 9.201391370818439e-05
Position 785: 8.010841785943225e-05
Position 473: 7.962357641801005e-05
Position 802: 7.560798567435069e-05
Position 513: 6.999016042036738e-05
Position 1155: 6.311817776577506e-05
Position 1585: 5.973455021053493e-05
Position 1473: 5.403049033779673e-05
Position 339: 5.118056066897011e-05
Position 382: 3.463557071136761e-05
Position 22986: 3.332016399465221e-05
Position 323: 2.4717454908300713e-05
Position 248: 2.3578823725987946e-05
Position 391: 2.270269931568612e-05
Position 453: 2.090312627989827e-05
Position 1475: 1.9283770170805682e-05
Position 1383: 1.851035949179806e-05
Position 951: 1.7109254089223997e-05
Position 767: 1.4482226542391676e-05
Position 24400: 1.0449767778269157e-05
Position 1273: 9.92481802186762e-06
Position 406: 8.878777787622394e-06
Position 230: 8.791102777360935e-06
Position 897: 8.23753746961855e-06
Position 24803: 7.946815999429317e-06
Position 1283: 7.605924542471123e-06
Position 1266: 6.593314429494005e-06
Position 1391: 5.98467031022496e-06
Position 477: 5.793107513198297e-06
Position 331: 5.285582197536609e-06
Position 107: 4.182690732629357e-06
Position 966: 3.0469068343406767e-06
Position 1945: 2.7099064579670924e-06
Position 3: 2.2858554108288084e-06
Position 984: 2.2218713405776613e-06
Position 901: 1.9696186481431524e-06
Position 1396: 1.6038307032428826e-06
Position 455: 1.2948894785097642e-06
Position 850: 1.2473660763040297e-06
Position 1477: 1.2074896500785208e-06
Position 1416: 1.0797443759157918e-06
Position 680: 9.2817133728394e-07
Position 1730: 4.901915444837953e-07
Position 144: 4.405369590613306e-08
Position 142: 1.4506543339903822e-08
Position 357: 8.752941421656638e-09
Position 430: 5.468988441417765e-09
Position 400: 4.717054052439189e-09
Position 219: 3.231104460222268e-09
Position 38: 9.427311374609201e-10
Position 468: 3.610570096531345e-10
Position 457: 2.6850674828618727e-10
Position 18: 9.974113637239232e-12
Position 352: 3.4679079589227217e-12
Position 253: 4.079513751985964e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 22144: 0.9589207083066855
Position 8544: 0.8998530390537535
Position 15568: 0.8703415169214094
Position 19704: 0.679905279007961
Position 44426: 0.6137320403175761
Position 10246: 0.5330779609021513
Position 39085: 0.5013365565318478
Position 1225: 0.5000550028435701
Position 20480: 0.3320140207247933
Position 16702: 0.3278597682704185
Position 16513: 0.23180008871971214
Position 11965: 0.19855201071665946
Position 8130: 0.11699028157701657
Position 10802: 0.09546255922064621
Position 17006: 0.09543185218845499
Position 8605: 0.08124624229501622
Position 10652: 0.08028120911573586
Position 19434: 0.07981248804373356
Position 17529: 0.07614894308132937
Position 465: 0.07286934219018885
Position 10226: 0.07053388287740038
Position 13721: 0.06729839502923782
Position 25234: 0.06649942514963025
Position 1665: 0.06436466942210889
Position 17072: 0.05514129683261984
Position 7000: 0.05169783363725056
Position 15726: 0.04684855650875991
Position 9415: 0.045852833441709755
Position 22040: 0.03894423567502321
Position 25355: 0.037851719663882614
Position 7072: 0.03580068373957515
Position 16593: 0.03471165037323413
Position 21724: 0.03344856715070782
Position 13744: 0.032608099599575585
Position 25294: 0.03158682658488591
Position 10707: 0.027680351937000452
Position 15113: 0.02688806168702034
Position 25257: 0.025906771550497705
Position 31603: 0.02306074307438282
Position 10713: 0.020211148850847672
Position 30431: 0.019140009401438566
Position 13371: 0.018097098396044287
Position 8291: 0.01749571365017785
Position 31638: 0.017324217690370614
Position 21204: 0.016010155106551422
Position 680: 0.014576232283266894
Position 13434: 0.01451525412912316
Position 7917: 0.01384996073785725
Position 10787: 0.01354053500130556
Position 7356: 0.012795946986210435
Position 14894: 0.012619347088503116
Position 24887: 0.012449513293822646
Position 7942: 0.01243110681475625
Position 8038: 0.01240192128277217
Position 33065: 0.012149896820946856
Position 9136: 0.01148445390578553
Position 2588: 0.010845131960638682
Position 9476: 0.010699650045560536
Position 28855: 0.010288775251820965
Position 8229: 0.010080395881133799
Position 612: 0.009955955569704772
Position 11145: 0.009603370684241537
Position 10847: 0.009603350592712058
Position 10302: 0.009552983742123797
Position 10809: 0.008144899012485688
Position 9004: 0.007986182553933505
Position 9966: 0.007914501055495734
Position 10675: 0.007888503242376003
Position 9947: 0.007768456366295561
Position 27511: 0.007093676044165822
Position 10102: 0.006679871536302808
Position 36521: 0.006484367454174634
Position 6862: 0.006149208769351546
Position 39090: 0.0059961477875691265
Position 21860: 0.005683921236592707
Position 9396: 0.005257017381037211
Position 20612: 0.005145457388069045
Position 25325: 0.005091972980035369
Position 28298: 0.004256777192842657
Position 24364: 0.004079227072282471
Position 227: 0.0039206143244120565
Position 5931: 0.0037337697236701417
Position 4423: 0.003585099777309075
Position 11682: 0.0033486374251753544
Position 7382: 0.0033080819811390915
Position 33859: 0.0032227539866239887
Position 6206: 0.0032191427194387394
Position 16875: 0.00315769932187968
Position 26754: 0.0029730976404897793
Position 25789: 0.0028680616593852017
Position 10607: 0.0027719701495510776
Position 18052: 0.002770688118473338
Position 18093: 0.002740073355866523
Position 31300: 0.0027312261243441515
Position 15618: 0.0025995131710273597
Position 33034: 0.0024710185144586174
Position 10569: 0.002390161354129716
Position 25765: 0.0023647560762347615
Position 28930: 0.002292149734674399
Position 11922: 0.0021464515683748864
Position 33486: 0.002124274589110015
Position 18748: 0.0021218892537475157
Position 3351: 0.0018946947449024931
Position 11820: 0.0018750424291496721
Position 23659: 0.0018145577065803178
Position 5317: 0.0017684730604909937
Position 26328: 0.001738414024977759
Position 2059: 0.0016064929084313717
Position 1491: 0.0014331725781627992
Position 17290: 0.0013628670707076388
Position 32771: 0.0013275967791099145
Position 10872: 0.0013116606036806988
Position 8498: 0.0012909532412764399
Position 31479: 0.001286972213931387
Position 1059: 0.001267445079649835
Position 22989: 0.001258689888183444
Position 30232: 0.0012319151528826936
Position 263: 0.0011805312441295762
Position 31178: 0.0011112338429147257
Position 2617: 0.001097979784371478
Position 22508: 0.00106590647488746
Position 11766: 0.00105330681193008
Position 10128: 0.0010115063376461989
Position 20583: 0.0010108391177949736
Position 374: 0.001000513592592788
Position 25842: 0.0009505800548079598
Position 31857: 0.0009219771355676097
Position 26975: 0.000897982342578286
Position 5291: 0.0008952058333354874
Position 684: 0.0008912085484526036
Position 18810: 0.0008700316342616488
Position 30254: 0.0008495789288238873
Position 8460: 0.0008231685271270489
Position 6318: 0.0007131719725976482
Position 22292: 0.0007096067077489293
Position 15993: 0.0006866293942487915
Position 417: 0.000649586640702233
Position 31145: 0.0006494821710347511
Position 26694: 0.0006394378143334414
Position 2632: 0.0006379982697793782
Position 29476: 0.0006300026086860901
Position 31079: 0.000617294161117943
Position 29960: 0.000583619791476427
Position 10293: 0.0005805446825211081
Position 11659: 0.0005717110426142258
Position 28411: 0.0005631726654713114
Position 30591: 0.0005478063436070582
Position 25436: 0.0005387001319086182
Position 8527: 0.0005367504379771476
Position 2022: 0.0005263697859256085
Position 2417: 0.0005110165420827713
Position 30736: 0.000510541437505989
Position 33397: 0.0005055882932177939
Position 25540: 0.0004842424653129469
Position 25047: 0.00048103241031522564
Position 11708: 0.0004789933341883569
Position 33180: 0.000471174550969056
Position 17207: 0.00046710005018223
Position 9841: 0.000448206186522
Position 27239: 0.00043664713727328385
Position 1252: 0.0004008609560035022
Position 2094: 0.00039977846670937963
Position 1283: 0.0003987867216810893
Position 1944: 0.0003858855475365311
Position 22962: 0.00038462095765599055
Position 2721: 0.00038080415465536945
Position 27443: 0.00037885171057883143
Position 568: 0.0003771230191924003
Position 23186: 0.00037258215249893464
Position 28023: 0.00034228395770292557
Position 875: 0.00033102108603164077
Position 23304: 0.0003230554956548578
Position 22809: 0.00031324397470011147
Position 23679: 0.00029889977216845167
Position 28894: 0.0002952022498313304
Position 1712: 0.00028403357198692196
Position 2517: 0.0002694292370749707
Position 2367: 0.0002544237066345268
Position 24815: 0.0002525551404399102
Position 24073: 0.00022171612073281155
Position 28449: 0.0002120117835559022
Position 22412: 0.000188472306232701
Position 15405: 0.000169443861086471
Position 26459: 0.0001680232774339571
Position 26650: 0.00015551974548262535
Position 3669: 0.00014299266369969464
Position 27071: 0.00013463040063316307
Position 23655: 0.00011912588720689909
Position 24388: 0.00011632394730168771
Position 513: 0.00011628331305235194
Position 23541: 0.00011584284231268872
Position 10462: 0.00011002753286428443
Position 23954: 0.0001020165805891996
Position 25127: 9.377211104212836e-05
Position 1590: 8.719210134476295e-05
Position 26162: 8.440819136504715e-05
Position 10869: 8.205220670949728e-05
Position 19889: 7.984107380090931e-05
Position 24002: 7.817179400948264e-05
Position 10525: 7.457620329135655e-05
Position 28302: 5.8291312304269e-05
Position 9110: 5.535518339053787e-05
Position 10330: 4.9426391287312194e-05
Position 22347: 4.862755736960713e-05
Position 940: 4.7965792944407705e-05
Position 230: 4.497086266257666e-05
Position 24039: 4.4936704929313e-05
Position 22858: 4.2543919060060406e-05
