Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  1000
Partition function (log Z): -2.6802278653815694

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.9404003728474096
Position 5123: 0.7620128565380436
Position 7007: 0.7420183403978581
Position 4141: 0.6957017466686695
Position 4831: 0.609614576578924
Position 8035: 0.4518072137968826
Position 3577: 0.4150991530042619
Position 126: 0.3559225859681113
Position 4466: 0.3266976231880432
Position 8000: 0.3191879950262687
Position 9847: 0.30992606714381793
Position 7731: 0.27212591447103174
Position 350: 0.16384850228163458
Position 208: 0.09570570368884564
Position 8320: 0.07571086878953683
Position 80: 0.07453067728676864
Position 524: 0.06880785127806607
Position 4461: 0.06431548465688967
Position 4002: 0.06395733201587911
Position 4900: 0.0600486106129837
Position 7223: 0.05072876729094456
Position 8260: 0.04503324348201281
Position 4016: 0.04492425562962386
Position 3379: 0.04112347252817047
Position 9246: 0.04083115722949916
Position 699: 0.040005171775762204
Position 6967: 0.03756699849150237
Position 7738: 0.03396030156685368
Position 874: 0.028601529935937457
Position 163: 0.024545127489981604
Position 431: 0.02361365796294004
Position 3469: 0.023604556008669057
Position 8173: 0.022174848951086828
Position 8504: 0.01835120577701954
Position 606: 0.015063374514036975
Position 2089: 0.014459715364535454
Position 3595: 0.01432923795171009
Position 1001: 0.013872005538240447
Position 5128: 0.013339257017072285
Position 10684: 0.013129553565242532
Position 1256: 0.012766068215899743
Position 9981: 0.012730766932587491
Position 4843: 0.012106469718910006
Position 7824: 0.011653723258897745
Position 36: 0.011107109369466954
Position 305: 0.010261008179883315
Position 8522: 0.01025713814836313
Position 7762: 0.009841000467748042
Position 1128: 0.009417513242860687
Position 5291: 0.00916184349468346
Position 2229: 0.009103872433556455
Position 216: 0.008557099581348867
Position 9364: 0.00815644483262388
Position 4421: 0.00811373589134017
Position 2027: 0.008012040235338124
Position 2119: 0.007973816309019744
Position 3978: 0.007671169404813064
Position 479: 0.007599078216769874
Position 3669: 0.0075763249772577935
Position 5148: 0.007550875500128807
Position 1440: 0.0072455922538227835
Position 4880: 0.006812215978312602
Position 10697: 0.0065408535470288425
Position 387: 0.006458407165667824
Position 1333: 0.006364448255332111
Position 5421: 0.006185619505912232
Position 3761: 0.00589741776984756
Position 4375: 0.005518007054322808
Position 654: 0.005476454289568373
Position 8640: 0.005147673212920358
Position 8743: 0.004972368295460619
Position 2423: 0.004882919019372727
Position 89: 0.00439971553111671
Position 781: 0.004277445453217028
Position 10668: 0.004110693684035642
Position 8262: 0.004063266926870129
Position 5140: 0.003737011997434628
Position 6029: 0.0036592606779275705
Position 5481: 0.0035530017579811853
Position 3985: 0.0034436588209272763
Position 5740: 0.0033804988863665865
Position 3308: 0.0031920371474896954
Position 4666: 0.00318927111166078
Position 9208: 0.003016564321796388
Position 5492: 0.0027531451822936787
Position 4031: 0.0025790256187156295
Position 7214: 0.002381772176171256
Position 3295: 0.0022177730703321816
Position 438: 0.002131668546940604
Position 9430: 0.0021309310141578073
