Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557 16765]
SMsplice 3SS: [ 4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659 18857]
top_k =  1000
Partition function (log Z): 7.609398663100814

Sorted 5' Splice Sites (High to Low Probability):
Position 5980: 0.9777332628999886
Position 11050: 0.9559812398052303
Position 5117: 0.8545596235291806
Position 15330: 0.8332576422911474
Position 13665: 0.8229366681752662
Position 6525: 0.7951951353633007
Position 8879: 0.7509604932948647
Position 16765: 0.6415853855107065
Position 9839: 0.6328231185147479
Position 7543: 0.6240255853042009
Position 4662: 0.5491666485481682
Position 15557: 0.5251747595366907
Position 8565: 0.49509572309566285
Position 458: 0.4780150944512031
Position 14359: 0.40079321433157417
Position 7946: 0.3135023730961968
Position 18444: 0.2565550323436182
Position 10478: 0.24702758241506487
Position 156: 0.20267790192201715
Position 16843: 0.19750314452532075
Position 56: 0.16909217191804132
Position 15534: 0.11929285981418833
Position 6492: 0.10598689686029912
Position 14380: 0.09733488987334124
Position 1787: 0.09724284273532023
Position 14508: 0.09618903072127066
Position 339: 0.09505850418184328
Position 1042: 0.08464935979946552
Position 9028: 0.08459169871664422
Position 107: 0.05158362297789601
Position 241: 0.05076297821022793
Position 6664: 0.048859549770293435
Position 16201: 0.04674191660322087
Position 14558: 0.039762091757756995
Position 8697: 0.03952301999459895
Position 2801: 0.032137376996326024
Position 17024: 0.03207748320527746
Position 15702: 0.02962122035209168
Position 7274: 0.027481237510490444
Position 16862: 0.026007394393364757
Position 16593: 0.023901022612465718
Position 17503: 0.022974793528178463
Position 18241: 0.022327757208676614
Position 2778: 0.019157259082528057
Position 8420: 0.019074890075844224
Position 16262: 0.018073761189778038
Position 15746: 0.01643564076839093
Position 10227: 0.01631751939191558
Position 1729: 0.016221611116993894
Position 9060: 0.015731143933602743
Position 9593: 0.013720253532454317
Position 1052: 0.011177743349483245
Position 10178: 0.010306500989788683
Position 7128: 0.009991288150679699
Position 16710: 0.009455181884309716
Position 9361: 0.007991067869420384
Position 14791: 0.007769362515939578
Position 1892: 0.007395897069318718
Position 8089: 0.006893577663400428
Position 14573: 0.006220966832095263
Position 185: 0.0055654908789124985
Position 6276: 0.0052421984082495305
Position 10720: 0.004822036050624558
Position 17917: 0.004759217410472457
Position 4658: 0.004714680786175979
Position 16154: 0.004611488065784116
Position 5764: 0.004255531761281382
Position 14345: 0.003851947833728632
Position 10434: 0.0036085463655492166
Position 8114: 0.0033332215670659002
Position 4701: 0.0033251373821997893
Position 589: 0.0030339125081130535
Position 17517: 0.0027929022687310573
Position 4837: 0.002737038991403853
Position 12485: 0.002585546132445788
Position 10191: 0.0025386141871559745
Position 205: 0.002455366857491926
Position 6850: 0.002308671572669503
Position 10277: 0.002175084727948898
Position 582: 0.0019143511213811453
Position 5770: 0.001580460850748285
Position 2085: 0.0014346915081244601
Position 9456: 0.0013822324221249985
Position 1057: 0.0013318133801167196
Position 1016: 0.0012842953394350907
Position 6500: 0.0012627658224477944
Position 17415: 0.001198049263687292
Position 8254: 0.0011079983333832444
Position 8368: 0.0009355392202016424
Position 9724: 0.0008418839708902422
Position 13143: 0.0007894111179355462
Position 15551: 0.0007361118827047237
Position 3215: 0.0006734453282239327
Position 6787: 0.0006729781491474657
Position 2715: 0.0006495652671493225
Position 3740: 0.0006410868983289807
