Gene = JAZF1
index = 725
Annotated 5SS: [   281 188835 285524 340046]
Annotated 3SS: [188761 285326 339875 347766]
SMsplice 5SS: [   281   9352   9898  10101  17528  23834  24130  30722  43445  43677
  68142  85125 188835 212453 216576 230726 266491 267352 268285 285524
 316684 316899 317221 335995 340046 340490 342388 344560 344794]
SMsplice 3SS: [  9238   9766   9975  17355  23704  23965  30665  43309  43528  68059
  85003 188761 212290 216498 230583 266410 267289 268207 285326 316574
 316761 317105 335893 339875 340207 342280 344480 344676 347766]
top_k =  1000
Partition function (log Z): -139.34133160868154

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9881469983654424
Position 17528: 0.9730490603108574
Position 24130: 0.9700378240138029
Position 9898: 0.7481616731571527
Position 9352: 0.7082966973374294
Position 10101: 0.5459491206610295
Position 23834: 0.4393714150474056
Position 30722: 0.42498100742286365
Position 6624: 0.3867404855630839
Position 15700: 0.3570852588592948
Position 18940: 0.29206910280898796
Position 6619: 0.29068149369161683
Position 4973: 0.2573768055831078
Position 32987: 0.21669079267505179
Position 9296: 0.21327070413206015
Position 10148: 0.21229758006472407
Position 30001: 0.16118317678558922
Position 18067: 0.11810775725693248
Position 4662: 0.10892287825674271
Position 30764: 0.1043227622954985
Position 10668: 0.08021963296244088
Position 18325: 0.0748390215155857
Position 8972: 0.06845922410226844
Position 33656: 0.06449075061699455
Position 1535: 0.06133620958357878
Position 5246: 0.058098779326462346
Position 33550: 0.05127768545581026
Position 18089: 0.048293311588728426
Position 18866: 0.04190814441800889
Position 26017: 0.04150340018144993
Position 7710: 0.03861182823946507
Position 6307: 0.03584474924045344
Position 8422: 0.03514624815848627
Position 26926: 0.03179190881577319
Position 10055: 0.03133724544820462
Position 30265: 0.025768208140736274
Position 7148: 0.024194868170954936
Position 23791: 0.02332703338463536
Position 1950: 0.022684653381500223
Position 32971: 0.021634953286857075
Position 31194: 0.020545137326955003
Position 9599: 0.01824034796239241
Position 14224: 0.018074005444533758
Position 8339: 0.016841125950993987
Position 30936: 0.0158058079331677
Position 5009: 0.014744988086777286
Position 4906: 0.01116012630672242
Position 12664: 0.010713547035109497
Position 3046: 0.008848690241583792
Position 296: 0.0079272932302876
Position 9393: 0.007459871526696524
Position 2114: 0.007263045461621139
Position 4621: 0.006200509914708397
Position 13732: 0.005841346831016241
Position 13573: 0.005704605398139242
Position 919: 0.0054416555606763275
Position 3739: 0.0053976563564951344
Position 4892: 0.005389018972664782
Position 33649: 0.004987446924720326
Position 28121: 0.0049422891291346464
Position 8066: 0.004847789880686851
Position 9872: 0.004373327620036888
Position 7500: 0.003977832824916441
Position 18188: 0.0034205881453712806
Position 9318: 0.0034066205157951713
Position 2957: 0.0032528544581946067
Position 6317: 0.003245980096311573
Position 5261: 0.002774098009376344
Position 9397: 0.0026680788283950404
Position 1658: 0.00256628221611981
Position 1542: 0.0024060578579157724
Position 3792: 0.0020808693548500065
