Gene = PLPP1
index = 1038
Annotated 5SS: [   479  59752  67182  93200 109188]
Annotated 3SS: [ 59599  66900  93141 109010 109715]
SMsplice 5SS: [   479   6868  44091  56333  59752  67182  93200 109188]
SMsplice 3SS: [  6772  43935  56138  59599  66900  93141 109010 109715]
top_k =  1000
Partition function (log Z): -49.32645065451723

Sorted 5' Splice Sites (High to Low Probability):
Position 6868: 0.7914181779096515
Position 7202: 0.7233013833103489
Position 479: 0.613266692499968
Position 20081: 0.42112879341411164
Position 14953: 0.3954990776967077
Position 14880: 0.3811203871769805
Position 3858: 0.3511234718015833
Position 16401: 0.2911868937689686
Position 3452: 0.2811365938910317
Position 444: 0.21795321715248595
Position 146: 0.16987341416944599
Position 16301: 0.15321021144427166
Position 217: 0.14430184998619056
Position 16323: 0.10104920512900974
Position 6116: 0.10100242186647551
Position 13129: 0.07416214584982649
Position 13823: 0.04320134820080747
Position 15226: 0.04194468406054546
Position 15426: 0.03993797963609113
Position 685: 0.039847350980223406
Position 483: 0.03039708717596935
Position 15562: 0.028258766810240383
Position 16034: 0.0265947142132173
Position 250: 0.026226634708793495
Position 3644: 0.020213314800614585
Position 1376: 0.013733341335128815
Position 957: 0.013144324136788121
Position 497: 0.011172097537010435
Position 204: 0.010762915567279856
Position 5035: 0.007389207295107994
Position 6571: 0.00593998687281834
Position 561: 0.005178350886899966
Position 2763: 0.003533273185942069
Position 782: 0.0033373757881805595
Position 3653: 0.002982902996225831
Position 1194: 0.0027827761596216386
Position 5064: 0.0018022044848667682
Position 16304: 0.0017970485681192928
Position 804: 0.0016822250832535556
Position 3648: 0.001492197775020519
Position 6785: 0.0014373103828433417
Position 11583: 0.0012568966183511706
Position 15208: 0.0011909229257138724
Position 1189: 0.0010486526827295116
Position 3712: 0.0006879428266229107
Position 4883: 0.000581193654941058
Position 966: 0.0005001260550345213
Position 1281: 0.0004795017228490246
Position 4228: 0.0004794493362845498
Position 899: 0.00037912410320508
Position 3690: 0.00030981714699069673
Position 266: 0.0003013957720408887
Position 2025: 0.0002974262544831571
Position 46: 0.0002664261306923012
Position 84: 0.00022518485399218517
Position 6314: 0.0001080220119883396
Position 510: 0.00010509727666716395
Position 988: 4.7091466391163456e-05
Position 849: 4.512524433746413e-05
Position 202: 4.356583411169423e-05
Position 799: 2.691715382358295e-05
Position 7500: 1.800288858950363e-05
Position 7078: 1.5099937559137945e-05
Position 67: 1.3258586971106217e-05
Position 577: 6.445158159018329e-06
Position 981: 5.951187023563592e-06
Position 969: 5.456629005430353e-06
Position 1055: 4.451206489081135e-06
Position 1402: 3.156457958600139e-06
Position 1021: 2.7574731953134417e-06
Position 1927: 2.542445976733107e-06
Position 508: 2.5138443645253277e-06
Position 460: 2.046495213166949e-06
Position 131: 1.7210150387965225e-06
Position 313: 1.6238396782160186e-06
Position 4042: 1.5200472608524935e-06
Position 1040: 1.4572730555630622e-06
Position 1216: 1.0244549501560044e-06
Position 817: 7.636426450015943e-07
Position 670: 6.509161288480415e-07
Position 1439: 6.28704236309144e-07
Position 834: 6.104536601774112e-07
Position 1015: 3.20443721081454e-07
Position 1299: 3.0097500370411516e-07
Position 976: 2.435427218750735e-07
Position 1209: 2.3840863179501455e-07
Position 3836: 2.055947969259282e-07
Position 1031: 1.2642753018690085e-07
Position 4034: 9.49527973204199e-08
Position 587: 4.411872278463667e-08
Position 423: 4.028312134265967e-08
Position 674: 2.4234735260194545e-08
Position 385: 2.0847765013367272e-08
Position 518: 1.819666307862674e-08
Position 471: 1.3929930423957945e-08
Position 7385: 1.1687438110443481e-08
Position 715: 9.087961263373482e-09
Position 754: 8.111342173541527e-09
Position 563: 4.174234779648264e-09
Position 29: 3.4389104528508803e-09
Position 469: 2.724414723637366e-09
Position 448: 2.3136880017702524e-09
Position 326: 1.177489348349293e-09
Position 565: 8.132043488630768e-10
Position 372: 7.009028615425582e-10
Position 658: 6.082194751918818e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6772: 0.690455929531802
Position 16229: 0.571035527743856
Position 19957: 0.4675079501209175
Position 7111: 0.36810575349118013
Position 7029: 0.3595725654887094
Position 14751: 0.3413984202636826
Position 14848: 0.32466399245917654
Position 23714: 0.29185420175243854
Position 3732: 0.2822337723756868
Position 380: 0.25967650776400597
Position 29000: 0.2230374593541715
Position 22948: 0.15255675433310212
Position 14705: 0.12038495095370036
Position 15309: 0.11264141279748012
Position 3229: 0.11240398367021016
Position 6041: 0.09669391387262727
Position 17240: 0.0907210755160291
Position 6745: 0.08927113687104851
Position 3774: 0.05588587203890163
Position 3187: 0.05298311954366806
Position 23843: 0.0472005232654177
Position 15139: 0.04450985547147164
Position 13705: 0.04359746684041741
Position 12857: 0.04295224375524956
Position 15901: 0.0386492436252944
Position 3548: 0.03690198639057389
Position 3368: 0.03492708147939637
Position 3365: 0.03416316478522078
Position 12977: 0.03363139467483629
Position 3232: 0.0322555102180455
Position 15305: 0.028548337337473403
Position 3151: 0.01439628320938528
Position 6851: 0.013211696636068504
Position 1122: 0.012446007492378489
Position 406: 0.0094968653270862
Position 4834: 0.007768053003872827
Position 584: 0.006841009347847618
Position 6464: 0.0059399868728183145
Position 15327: 0.005134024877965865
Position 1085: 0.0048307835180319905
Position 5980: 0.0044883366681911134
Position 761: 0.0044430154234775645
Position 638: 0.0035632663458917825
Position 2550: 0.0033674806371612642
Position 7456: 0.0031985664664355
Position 8498: 0.0015111507689455886
Position 4522: 0.0012860776942157197
Position 385: 0.0012125085999579808
Position 11496: 0.0011388588349103904
Position 16007: 0.0010039332750269732
Position 7293: 0.000954719168671148
Position 617: 0.0009231103832024207
Position 10267: 0.0008531796867279097
Position 3663: 0.0008354497669827827
Position 6988: 0.0007124200238607318
Position 4838: 0.0006636022922173185
Position 3812: 0.00063729793790468
Position 333: 0.0006282847088890706
Position 13540: 0.0006275704523411583
Position 807: 0.0006117171327095929
Position 861: 0.0005573847658897385
Position 8121: 0.0005091137930662348
Position 11446: 0.00047012196725794035
Position 8746: 0.00045938827399811296
Position 7492: 0.0004586548504454805
Position 9625: 0.00044805571574942353
Position 9089: 0.00044603021374031883
Position 4067: 0.00044137602156018403
Position 316: 0.0004387892469037942
Position 11456: 0.00034634603824114927
Position 11004: 0.00033978286759251254
Position 11007: 0.00032439847855491195
Position 8848: 0.0003148411971148752
Position 1157: 0.0003077597933360003
Position 1235: 0.0003062689795152572
Position 5034: 0.0002927375561540893
Position 8001: 0.00028147778789828137
Position 10317: 0.0002472294809714562
Position 2641: 0.0002451729906896541
Position 14141: 0.0002358916222376682
Position 358: 0.00023478816851766078
Position 3580: 0.0002169009913944731
Position 3809: 0.00019723282621530498
Position 10834: 0.00019303687206266457
Position 1310: 0.00018406044078316268
Position 1102: 0.00017767567705691438
Position 3979: 0.00017586729605402135
Position 834: 0.00017343245910153633
Position 1160: 0.00013766574241762386
Position 7811: 0.00013021549030630086
Position 9665: 0.00011434117169500349
Position 837: 0.00010418227732468328
Position 7302: 0.00010219492750615664
Position 10610: 0.00010108765208292138
Position 535: 9.824559353161012e-05
Position 307: 9.092260835307028e-05
Position 7868: 8.217152902757095e-05
Position 10048: 7.015451017897942e-05
Position 1884: 6.81048436370532e-05
Position 9349: 6.77947720442958e-05
Position 1216: 6.289295140937055e-05
Position 1694: 5.926418197732569e-05
Position 9041: 4.6921620266306525e-05
Position 9724: 3.914561132752847e-05
Position 3101: 3.818160535733382e-05
Position 2002: 3.693579654993858e-05
Position 1926: 3.3489391699591827e-05
Position 8145: 3.21869299022246e-05
Position 11521: 3.205537974957705e-05
Position 7746: 2.9506452171713143e-05
Position 8980: 2.6058019017198298e-05
Position 1859: 2.5212241072243008e-05
Position 1830: 2.4512278987563396e-05
Position 7183: 2.29903908260824e-05
Position 415: 2.180737205564109e-05
Position 809: 1.9810966422243435e-05
Position 1833: 1.9008545643782505e-05
Position 2017: 1.726734304859426e-05
Position 1676: 1.5907290380859717e-05
Position 555: 1.5283018218221978e-05
Position 5507: 1.2453805858186477e-05
Position 272: 1.223227026785643e-05
Position 875: 6.273001094888423e-06
Position 772: 4.613191917530439e-06
Position 2930: 9.348487384983708e-07
Position 7116: 7.790671872398272e-07
Position 2121: 6.412554363280759e-07
Position 1612: 5.599456077691856e-07
