Gene = SERTAD4
index = 1248
Annotated 5SS: [ 213 5337 6810]
Annotated 3SS: [5144 6693 8758]
SMsplice 5SS: [  213  5337  6810 13129]
SMsplice 3SS: [ 5144  6693 13000 13248]
top_k =  1000
Partition function (log Z): 0.17448215120842647

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9995315490753846
Position 5337: 0.8785582148751129
Position 6810: 0.8491472704514447
Position 13129: 0.5422713373515928
Position 1985: 0.5272346471627202
Position 569: 0.5079085718072994
Position 1127: 0.2820317121316651
Position 1790: 0.23581287792886413
Position 2577: 0.1477623923678474
Position 11005: 0.12535477661131497
Position 3666: 0.0985762837872785
Position 1945: 0.08406189642133892
Position 3107: 0.07761115705548245
Position 551: 0.06250532539579137
Position 7062: 0.062412774432100776
Position 8528: 0.06158890409117537
Position 2886: 0.055478725116381473
Position 5487: 0.04941324885060343
Position 2108: 0.037059619052636675
Position 5233: 0.030363560984108976
Position 5519: 0.027307863731064724
Position 1401: 0.019332005905343463
Position 8914: 0.018966597470456224
Position 8663: 0.01745680307431716
Position 6758: 0.016256215280890173
Position 3357: 0.01287826701900679
Position 556: 0.012230151633569284
Position 671: 0.0116291724713986
Position 6984: 0.011097774478813755
Position 11987: 0.010752238311908193
Position 4670: 0.010144237373929367
Position 1456: 0.007956857770478238
Position 456: 0.0061335884883193
Position 2240: 0.00513867339060402
Position 1651: 0.0050283332690103195
Position 3795: 0.0044980930830050845
Position 646: 0.004380062596148178
Position 610: 0.004314357087940051
Position 7378: 0.004144920496843253
Position 1028: 0.003214558529668529
Position 983: 0.0031016118198504
Position 4827: 0.0030677893875232023
Position 7661: 0.0028439449035257466
Position 5859: 0.0028270652752857726
Position 4618: 0.0026362899913921728
Position 3791: 0.0021724272152148566
Position 1631: 0.001153829735846079
Position 355: 0.001025325142152106
Position 13105: 0.0009194037807068682
Position 1973: 0.0007447814847535788
Position 1428: 0.0006384899429130983
Position 2496: 0.0005665127477974643
Position 582: 0.000532279606364767
Position 1409: 0.0005281723347358154
Position 1784: 0.00043330809155792734
Position 7665: 0.0003740713805154702
Position 8561: 0.0002833517040318615
Position 627: 0.00028184414038334303
Position 1653: 0.00027805482998780604
Position 399: 0.00027116897007659193
Position 622: 0.0002684495288811988
Position 8544: 0.00025020448566899695
Position 7515: 0.00020168796394680078
Position 6799: 0.00015150780019555053
Position 2459: 0.00015114616750541867
Position 388: 0.0001142141868083831
Position 7038: 8.021374417979355e-05
Position 7374: 6.737785412356433e-05
Position 7902: 6.710487912777034e-05
Position 868: 4.9663446788845825e-05
Position 2093: 4.249841179248664e-05
