Gene = FIS1
index = 556
Annotated 5SS: [ 126 1079 4256 4944]
Annotated 3SS: [ 945 4178 4837 5181]
SMsplice 5SS: [ 126 1079 4256 4430 4944]
SMsplice 3SS: [ 945 4178 4323 4837 5181]
top_k =  1000
Partition function (log Z): 2.6741397835498653

Sorted 5' Splice Sites (High to Low Probability):
Position 4256: 0.9671560941335101
Position 1079: 0.7607103036114298
Position 4430: 0.6416000342516713
Position 4944: 0.5346226799111047
Position 126: 0.4899481158484539
Position 159: 0.2180374999602381
Position 5083: 0.19170088688884127
Position 529: 0.11302179704565087
Position 722: 0.11023895855663884
Position 188: 0.10470587572668699
Position 1635: 0.04782316107453542
Position 4261: 0.03067547722438382
Position 4418: 0.02770456481135766
Position 1449: 0.021437402843253548
Position 4365: 0.01837098891924572
Position 1027: 0.017750249729033097
Position 4448: 0.016326925208796732
Position 1837: 0.015820223175647005
Position 4858: 0.015382405126645161
Position 403: 0.010376117084942564
Position 3496: 0.010260276494116555
Position 2228: 0.009574261882788525
Position 455: 0.008880113227713463
Position 4517: 0.007158146422313649
Position 1770: 0.0062397882310679
Position 1474: 0.004905289917904935
Position 706: 0.004814356695989231
Position 2366: 0.003995052475162115
Position 2164: 0.003246261707067804
Position 482: 0.0030468684487790663
Position 1011: 0.003017374133421624
Position 1055: 0.0024859219481690614
Position 3467: 0.0024356647979705266
Position 1168: 0.002328174493019621
Position 2564: 0.002005688489893253
Position 368: 0.0019041864749998847
Position 4536: 0.0015890133193688836
Position 2856: 0.0014274812525919781
Position 1038: 0.0012190423355341433
Position 667: 0.0011324358797306705
Position 5089: 0.0011184747606349753
Position 1268: 0.0010679757326261482
Position 2029: 0.0010352435887438453
Position 57: 0.0010048831010076179
Position 562: 0.0009257569465742854
Position 5008: 0.0006769485194053789
Position 1728: 0.0005610017974047056
Position 4546: 0.000560804031012999
Position 2398: 0.0005527875097442172
Position 4619: 0.0005336260410062739
Position 4485: 0.0005126488571823815
Position 4491: 0.00047627198630548174
Position 686: 0.00046911324213164693
Position 2373: 0.00042403575856317626
Position 2106: 0.0003945206133880982
Position 4512: 0.00029949797530385495
Position 4357: 0.00027336503907518625
Position 4803: 0.00023995963820527399
Position 4494: 0.00022999696317926543
Position 171: 0.00022792257723031772
Position 4377: 0.0002216318444572543
Position 1020: 0.0002203837367133036
Position 830: 0.00021628596680349984
Position 1130: 0.00020956624947064974
Position 1312: 0.00019745711489739813
Position 4407: 0.00019706179779354602
Position 5000: 0.0001958438836246655
Position 4964: 0.00018802799669778253
Position 1772: 0.0001803938759305946
Position 2039: 0.0001723083489888397
Position 578: 0.00016590285274094095
Position 3944: 0.00014579996616716714
Position 107: 0.00013865002829236211
Position 4375: 0.00013371292457670214
Position 105: 0.00012900768132264245
Position 4591: 0.000112778273507624
Position 2521: 0.00010424568111305908
Position 1587: 9.14224056452391e-05
Position 800: 8.940558107974166e-05
Position 1302: 7.731670648780293e-05
Position 52: 7.121145754475266e-05
Position 428: 6.505503995157675e-05
Position 1089: 5.897362992787348e-05
Position 472: 5.5969565249899654e-05
Position 441: 5.4276142184575915e-05
Position 653: 5.358312886052815e-05
Position 315: 5.060740363928868e-05
Position 1328: 4.959573218252746e-05
Position 45: 4.354089354139487e-05
Position 1364: 4.202568059935323e-05
Position 5259: 3.95411035578541e-05
Position 4742: 3.868611773922101e-05
Position 4621: 3.564149014642595e-05
Position 516: 3.330410926836104e-05
Position 1261: 3.2415612765721967e-05
Position 4705: 2.257790365233033e-05
Position 618: 2.2491055883827045e-05
Position 5224: 1.874096990712266e-05
Position 312: 1.798639860912933e-05
Position 5267: 1.792046731532796e-05
Position 5261: 1.3570124609850686e-05
Position 4540: 1.032507027303215e-05
Position 183: 1.0152133184694923e-05
Position 883: 8.972411951278948e-06
Position 4870: 7.738966049914756e-06
Position 625: 6.148070465441539e-06
Position 320: 5.302835418013072e-06
Position 318: 4.780906806246675e-06
Position 365: 3.405626393394533e-06
Position 111: 2.173304302855268e-06
Position 4470: 1.6447414862075477e-06
Position 4235: 1.4238503656643327e-06
Position 1066: 1.3431889735352586e-06
Position 5129: 5.438123240981737e-07
Position 510: 1.3520330714083614e-07
Position 4646: 9.582456115524708e-08
Position 4: 2.135370279834516e-08
Position 55: 7.783405652924832e-09
Position 37: 4.139256314902125e-09
Position 90: 3.8145457379536105e-09
Position 633: 3.4552839076775154e-09
Position 75: 2.6386717508057017e-09
Position 457: 2.5084334122566492e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4178: 0.9964687148011859
Position 5181: 0.991022116957268
Position 4323: 0.7204544142802094
Position 945: 0.7082330084562207
Position 4837: 0.579245210561577
Position 4879: 0.11064791564300543
Position 1537: 0.056817806623016276
Position 948: 0.04791816823309612
Position 633: 0.04562421709234204
Position 5052: 0.021021361848012426
Position 4832: 0.016950873072388992
Position 2184: 0.012781150113946134
Position 1374: 0.011041571823861758
Position 342: 0.01099660708859131
Position 425: 0.010377280762416978
Position 3343: 0.009095139544233495
Position 966: 0.007973682949896609
Position 1171: 0.006425375932936353
Position 5025: 0.005707474719898487
Position 397: 0.005517259009184964
Position 671: 0.005125103077942449
Position 4883: 0.005072643970612234
Position 1513: 0.004534149913316903
Position 1257: 0.0037511046971503486
Position 1727: 0.003605351113622041
Position 4969: 0.003293227131922615
Position 1253: 0.0030725905396537514
Position 1988: 0.002377500715225216
Position 1755: 0.0023761791167727035
Position 3318: 0.002014362555086087
Position 642: 0.0020090156401744645
Position 1676: 0.0019844970892162086
Position 1971: 0.0017962530789192917
Position 1005: 0.0017719055293360846
Position 996: 0.0017533580925064149
Position 763: 0.0014919374467538581
Position 2081: 0.001419365414477028
Position 299: 0.0013269123365901591
Position 2141: 0.0012390729468982845
Position 372: 0.0012096493557553416
Position 1415: 0.0011693554029403364
Position 4740: 0.001054139323204442
Position 4663: 0.001040282490262844
Position 2669: 0.00100762880838172
Position 253: 0.0009811157449035966
Position 4483: 0.0009362408262531069
Position 776: 0.0009196232372304144
Position 4193: 0.0007416063403803108
Position 4180: 0.0007414995779388675
Position 4598: 0.000741026958421598
Position 561: 0.0007271272845862564
Position 3292: 0.0007185240605785907
Position 1281: 0.0006577766615106028
Position 1418: 0.0006417407045934948
Position 232: 0.000616509792135805
Position 282: 0.0005995499007407086
Position 1368: 0.0005491607162561219
Position 4752: 0.00047917319060908754
Position 705: 0.0004684233840708466
Position 5082: 0.0004591949224958869
Position 454: 0.00043818152479038893
Position 5386: 0.00043101787546884684
Position 2465: 0.0004162565530797288
Position 1836: 0.0003646957136367303
Position 1769: 0.00036092153041045096
Position 998: 0.0003482371712398722
Position 3289: 0.00033548187370770254
Position 262: 0.00033132137192240887
Position 2250: 0.000284777695325013
Position 2124: 0.00026128414415244375
Position 3152: 0.0002473731126384792
Position 2212: 0.0002453721466828368
Position 318: 0.0002338574713719172
Position 4900: 0.00021122616476119662
Position 3924: 0.00020895473346124974
Position 576: 0.00020348431007066544
Position 975: 0.00020084660199989394
Position 1213: 0.00019822176365341933
Position 3210: 0.00018316273228298642
Position 525: 0.00018294368053305786
Position 1519: 0.0001649072368435674
Position 4330: 0.0001610456461058907
Position 2332: 0.00015760585255212133
Position 5059: 0.0001548261945832929
Position 3818: 0.00015078275150147918
Position 5029: 0.0001488393447383481
Position 2690: 0.00014693762197593238
Position 630: 0.00014337780110449037
Position 4565: 0.00013026232684144233
Position 412: 0.00012824844880789641
Position 2677: 0.00011727779092783873
Position 5144: 0.00011443259310869636
Position 979: 0.00011424071655501483
Position 4010: 0.00010419695550645432
Position 3227: 0.00010189741355974904
Position 982: 9.526894883363481e-05
Position 1951: 9.496072363760818e-05
Position 519: 8.981502285937843e-05
Position 600: 8.970584475167848e-05
Position 1328: 8.716327549247484e-05
Position 2693: 8.50277847906398e-05
Position 4300: 8.153609632431276e-05
Position 4076: 7.953566364857097e-05
Position 3989: 7.748605387137742e-05
Position 1593: 7.685812206663026e-05
Position 5267: 7.614764369613348e-05
Position 1302: 7.290096682371183e-05
Position 2782: 7.060924651584771e-05
Position 4121: 6.39614420894657e-05
Position 3902: 5.658387534651206e-05
Position 1563: 5.5683560722444715e-05
Position 586: 4.784680301687911e-05
Position 4347: 4.697637307408075e-05
Position 301: 4.408125868596501e-05
Position 1060: 4.343239799465624e-05
Position 611: 4.3392684188202906e-05
Position 227: 4.0846773979280184e-05
Position 765: 3.941584686323028e-05
Position 1682: 3.918934667328663e-05
Position 4849: 3.649364693402793e-05
Position 4711: 3.630973269554054e-05
Position 1259: 3.600756894278215e-05
Position 957: 3.4964215136909555e-05
Position 1890: 3.493236153627234e-05
Position 1350: 3.4620370911283774e-05
Position 4340: 3.3744568239248747e-05
Position 1038: 3.2029597896038866e-05
Position 1702: 3.188371552870895e-05
Position 441: 2.8815032444075517e-05
Position 433: 2.4695181419308256e-05
Position 567: 2.4666965526384743e-05
Position 489: 2.2354922726360505e-05
Position 4930: 2.2265800933390568e-05
Position 5037: 1.9224094450877526e-05
Position 4400: 1.6275323568783782e-05
Position 597: 1.5227039483082231e-05
Position 503: 1.3222297481981566e-05
Position 357: 1.2530853570418684e-05
Position 4624: 1.2388501508643293e-05
Position 4858: 1.1704716684307425e-05
Position 5419: 1.1131103276083234e-05
Position 4666: 9.693344542762046e-06
Position 400: 9.284306276274012e-06
Position 5110: 7.88360135057988e-06
Position 407: 6.960521102645786e-06
Position 1142: 5.603463148400915e-06
Position 5281: 5.575225655796497e-06
Position 1186: 4.433072403571708e-06
Position 1198: 3.720862665687201e-06
Position 5406: 3.185696933445431e-06
Position 4362: 2.3009161147336695e-06
Position 4381: 2.2320838613879703e-06
Position 4354: 1.9600478129331937e-06
Position 888: 1.87240774535633e-06
Position 836: 1.8696029329532535e-06
Position 814: 1.8619168051207344e-06
Position 695: 1.7129309532047794e-06
Position 972: 1.5118246566743548e-06
Position 1034: 1.331676436108494e-06
Position 784: 1.3005655831768434e-06
Position 5312: 1.2905050094454445e-06
Position 892: 1.26191519422999e-06
Position 510: 9.781158200350756e-07
Position 5284: 9.486031280054732e-07
Position 1353: 7.673298203265579e-07
Position 742: 7.004160437455315e-07
Position 794: 6.976312778993164e-07
Position 818: 6.795109902654917e-07
Position 3733: 6.1521442855317e-07
Position 821: 5.831237974331833e-07
Position 787: 5.48872163529631e-07
Position 1678: 5.041566848844218e-07
Position 5086: 3.2226101463156746e-07
Position 312: 2.2634259363985847e-07
Position 1481: 1.9385405138657587e-07
Position 4485: 1.7328611788665446e-07
Position 2348: 1.4016427243693823e-07
Position 528: 1.3471330144328278e-07
Position 683: 1.0776539164019751e-07
Position 4618: 9.912661995819491e-08
Position 4576: 5.453174741808868e-08
Position 4573: 5.026378937656725e-08
Position 4704: 4.8069487857613e-08
Position 4370: 1.211405605440343e-08
Position 737: 1.204183588057521e-08
Position 4364: 1.189319783203317e-08
Position 145: 8.601178325728916e-09
Position 1147: 8.494213093516332e-09
Position 859: 7.462351585927784e-09
Position 865: 7.2246724226757296e-09
Position 1077: 5.197410938524716e-09
Position 327: 4.262862681774338e-09
Position 4395: 2.0107201168062945e-09
Position 187: 7.916910705490497e-10
Position 191: 7.029515479466969e-10
Position 178: 4.759198326118089e-10
Position 147: 3.4012401110119943e-10
Position 183: 2.446611412832184e-10
Position 116: 2.465068855379058e-12
Position 532: 9.1710063537445e-13
Position 153: 5.814485763546376e-13
Position 181: 3.5680753624109085e-13
Position 130: 1.1332551849132595e-13
Position 75: 1.0578659630752108e-13
Position 158: 7.750644982817391e-14
Position 165: 6.340133012199111e-15
