Gene = ATP6V1A
index = 114
Annotated 5SS: [   95 31817 34160 37420 37815 39365 41857 42822 47976 48186 48921 51428
 56659 58507]
Annotated 3SS: [31721 34030 37204 37676 39212 41693 42712 47852 48070 48856 51223 56563
 58334 62315]
SMsplice 5SS: [   95   861 31817 37420 39365 42822 47976 48186 51428 52151 56659]
SMsplice 3SS: [  724 31721 37258 39212 42712 47852 48070 51223 52032 56563 62315]
top_k =  1000
Partition function (log Z): -30.100725496883715

Sorted 5' Splice Sites (High to Low Probability):
Position 861: 0.894303428238363
Position 95: 0.8043347823527364
Position 9633: 0.5067717718506433
Position 5072: 0.23496421804649256
Position 526: 0.13224949647378056
Position 109: 0.09722765086739824
Position 812: 0.054914285428151036
Position 11695: 0.03807084584918095
Position 11630: 0.028014315543355334
Position 9369: 0.023005819319657082
Position 65: 0.021933565234318348
Position 320: 0.020455336402189113
Position 61: 0.011430960141065986
Position 2713: 0.009299130932615408
Position 946: 0.007307733513294597
Position 1957: 0.006627131026930691
Position 1645: 0.006001431442773932
Position 650: 0.0047376246683953314
Position 828: 0.0023423758711640023
Position 4336: 0.0015318750553476063
Position 1366: 0.0010067732145160094
Position 493: 0.0008905127625169773
Position 2525: 0.0008423848807471267
Position 123: 0.0006000257315014136
Position 368: 0.0005001746037857796
Position 1467: 0.00045134463969584665
Position 1942: 0.0003217546169263866
Position 655: 0.00030631405746096873
Position 397: 0.0002984684376529844
Position 448: 0.0002646593002728751
Position 7519: 0.0002378120637851876
Position 264: 0.00019666532614993692
Position 415: 0.00014347520024961762
Position 324: 0.00011998064928764547
Position 313: 0.00011751890300227946
Position 1071: 0.00011015771315793948
Position 600: 0.00010399514186717763
Position 611: 0.00010296916987219179
Position 865: 8.132850868741183e-05
Position 690: 6.800997195014266e-05
Position 581: 3.675845607322547e-05
Position 269: 3.39052700878256e-05
Position 40: 2.982510814150646e-05
Position 1204: 2.4513862453004816e-05
Position 849: 1.8984715443414012e-05
Position 120: 1.5944425402321074e-05
Position 519: 1.5406330576394886e-05
Position 54: 1.3284324173133145e-05
Position 1220: 9.493667100312807e-06
Position 173: 8.059749843304946e-06
Position 171: 7.383380977741371e-06
Position 138: 5.390964361631073e-06
Position 70: 3.879892813552632e-06
Position 661: 2.479059585443303e-06
Position 338: 2.3948124712605464e-06
Position 404: 2.2659100760694816e-06
Position 763: 1.9564313444468207e-06
Position 297: 1.386220627985694e-06
Position 1242: 1.163748403340722e-06
Position 266: 9.351722291030328e-07
Position 902: 8.850636527006713e-07
Position 575: 8.10079274227768e-07
Position 1805: 5.119112148463879e-07
Position 2067: 4.0818424296708126e-07
Position 2071: 2.9606251475041484e-07
Position 1095: 2.86730355899651e-07
Position 1274: 2.4626566839011045e-07
Position 765: 2.1424259049499845e-07
Position 2202: 1.8639280467230535e-07
Position 956: 1.311278559801538e-07
Position 1299: 1.2092237291445624e-07
Position 870: 9.746665888711728e-08
Position 769: 9.214532966130755e-08
Position 817: 8.018939734050498e-08
Position 822: 4.919699166956668e-08
Position 820: 4.578349423528251e-08
Position 912: 4.154388375138649e-08
Position 37: 3.798679000900303e-08
Position 830: 3.446643909264666e-08
Position 14: 2.1134480143688687e-08
Position 780: 1.7685202535849213e-08
Position 378: 5.7359541111918566e-09
Position 1723: 5.019625595092104e-09
Position 212: 3.6599190082629388e-09
Position 1081: 2.5026594896769902e-09
Position 667: 4.4644978357503903e-10
Position 272: 1.53675464051346e-10
Position 549: 3.306934380299999e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 724: 0.9147569251171053
Position 9512: 0.47117502488481244
Position 22548: 0.3114867146323736
Position 4976: 0.22787663731815344
Position 14111: 0.1571442299312117
Position 20097: 0.15096510564967755
Position 20392: 0.08375557988837111
Position 470: 0.05050066291438497
Position 13274: 0.04626801387264076
Position 16661: 0.04352987194797648
Position 759: 0.04209934776687658
Position 12627: 0.03865770847689734
Position 11542: 0.03580094918844154
Position 9315: 0.035390939121921684
Position 11467: 0.03193118557284669
Position 9420: 0.023172268518393227
Position 12630: 0.02001024919469523
Position 18298: 0.014100542658845423
Position 311: 0.012586488067445225
Position 16096: 0.012204390058194512
Position 10012: 0.009124021758035204
Position 16688: 0.0079359362600919
Position 350: 0.007329881249053511
Position 447: 0.006700581841802458
Position 644: 0.006472878648279914
Position 14107: 0.006266368430660191
Position 430: 0.006133401699212612
Position 2424: 0.005778971620149167
Position 7188: 0.005763404178485383
Position 1882: 0.005139796072659458
Position 2597: 0.004820239339422032
Position 4862: 0.004461405616300961
Position 13237: 0.004368914878672995
Position 1466: 0.004179972533258734
Position 2635: 0.0038590968735139107
Position 3814: 0.003465529827643657
Position 197: 0.003434758298506417
Position 2786: 0.003327830294870127
Position 1145: 0.0033272830934685717
Position 9020: 0.003246683977982612
Position 12488: 0.0030426514853181975
Position 7644: 0.002985247879144491
Position 12599: 0.0028348424499073164
Position 1765: 0.0027850049258303406
Position 9346: 0.0027790894988733474
Position 12119: 0.002547590923201418
Position 12661: 0.002451554903102238
Position 264: 0.0023902607316582765
Position 12074: 0.0023734367696062217
Position 4950: 0.0023698011754878876
Position 10781: 0.0023345590572177136
Position 13801: 0.002230202009816619
Position 4937: 0.0022117346069343456
Position 573: 0.002211620980511254
Position 1453: 0.0021235454376366844
Position 1898: 0.0019720330098262546
Position 7865: 0.001940255235538235
Position 395: 0.0019321984675776034
Position 10036: 0.001866259574396071
Position 294: 0.0018398701965150937
Position 6432: 0.0014829125703718848
Position 1440: 0.0014738063704458557
Position 4217: 0.0013416390894631263
Position 6771: 0.0012722549624791233
Position 5580: 0.0012462734522364655
Position 1108: 0.0011695081191342928
Position 7854: 0.0011394582515528381
Position 10435: 0.0009833963203375858
Position 5708: 0.0009779682874283021
Position 11762: 0.000957602150916414
Position 10243: 0.0009221292810647797
Position 2522: 0.0008883458131177547
Position 4767: 0.0008664110961650305
Position 230: 0.0008566555484425661
Position 1365: 0.0008476234442310304
Position 3771: 0.0007951885696664301
Position 726: 0.0007257176984867824
Position 12906: 0.0006754940998419092
Position 10878: 0.0006481057975157108
Position 3817: 0.0006478226977186718
Position 611: 0.0006416401763451827
Position 1203: 0.0006362002397221831
Position 5609: 0.0006115853230720378
Position 10576: 0.0006110784976553572
Position 8074: 0.0006020526379737895
Position 3212: 0.0005957724549712972
Position 5269: 0.0005953389227885701
Position 2470: 0.0005680972684675904
Position 2686: 0.0005486603766084136
Position 6967: 0.0005033118890213976
Position 2927: 0.0004862277219256405
Position 8145: 0.0004521510549788132
Position 728: 0.0004406525274659671
Position 5032: 0.000433411247045515
Position 1282: 0.00041389285240075877
Position 374: 0.0003869895861011286
