Gene = OTUD3
index = 989
Annotated 5SS: [  222  8021 11968 15150 21886 22475 24104]
Annotated 3SS: [ 7871 11854 15026 21753 22377 23918 25056]
SMsplice 5SS: [  222  8021 11968 15150 21886 22475 24104 25148]
SMsplice 3SS: [ 7871 11854 15026 21753 22377 23883 25056 26643]
top_k =  1000
Partition function (log Z): 4.950225153384901

Sorted 5' Splice Sites (High to Low Probability):
Position 22475: 0.9838075620856231
Position 15150: 0.9799420080043552
Position 24104: 0.8448761587526049
Position 11968: 0.8333761554565173
Position 8021: 0.830795974422669
Position 25148: 0.8016243330974299
Position 222: 0.7249222254268256
Position 21886: 0.5696062287440261
Position 6176: 0.5143765354566529
Position 29823: 0.30712156647102934
Position 4414: 0.2693055673092192
Position 9089: 0.23868506218412025
Position 16441: 0.2339163212406942
Position 975: 0.20498302419870218
Position 10082: 0.19825445267180597
Position 6159: 0.1780744257215257
Position 5981: 0.1716857511381189
Position 208: 0.1633196444218046
Position 5770: 0.15472173202324066
Position 1542: 0.13452253521285001
Position 5764: 0.11901644010283605
Position 21862: 0.09852922011934725
Position 14731: 0.096310052484907
Position 13068: 0.08689316119272264
Position 9801: 0.08052872341021282
Position 26605: 0.07442702206071833
Position 24569: 0.06833425116781819
Position 624: 0.0665378688878962
Position 23837: 0.057759460916606796
Position 9014: 0.055422807586131245
Position 13463: 0.05096912101472282
Position 13087: 0.05088700156470346
Position 15777: 0.050549163873990235
Position 21391: 0.04872330077552987
Position 7685: 0.047886963906316464
Position 2450: 0.047224764169516494
Position 21841: 0.04150731679754073
Position 13760: 0.04138355826491289
Position 21223: 0.04045787529422035
Position 10074: 0.03451263148020792
Position 5961: 0.03309139635964319
Position 17957: 0.03244796753088747
Position 21866: 0.02942749948495965
Position 21344: 0.028033426243461643
Position 1583: 0.024270350297277695
Position 14266: 0.024181746713461218
Position 21340: 0.023894951482932168
Position 22108: 0.02382461773271524
Position 19616: 0.02352096775235733
Position 24108: 0.022597652248225374
Position 6255: 0.02234058351964268
Position 466: 0.021673057850654296
Position 18270: 0.019981420412746215
Position 12679: 0.019722575723107472
Position 15154: 0.01895992767911411
Position 4460: 0.01864096428710235
Position 14121: 0.017266618778554385
Position 16576: 0.01672014830426972
Position 3411: 0.015842509907133887
Position 21881: 0.014773691973451488
Position 21447: 0.01409706105932057
Position 3277: 0.01394067758168944
Position 25255: 0.013690060620328626
Position 21236: 0.013679874853623049
Position 22521: 0.013475079962801204
Position 9034: 0.013452418336498852
Position 28406: 0.01080353202857261
Position 23708: 0.010578928051137011
Position 14957: 0.010535433659709537
Position 21141: 0.008758012058838596
Position 24331: 0.008596019871877629
Position 23406: 0.007364232884326411
Position 19456: 0.007333244720221405
Position 26225: 0.0072420756412462815
