Gene = DMAP1
index = 450
Annotated 5SS: [  73  404  987 1444 5015 5301 5787 6023 6424 6855]
Annotated 3SS: [ 293  894 1247 4855 5132 5600 5950 6350 6561 7103]
SMsplice 5SS: [  73  404 5015 5301 5787 6023 6424 6855]
SMsplice 3SS: [ 293 4855 5132 5600 5950 6350 6561 7103]
top_k =  1000
Partition function (log Z): 18.464887375550266

Sorted 5' Splice Sites (High to Low Probability):
Position 5301: 0.9974144085866311
Position 6424: 0.9965119997373042
Position 5787: 0.8973942668891124
Position 73: 0.769093474067914
Position 1444: 0.762102685004774
Position 6855: 0.751672850205943
Position 5015: 0.7516466428712449
Position 6023: 0.5951701916827506
Position 404: 0.5780186839457134
Position 1865: 0.40105817448654213
Position 6027: 0.393099168281765
Position 2044: 0.235229466686112
Position 1851: 0.23174171184394493
Position 1162: 0.16473254138456492
Position 1015: 0.15866389046577486
Position 440: 0.14295742163995545
Position 3974: 0.13738735861457596
Position 6665: 0.13337893141255858
Position 5795: 0.07116113530132237
Position 3722: 0.053722677483034734
Position 604: 0.04875815035819659
Position 991: 0.045245679503420205
Position 6989: 0.04236468008207317
Position 499: 0.041761843843350126
Position 6715: 0.04113968834204294
Position 208: 0.038970690665620616
Position 95: 0.03365177663425968
Position 4993: 0.027678972071820542
Position 3773: 0.023121759171538418
Position 1324: 0.020335578662505734
Position 128: 0.012998582103590024
Position 317: 0.007861738382629567
Position 1167: 0.0077631062424911934
Position 6102: 0.006094323607525963
Position 3931: 0.006075279970636185
Position 2687: 0.005603945686886818
Position 4865: 0.005424559837217751
Position 1869: 0.004620495851894679
Position 1434: 0.004422987388311362
Position 6624: 0.003256347697890129
Position 802: 0.0028095056294106043
Position 590: 0.002721914549122668
Position 2069: 0.002380929494645333
Position 6180: 0.0017101731918625644
Position 6898: 0.001670893314038584
Position 3215: 0.0016460651552677934
Position 6828: 0.001505258772259514
Position 81: 0.0014978447341856503
Position 1006: 0.0014042605071931504
Position 2671: 0.0013335673774177298
Position 6420: 0.0012564577267190173
Position 3197: 0.0012541432242269284
Position 639: 0.0010826195140403645
Position 1524: 0.001001137341388894
Position 6418: 0.0009278808770211974
Position 6995: 0.0008823857720162545
Position 806: 0.0007230721800071782
Position 5193: 0.0007148713182736065
Position 4509: 0.0006364174194516418
Position 44: 0.0005876987686812245
Position 3532: 0.0005327622903352807
Position 1703: 0.0004883758943692871
Position 110: 0.0004625122456793848
Position 425: 0.0004575513655891897
Position 6000: 0.0003588324407136305
Position 5162: 0.00035465786497063817
Position 3927: 0.0003354015130692428
Position 641: 0.00032262527233672337
Position 6141: 0.0002763516883348415
Position 5816: 0.000268217267412827
Position 700: 0.00023192487342548347
Position 6048: 0.00020386700395835932
Position 6969: 0.00019742869951177067
