Gene = GPATCH4
index = 612
Annotated 5SS: [  75 2516 3063 3257 3449 5097 5403]
Annotated 3SS: [2378 2988 3163 3361 5004 5351 5633]
SMsplice 5SS: [  75 3063 3257 5097 5403]
SMsplice 3SS: [2988 3163 5004 5234 5633]
top_k =  1000
Partition function (log Z): 2.357957390661296

Sorted 5' Splice Sites (High to Low Probability):
Position 3257: 0.9903509429642512
Position 75: 0.9639239007403235
Position 5403: 0.7539326759535686
Position 3063: 0.6821532451206584
Position 5097: 0.5974205222266302
Position 3684: 0.5396769145499761
Position 4345: 0.26811620424277266
Position 3449: 0.2327396295281252
Position 2516: 0.14196624300322538
Position 3087: 0.13685413315799488
Position 4651: 0.11472726031874951
Position 5911: 0.1119483951186982
Position 4891: 0.10718108066066366
Position 5320: 0.09390399746777492
Position 4664: 0.08094889594243876
Position 377: 0.07775275190605864
Position 2895: 0.05195480223681946
Position 3933: 0.050438759053770994
Position 3689: 0.04257732257761587
Position 653: 0.039207711720566404
Position 4846: 0.03850173159574641
Position 6215: 0.031706614344407746
Position 5126: 0.027677531774896992
Position 5930: 0.02603045200474082
Position 2403: 0.02024106390355987
Position 2871: 0.01954669605145891
Position 4368: 0.01937495881397085
Position 3465: 0.01679987795590752
Position 6335: 0.014281069444789138
Position 681: 0.011254802759410407
Position 132: 0.01074822126528322
Position 3939: 0.009708930126469329
Position 2283: 0.008776341018188829
Position 4783: 0.008470377642684795
Position 3858: 0.007887012630543668
Position 3909: 0.006444773603386894
Position 3461: 0.0035267573311841198
Position 6405: 0.003248046342871111
Position 35: 0.002948230194252527
Position 1679: 0.002923107191179469
Position 5196: 0.0027757786946825333
Position 3634: 0.0026385001767568676
Position 667: 0.0022591821293451936
Position 171: 0.002010962163939463
Position 1644: 0.0017506129316659275
Position 5413: 0.0017056606186022915
Position 5085: 0.0016200641082323533
Position 5079: 0.001562041320531942
Position 6510: 0.0015390662091535078
Position 3239: 0.00146255179540138
Position 2859: 0.0013436530135108465
Position 3821: 0.0012552302631101018
Position 3016: 0.0011732793869517406
Position 6127: 0.0011371848547247296
Position 1145: 0.0011141015403565082
Position 2847: 0.001080389263302542
Position 5381: 0.0010418055605429081
Position 570: 0.0008725503152979172
Position 323: 0.0008585273927976747
Position 3524: 0.0007317621670059667
Position 1898: 0.0007291460662372312
Position 2834: 0.0005668424693906078
Position 3439: 0.0005157022597590085
Position 3036: 0.000497295164212558
Position 657: 0.000496954790325045
Position 103: 0.000438784195128839
Position 838: 0.0004384990344086855
Position 881: 0.00039497493925186485
Position 100: 0.00037120043054623844
Position 618: 0.00033695894724012927
Position 3342: 0.0003355946159607257
Position 5024: 0.0003257168789825295
Position 244: 0.00028691287776552813
Position 3123: 0.0002698587163795122
Position 2455: 0.000259812710859687
Position 528: 0.00025736625074612805
Position 1919: 0.00022888975766386914
Position 3430: 0.00020897098848878852
Position 826: 0.0001537184325224234
Position 2170: 0.00014878007793521654
Position 3831: 0.00010797176734235363
Position 3095: 0.00010468081760841628
Position 3310: 9.840149198691595e-05
Position 3073: 9.761111816773392e-05
Position 5302: 5.849916757556311e-05
Position 3947: 5.653603942308085e-05
Position 3655: 4.680791420966146e-05
Position 3496: 3.640436989654601e-05
Position 3473: 2.7066092129504263e-05
Position 970: 2.595071039252619e-05
Position 3828: 2.5029347401065214e-05
Position 146: 1.2678866785502045e-05
Position 3677: 1.2530705560762671e-05
Position 3097: 1.0421300046669253e-05
Position 482: 9.45688505784506e-06
Position 30: 8.917132409107219e-06
Position 2605: 8.52464611357554e-06
Position 3164: 7.726843778616607e-06
Position 503: 7.699493175230806e-06
Position 3443: 6.7356038722208715e-06
Position 3703: 6.13794290781507e-06
Position 636: 5.992087264271061e-06
Position 2475: 5.8923427737918025e-06
Position 2728: 5.787839787976601e-06
Position 2796: 5.452445303097516e-06
Position 2725: 4.659957002639703e-06
Position 587: 4.391603468408917e-06
Position 662: 4.327945021526396e-06
Position 2153: 4.151785336438477e-06
Position 873: 3.679164459677607e-06
Position 427: 3.5112401979634957e-06
Position 891: 3.3609339569094904e-06
Position 1000: 3.3602873325155356e-06
Position 688: 3.1869116345778827e-06
Position 3516: 1.970076272099588e-06
Position 3639: 1.951275617240438e-06
Position 437: 1.858833100159547e-06
Position 3694: 1.4283510791378055e-06
Position 311: 8.144556776162027e-07
Position 405: 7.045746721992792e-07
Position 290: 6.020066178192409e-07
Position 313: 3.6426142466996106e-07
Position 253: 1.20442158401284e-07
Position 160: 1.1468814307263672e-07
Position 46: 1.0252149669595874e-07
Position 465: 6.951515577401621e-08
Position 358: 4.7332406524963724e-08
Position 302: 3.413480426839323e-08
Position 832: 2.9477029462609912e-08
Position 536: 2.0747238910503684e-08
Position 450: 1.8504483707568284e-08
Position 106: 1.1749848817327228e-08
Position 455: 7.125376084809763e-09
Position 3368: 6.42928448075633e-09
Position 2126: 4.532442354385689e-09
Position 538: 2.736329450726277e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3163: 0.9927852795427704
Position 5234: 0.8236632358219258
Position 2988: 0.7973745029526619
Position 5004: 0.6365194784592352
Position 5633: 0.5957797298856905
Position 3597: 0.49257580930573647
Position 3361: 0.25176561678041687
Position 4192: 0.1898245734567472
Position 6535: 0.1515714896471625
Position 4772: 0.1338586934049535
