Gene = SAP25
index = 1223
Annotated 5SS: [ 51 351 542 788 994]
Annotated 3SS: [ 267  434  633  895 1075]
SMsplice 5SS: [201 351 542 788 994]
SMsplice 3SS: [ 267  451  633  895 1075]
top_k =  1000
Partition function (log Z): 2.706123970102939

Sorted 5' Splice Sites (High to Low Probability):
Position 542: 0.9807015690917622
Position 351: 0.97878293738974
Position 994: 0.9334447252111605
Position 788: 0.8965732379999873
Position 51: 0.4248600053933046
Position 201: 0.30452484094366866
Position 162: 0.01151102336650126
Position 536: 0.007453303544081493
Position 508: 0.006470460417147733
Position 1250: 0.005526783126946352
Position 154: 0.0020529899143903975
Position 538: 0.0012978488164390074
Position 1127: 0.0002521703566236319
Position 702: 0.00022486256033420126
Position 969: 9.388801369451787e-05
Position 214: 5.747708917805734e-05
Position 546: 4.920254193857728e-05
Position 800: 4.693523078881464e-05
Position 725: 4.384330317158492e-05
Position 853: 3.1571163225294405e-05
Position 561: 2.423651466174531e-05
Position 205: 1.9134819272205378e-05
Position 401: 1.8046292977391262e-05
Position 1293: 1.7947491736539433e-05
Position 1117: 1.1396691782669457e-05
Position 464: 1.0691895090463976e-05
Position 590: 8.681358084741773e-06
Position 72: 6.84346110453962e-06
Position 136: 6.582973050120947e-06
Position 907: 6.4383656995195355e-06
Position 1314: 5.796203853481171e-06
Position 576: 4.770081215993068e-06
Position 644: 4.638379082556198e-06
Position 452: 3.010026329179512e-06
Position 904: 2.071799233483169e-06
Position 882: 4.823247341619513e-07
Position 595: 2.772286532216212e-07
Position 897: 2.6216831309245713e-07
Position 961: 2.3065761524459874e-07
Position 884: 1.8398138364511278e-07
Position 1290: 1.3098155561931656e-07
Position 843: 1.210319347552199e-07
Position 879: 1.1308183257427891e-07
Position 678: 1.0902235133891773e-07
Position 216: 3.7998755782472314e-08
Position 231: 3.034993592196049e-08
Position 264: 2.381145357745545e-08
Position 611: 2.7644915535816506e-09
Position 680: 1.622313170540505e-09
Position 914: 6.859530631580808e-10
Position 959: 3.119173100932489e-10
Position 909: 2.438269156013517e-10
Position 975: 9.958646439884195e-11
Position 409: 2.9921181394115665e-11
Position 922: 2.233761702277105e-12
Position 425: 6.549310504550715e-13
Position 441: 9.73439373577704e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 451: 0.9760403459397023
Position 633: 0.8976898333278589
Position 895: 0.8826727822123349
Position 1075: 0.8616639495699848
Position 267: 0.5314397492842443
Position 246: 0.09026168726359737
Position 1336: 0.07734920229383267
Position 253: 0.06888570796734525
Position 879: 0.03524754126163432
Position 225: 0.022216738848727186
Position 1213: 0.020715838782282035
Position 434: 0.018896854320629798
Position 1125: 0.013277454122640005
Position 751: 0.010669281751284817
Position 317: 0.006547261408951249
Position 919: 0.006249084078182689
Position 667: 0.005770347230268855
Position 957: 0.004817707810122668
Position 709: 0.0030626018791063843
Position 1176: 0.0026944956246450144
Position 1262: 0.002562839427805412
Position 712: 0.0019437148267340467
Position 177: 0.0016097165100849712
Position 1284: 0.0013025674555504187
Position 866: 0.0012270704446394516
Position 843: 0.0009701383674622728
Position 1028: 0.0008091700577263341
Position 647: 0.0007399722207994247
Position 1360: 0.0007241426699490322
Position 292: 0.0007067203895621912
Position 423: 0.000602813114262928
Position 1404: 0.0005753658842296512
Position 194: 0.0005234988753181953
Position 652: 0.0005203107278935002
Position 850: 0.00048178557291654497
Position 981: 0.0004102309924824381
Position 285: 0.00033895802556538405
Position 124: 0.0002179314684383931
Position 1048: 0.0001888062785716082
Position 231: 0.00018556716348450022
Position 287: 0.00015084154427032328
Position 731: 0.00013119298510761565
Position 334: 0.00010666894557988299
Position 289: 0.00010592013590217823
Position 1343: 8.197876441629488e-05
Position 1296: 8.016727752181737e-05
Position 148: 7.637428536041334e-05
Position 787: 7.325571015227142e-05
Position 491: 7.041855801266293e-05
Position 781: 6.290841942149713e-05
Position 817: 5.890927581999852e-05
Position 993: 4.646866609183688e-05
Position 1369: 3.57586933590724e-05
Position 722: 3.150578361263695e-05
Position 463: 3.0382985436779132e-05
Position 990: 2.6405877790584538e-05
Position 1035: 2.501545205926186e-05
Position 1302: 2.4970269179292188e-05
Position 1374: 2.1737525133179293e-05
Position 771: 1.5345071702683016e-05
Position 611: 1.275709724835282e-05
Position 385: 1.2696600338405942e-05
Position 508: 1.1893658298748674e-05
Position 350: 8.694018686617424e-06
Position 768: 7.46362076918952e-06
Position 477: 6.473044798978063e-06
Position 199: 5.3311738259715986e-06
Position 1305: 5.262606696812538e-06
Position 1312: 4.73304254924061e-06
Position 604: 1.6323531332788252e-06
Position 1222: 1.4786572480304975e-06
Position 1233: 1.3547750910649584e-06
Position 344: 9.844829015428503e-07
Position 655: 8.266564864835931e-07
Position 583: 6.898916308136077e-07
Position 1218: 6.738525528348919e-07
Position 331: 6.455574831702521e-07
Position 859: 5.610515073350387e-07
Position 1186: 4.197022898119703e-07
Position 524: 3.397557821552707e-07
Position 1376: 2.862181779984808e-07
Position 515: 2.6635327073627434e-07
Position 405: 1.632844340425965e-07
Position 521: 1.1004760887067429e-07
Position 354: 1.0663811329541452e-07
Position 1239: 7.13472595995895e-08
Position 387: 2.89221300087894e-08
Position 359: 1.4046714945391558e-08
Position 546: 9.28738892120689e-11
