Gene = TCEANC2
index = 1384
Annotated 5SS: [  158   924 15297 35190]
Annotated 3SS: [  779 15154 34995 42683]
SMsplice 5SS: [  158   924 15297 25683 35190 42768 48927]
SMsplice 3SS: [  779 15154 25572 34995 42683 48822 50555]
top_k =  1000
Partition function (log Z): -15.639825593901541

Sorted 5' Splice Sites (High to Low Probability):
Position 15297: 0.9999144927998415
Position 35190: 0.9992971133038747
Position 924: 0.9908567075819079
Position 158: 0.7378172559498848
Position 42768: 0.6884722508390141
Position 13392: 0.5299037829694113
Position 14921: 0.4074078384471453
Position 43244: 0.3137602245708386
Position 42819: 0.2864044852711611
Position 14830: 0.26972888275133955
Position 44702: 0.18392240518958194
Position 11535: 0.15356506823920174
Position 395: 0.1465656701449218
Position 269: 0.09334846684553519
Position 10584: 0.08954699447027502
Position 13892: 0.07828606420330417
Position 13730: 0.07803481256860798
Position 2032: 0.07262112255201474
Position 8142: 0.04344294881981714
Position 15092: 0.03922414276315968
Position 8193: 0.03460690304227099
Position 14575: 0.03362025212216284
Position 8978: 0.02942498484548325
Position 2074: 0.016094775297917207
Position 7365: 0.013986610120752791
Position 2199: 0.01341385073086179
Position 13114: 0.013187645018379242
Position 6172: 0.010857839627195926
Position 400: 0.009515380700022641
Position 10070: 0.00918606632465347
Position 8625: 0.008672394189298438
Position 6168: 0.006917609568816242
Position 2868: 0.0063029368146222155
Position 2638: 0.005904063742245189
Position 265: 0.0055528216453849
Position 10187: 0.0050330838263510855
Position 319: 0.004681174340626394
Position 10765: 0.00461772766956488
Position 11612: 0.004595307530196839
Position 8251: 0.004123942589813152
Position 6493: 0.0037592151311017967
Position 2224: 0.0032292681686569608
Position 1159: 0.0027840829491492763
Position 6480: 0.002667376239981176
Position 891: 0.002645499050714874
Position 169: 0.002421505061323598
Position 345: 0.0017971450002430816
Position 109: 0.001216358021405229
Position 974: 0.0011395348103147502
Position 162: 0.001130032146354106
Position 185: 0.0007914237645552493
Position 432: 0.0006258116770957414
Position 351: 0.0005509059765869471
Position 1703: 0.00039792846676459814
Position 274: 0.00032768546512269647
Position 480: 0.0003216632719612245
Position 293: 0.00029863139074933506
Position 1782: 0.00026060008609814466
Position 7786: 0.00024957949605281107
