Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  1000
Partition function (log Z): 4.513374855859344

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9933988893394026
Position 2349: 0.8692779802729876
Position 446: 0.7544015229287001
Position 608: 0.5989780323453682
Position 2730: 0.5916440680146843
Position 1507: 0.3141720792041068
Position 372: 0.2035403242479275
Position 63: 0.10641112775050819
Position 98: 0.06652918824676533
Position 906: 0.05767847021923413
Position 52: 0.05191201548206819
Position 2259: 0.039425940497462945
Position 244: 0.03194864426950207
Position 2356: 0.028503530931665928
Position 694: 0.027008528474492983
Position 552: 0.025337749822193296
Position 707: 0.023070115518685895
Position 1452: 0.021289754380948864
Position 1169: 0.018681199664110575
Position 167: 0.01731052567242544
Position 1706: 0.015643017143896227
Position 690: 0.014154575324068056
Position 268: 0.010972121855554472
Position 1548: 0.010449659763022465
Position 1171: 0.009988505984127469
Position 1730: 0.008701562313083435
Position 1136: 0.007209313081007221
Position 1724: 0.006713247769085505
Position 1532: 0.004718053112623318
Position 1989: 0.004400723581019457
Position 2587: 0.004061116566194167
Position 229: 0.003726190924481164
Position 557: 0.0026771968684370256
Position 2011: 0.0017207694438575167
Position 766: 0.0016400512341332016
Position 1738: 0.0016126822552230212
Position 1309: 0.0015336313209667227
Position 76: 0.0014448938101159765
Position 1436: 0.001307512480238976
Position 2327: 0.0012978047916657567
Position 869: 0.0010141954663929888
Position 259: 0.0009206444604293663
Position 2819: 0.000634442443389896
Position 865: 0.0006251594051130904
Position 645: 0.0004915520041741545
Position 1743: 0.0004883251613209958
Position 482: 0.00036502455793943053
Position 1584: 0.0003117997908635905
Position 1093: 0.00027311916567429725
Position 2739: 0.00025058203597101014
Position 3258: 0.00019505444106546056
Position 1259: 0.0001903307813695948
Position 2529: 0.00018403175257789743
Position 74: 0.00017072776012726204
Position 3106: 0.00015199691176476002
Position 794: 0.00013965559305271458
Position 1257: 0.00013606776178525995
Position 1089: 0.00010567881891036794
Position 213: 0.00010245368497041824
Position 253: 0.00010242583434298986
Position 2337: 8.669269271523243e-05
Position 1067: 8.365525261583687e-05
Position 1677: 6.174250211849165e-05
Position 65: 5.807077080567395e-05
Position 1511: 5.477315973314281e-05
Position 655: 5.181391651638306e-05
Position 41: 5.126749301747858e-05
Position 377: 3.711632532505507e-05
Position 809: 3.4437426702584625e-05
Position 2241: 3.3473684239194705e-05
Position 3287: 3.242195455805792e-05
Position 1378: 2.98739793954368e-05
Position 1357: 2.799903422686077e-05
Position 2022: 1.4261635119265713e-05
Position 3017: 1.3932373103109319e-05
Position 110: 1.3396194450323527e-05
Position 2035: 1.2305004281601342e-05
Position 2794: 1.1805392239078826e-05
Position 12: 1.015154145343022e-05
Position 1971: 1.0095746298718432e-05
Position 3344: 9.03814444744247e-06
Position 17: 6.816961642426336e-06
Position 962: 5.656699087929856e-06
Position 807: 4.7079335825786145e-06
Position 2028: 4.157796450001248e-06
Position 129: 4.142712845666726e-06
Position 3245: 4.03792045912725e-06
Position 826: 3.160869041720567e-06
Position 1949: 1.0752418581784695e-06
Position 151: 8.406442142036239e-07
Position 90: 4.7387565653062667e-07
Position 979: 2.0444533548148346e-07
Position 564: 1.000974646908273e-07
Position 2388: 3.698029736701399e-08
Position 2417: 2.8994402703738518e-08
Position 1047: 1.759597968203404e-08
Position 234: 1.6137434041384743e-08
Position 2039: 1.0839270550388176e-08
Position 2243: 7.949299997115549e-09
Position 2969: 3.0853137500766626e-09
Position 2672: 1.3721307634004584e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.995801172819887
Position 2968: 0.9487037181808224
Position 549: 0.7013948657203225
Position 2116: 0.3525791266738632
Position 2155: 0.22847583570058988
Position 2635: 0.20887751566484664
Position 2208: 0.18675222249272347
Position 2097: 0.17894482477092458
Position 2649: 0.1653563711027615
Position 1064: 0.15396484255013318
Position 299: 0.14039946100558648
Position 2572: 0.1350640115077427
Position 393: 0.11383834088862697
Position 1415: 0.09435151035737968
Position 2586: 0.05414855956744471
Position 1412: 0.04463361281835878
Position 1248: 0.03220962574407659
Position 2591: 0.0299541867032169
Position 1592: 0.02855620652775614
Position 769: 0.025302541847836292
Position 1167: 0.02388997370386602
Position 1269: 0.014918999942935532
Position 1347: 0.013891937715763077
Position 335: 0.010577175685331062
Position 2684: 0.00948941372854098
Position 3047: 0.008015328932184545
Position 2127: 0.0052948670553360794
Position 645: 0.005060493124401808
Position 1352: 0.004789498847903444
Position 1613: 0.0035409583962655884
Position 2405: 0.0034335423198080866
Position 3381: 0.0018047276896634528
Position 2294: 0.0017272826383721229
Position 2235: 0.0015864796541878083
Position 607: 0.0015757116256211686
Position 1844: 0.0015143013064529954
Position 702: 0.0014898325843275904
Position 556: 0.001435001374002032
Position 2533: 0.001432081128680855
Position 2256: 0.0013878585055616586
