Gene = DEC1
index = 439
Annotated 5SS: [    51  91519 150119 164179 234898 258615 259493]
Annotated 3SS: [ 91357 149963 164087 234823 258540 259374 260299]
SMsplice 5SS: [    51   8570  15898  25740  36151  91519  97271 110939 120045 126493
 142552 149120 149837 150119 164179 170501 199029 234898 241543]
SMsplice 3SS: [  8469  15776  25640  36034  91357  97155 110799 119886 126372 142453
 149004 149625 149963 164087 170393 198896 234823 241413 260302]
top_k =  1000
Partition function (log Z): -110.92889645666577

Sorted 5' Splice Sites (High to Low Probability):
Position 15898: 0.9916327345917016
Position 8570: 0.9629145691904771
Position 51: 0.791694605930795
Position 25740: 0.5079693228387715
Position 8368: 0.474806712244453
Position 11726: 0.29154084242295525
Position 5018: 0.238690236470805
Position 13800: 0.14744027553824757
Position 195: 0.14582947288661066
Position 1821: 0.14034269094387772
Position 23669: 0.12342684616097781
Position 8356: 0.08426466740864616
Position 13446: 0.07731310520005942
Position 25756: 0.06376118873284936
Position 2787: 0.06157673088761077
Position 4946: 0.05970961532948505
Position 1873: 0.05904489007559585
Position 28540: 0.049713365930151014
Position 20323: 0.04798610215872597
Position 6837: 0.046303619838829455
Position 179: 0.042597623446560415
Position 583: 0.03973553708048653
Position 26888: 0.038256639298773834
Position 23078: 0.033911125451731014
Position 5802: 0.028045858079512254
Position 11678: 0.02692218051771953
Position 10839: 0.026629841310618064
Position 11416: 0.016722730907538758
Position 11436: 0.015595466789162127
Position 4878: 0.01544525772235138
Position 8639: 0.01513123510926552
Position 1491: 0.012651947947581182
Position 17638: 0.012091140476019795
Position 576: 0.011528318878685705
Position 8603: 0.00986949485649927
Position 20094: 0.009730005684711265
Position 23684: 0.009311246716694529
Position 9855: 0.008999107169826596
Position 19066: 0.008776535457802109
Position 618: 0.007022962705497985
Position 8372: 0.00675471825509099
Position 3146: 0.005733680217201586
Position 21955: 0.005619741093631259
Position 22514: 0.0054764125429167705
Position 7974: 0.005165513757918896
Position 69: 0.004522428886167026
Position 9770: 0.004442508516144025
Position 17272: 0.0015577982573947561
Position 11689: 0.001492453110853243
Position 5085: 0.0013091382959326086
Position 1255: 0.0011218509617289326
Position 1592: 0.0010866999720854419
Position 1830: 0.0008655374572048797
Position 4106: 0.000702018799667292
Position 1557: 0.0005732415446793045
Position 219: 0.000549260830121659
Position 435: 0.0003734088853006664
Position 476: 0.0003103587485884975
Position 973: 0.0002988865583653768
Position 548: 0.00022386116790472225
Position 645: 0.00022357621290783211
Position 403: 0.00019407416547127305
Position 1670: 0.00017711809792094992
Position 91: 0.00014886100369829758
Position 1677: 0.00014742271053123484
Position 19294: 0.00011174202729015335
Position 244: 8.176483148526362e-05
Position 363: 6.318466821593754e-05
Position 5029: 5.404755437953691e-05
Position 9085: 5.2563523003584524e-05
Position 4950: 5.209945048779301e-05
Position 1196: 4.8069248529459155e-05
Position 1157: 3.266790134713433e-05
Position 1881: 3.1032676260805727e-05
Position 4035: 2.8675893837405888e-05
Position 2019: 2.6551579200745278e-05
Position 3365: 2.4415789307993696e-05
Position 368: 2.272242721557011e-05
Position 9744: 2.0960110179317844e-05
Position 1112: 2.0612176363694308e-05
Position 487: 1.9940292191222547e-05
Position 497: 1.8629875059300984e-05
Position 2994: 1.4632753603738017e-05
Position 1936: 1.3579086935325888e-05
Position 1891: 1.0943677297099066e-05
Position 2856: 8.604016100072141e-06
Position 483: 7.394923396521579e-06
Position 421: 5.645173814138378e-06
Position 1767: 2.4568003799856547e-06
Position 232: 2.0328226274572287e-06
