Gene = LINC00694
index = 785
Annotated 5SS: [85]
Annotated 3SS: [1123]
SMsplice 5SS: [999]
SMsplice 3SS: [1123]
top_k =  1000
Partition function (log Z): -11.096966179079725

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.4010598225342111
Position 999: 0.35481974947788636
Position 85: 0.19172418310511946
Position 302: 0.041936310075728254
Position 1018: 0.01603838222930436
Position 1136: 0.014588037336009801
Position 1124: 0.011557726283157078
Position 846: 0.009480557037497851
Position 193: 0.007826496590593986
Position 154: 0.006950160594096302
Position 817: 0.005275356170558068
Position 458: 0.003962316708819692
Position 1011: 0.003584159159678373
Position 743: 0.0034142906342256463
Position 407: 0.0023215744067493736
Position 171: 0.0020345553474223105
Position 264: 0.001528809358347347
Position 146: 0.0014687165564178392
Position 859: 0.001315114564930099
Position 515: 0.0010286271976753664
Position 984: 0.0007841923747355088
Position 72: 0.0005322502187545539
Position 512: 0.0005184487301347608
Position 676: 0.0004877338959773357
Position 306: 0.00044496019238953973
Position 947: 0.00033213035524929497
Position 30: 0.000321670586186367
Position 311: 0.0002588629700872902
Position 586: 0.0002396052726864803
Position 623: 0.00023210924355532829
Position 580: 0.00021106593043410246
Position 575: 0.00018412789408486896
Position 788: 0.00018259556234446155
Position 601: 0.00017002922251399945
Position 821: 0.00015137537654232803
Position 138: 0.00012774334512147717
Position 365: 0.00011304444708373106
Position 1283: 8.455148689902389e-05
Position 868: 7.417578556296722e-05
Position 156: 6.685231314991606e-05
Position 1428: 5.159622007127312e-05
Position 374: 4.040898578355698e-05
Position 613: 3.799592964899164e-05
Position 1285: 3.322934302659622e-05
Position 877: 2.6189870957224242e-05
Position 854: 1.691611772140489e-05
Position 6: 1.586931859238878e-05
Position 519: 1.5222346121314294e-05
Position 451: 9.637421969122993e-06
Position 1529: 7.382820203205051e-06
Position 485: 6.691072002743849e-06
Position 287: 5.8397208633540515e-06
Position 198: 1.874917968315752e-07
Position 255: 1.0194488049217592e-07
Position 1003: 5.109006327858707e-08
Position 1049: 2.7157687672422356e-08
Position 70: 1.1205054399334569e-08
Position 15: 7.118230582048936e-09
Position 17: 5.161996530098563e-09
Position 584: 8.974386898300505e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.7808886010827921
Position 629: 0.08630549279762793
Position 1218: 0.04860027845745902
Position 845: 0.04017081799407543
Position 655: 0.02464799398119691
Position 399: 0.022197319253084786
Position 1478: 0.020845676626524562
Position 1629: 0.009452011168992018
Position 209: 0.006308385096583311
Position 901: 0.005240751007979795
Position 1221: 0.004738747638086776
Position 1412: 0.0038880590382223334
Position 1451: 0.003123480106438869
Position 1548: 0.0028818625599544845
Position 1656: 0.002869600849383663
Position 974: 0.002845574278687393
Position 670: 0.0021248300531410687
Position 169: 0.001619738382854686
Position 947: 0.0014533280291724366
Position 882: 0.0013646333758624838
Position 1353: 0.0010397340174291745
Position 1366: 0.001039478748101174
Position 821: 0.0010240853923735671
Position 327: 0.0008270662869327931
Position 978: 0.000774011000884131
Position 1682: 0.0007727005503618136
Position 927: 0.0007098034028600555
Position 911: 0.0006829898244892561
Position 374: 0.0006650078418705759
Position 1514: 0.0006547757983492829
Position 1155: 0.000530796762628002
Position 1372: 0.0004856657411144633
Position 1798: 0.00047884658477814377
Position 264: 0.0004079958389946244
Position 1248: 0.00037505871803106294
Position 1275: 0.0003260148461356648
Position 1188: 0.0003224974955614136
Position 914: 0.0002991229543519492
Position 1326: 0.00029317620780179967
Position 532: 0.0002926530762746711
Position 1017: 0.00028263206822749977
Position 1023: 0.0002799760542058778
Position 526: 0.0002728086639370759
Position 1133: 0.00024858498011916735
Position 1311: 0.0002293875694815544
Position 735: 0.00020851674547336447
Position 1165: 0.00018260915207380393
Position 1304: 0.00017242837547364008
Position 437: 0.00016484384542959975
Position 951: 0.00015901640514271096
Position 512: 0.00014718397960513006
Position 850: 0.0001373336220017706
Position 296: 0.00013587230201152935
Position 1193: 0.00012601289162896218
Position 1783: 0.00012097052534962923
Position 180: 0.0001180940008266848
Position 292: 0.00011462627132056893
Position 1149: 9.049913280649006e-05
Position 1250: 9.003408057935417e-05
Position 779: 7.195347918269264e-05
Position 451: 6.654242933333478e-05
Position 599: 6.418170688885111e-05
Position 485: 6.12624605615687e-05
Position 192: 6.0712674107119176e-05
Position 1579: 5.812718455216514e-05
Position 1280: 3.779651722349875e-05
Position 1728: 3.556733001197201e-05
Position 743: 3.2583561964234244e-05
Position 997: 3.220655600710883e-05
Position 1522: 3.0217724903166328e-05
Position 868: 2.9891339261798605e-05
Position 723: 2.9615983769706983e-05
Position 1135: 2.8724516238287068e-05
Position 999: 2.72042354209246e-05
Position 1756: 2.5645580513972432e-05
Position 1481: 1.9961070885579993e-05
Position 940: 1.975700139968096e-05
Position 1733: 1.80562591549307e-05
Position 859: 1.785909052150656e-05
Position 746: 1.4685610270327642e-05
Position 457: 1.3711972784748467e-05
Position 378: 8.367015651897733e-06
Position 764: 7.991346485377585e-06
Position 1080: 6.825497653265545e-06
Position 1225: 6.1379627237763615e-06
Position 271: 4.57379407605251e-06
Position 222: 4.090976451301462e-06
Position 246: 4.047131144351416e-06
Position 537: 3.604909397538335e-06
Position 1768: 2.8595048672829677e-06
Position 302: 2.2415344800487554e-06
Position 1049: 8.506777013682719e-07
Position 959: 6.640318185635864e-07
Position 781: 6.400822752921838e-07
Position 1003: 4.573004790774697e-07
Position 138: 5.074375562957425e-08
Position 150: 4.85857242977935e-08
Position 275: 1.0571107806424737e-08
Position 414: 5.619207512317299e-09
Position 601: 4.882575892511779e-09
Position 380: 2.343535864907273e-09
Position 384: 2.3149759288386468e-09
Position 154: 1.8825086784703125e-09
Position 70: 1.471902740174946e-09
Position 407: 9.357333453655437e-10
Position 84: 8.065304100056336e-10
Position 311: 4.660163793903576e-10
Position 103: 4.2842582028697597e-10
Position 146: 3.5805824710601574e-10
Position 77: 4.9780288263212704e-12
