Gene = TXNDC15
index = 1513
Annotated 5SS: [  728 14380 19853 22622]
Annotated 3SS: [13891 19688 22490 25685]
SMsplice 5SS: [ 1005 22622]
SMsplice 3SS: [22490 25685]
top_k =  1000
Partition function (log Z): -19.374974052848508

Sorted 5' Splice Sites (High to Low Probability):
Position 1368: 0.4778513016673218
Position 1005: 0.4290062887536395
Position 728: 0.2617519297710585
Position 54: 0.2472501492892867
Position 1386: 0.16340468699185048
Position 2500: 0.1447716268662101
Position 3168: 0.10989881412889453
Position 3436: 0.038034689380436804
Position 911: 0.022359265539424845
Position 2495: 0.019263642646052726
Position 1593: 0.013338201774702458
Position 685: 0.011106728928228761
Position 2506: 0.009671495579193296
Position 693: 0.008198445143139856
Position 128: 0.0071088144191976226
Position 164: 0.005651115575542996
Position 508: 0.004694982247451816
Position 3020: 0.004613854442229702
Position 2664: 0.004142985520874687
Position 816: 0.003907324008426817
Position 150: 0.003626075978570998
Position 2986: 0.0035347242874745636
Position 6575: 0.002636641701095101
Position 304: 0.0018569577248494752
Position 7: 0.0017184422596279766
Position 697: 0.0017163273346278633
Position 1032: 0.0014852046449474988
Position 3037: 0.0014196191862503587
Position 1837: 0.001190427471981809
Position 984: 0.0009444221295717552
Position 2927: 0.0008965707171243575
Position 2619: 0.0007660231441719923
Position 378: 0.0007484278231058445
Position 678: 0.00038426169619190236
Position 1000: 0.00025606551595906826
Position 3491: 0.00024972381282289626
Position 121: 0.00022336840603133458
Position 2869: 0.00020682171498441306
Position 2653: 0.00017257183490668616
Position 2103: 0.0001588715427932415
Position 82: 0.00012770363092882886
Position 430: 0.00011752428996587542
Position 926: 9.301145199579289e-05
Position 510: 8.659861932466711e-05
Position 957: 7.882180446477086e-05
Position 890: 5.861209856209642e-05
Position 1532: 4.614291763743512e-05
Position 712: 4.5800647598503694e-05
Position 597: 4.443746580134481e-05
Position 628: 4.063632758716838e-05
Position 2010: 3.845921292203658e-05
Position 840: 2.54717543170016e-05
Position 748: 2.4610363134941726e-05
Position 854: 2.141373424860172e-05
Position 734: 2.1372496249609552e-05
Position 947: 1.777348652140787e-05
Position 76: 1.63489275062964e-05
Position 944: 1.618256253501014e-05
Position 1169: 1.5436575008025636e-05
Position 641: 1.4836269863103411e-05
Position 1494: 1.4462782490764966e-05
Position 775: 1.379110989185588e-05
Position 2170: 1.1074415861477305e-05
Position 2274: 8.900433843369757e-06
Position 1079: 7.997523304654368e-06
Position 1088: 7.944794157247009e-06
Position 387: 6.473331726195982e-06
Position 268: 5.995396701749138e-06
Position 468: 5.901390414902687e-06
Position 100: 5.334450440146802e-06
Position 295: 4.95269085832832e-06
Position 31: 3.734676113282452e-06
