Gene = RP11-216L13.16
index = 1164
Annotated 5SS: [  60 1030 2610 3284 3814 4115 5667 6573 7618 8504]
Annotated 3SS: [ 889 2538 3172 3711 4088 5490 6432 7509 8404 8899]
SMsplice 5SS: [  60 1030 3284 3814 7202 7618 8504]
SMsplice 3SS: [ 934 3172 3711 7091 7509 8404 8899]
top_k =  1000
Partition function (log Z): 8.342690336485973

Sorted 5' Splice Sites (High to Low Probability):
Position 3814: 0.9959121736239613
Position 3284: 0.9470834468699474
Position 8504: 0.9445666933198437
Position 1030: 0.9137031687448101
Position 60: 0.8874752859288513
Position 7202: 0.7591828201427621
Position 6573: 0.7541773098411759
Position 1733: 0.47004617751615413
Position 2610: 0.4624436134582963
Position 7618: 0.3425894098477177
Position 5667: 0.2744407230700374
Position 7707: 0.19857029297043752
Position 7841: 0.15294043566926366
Position 5619: 0.1506835168400359
Position 1803: 0.122537598882863
Position 4115: 0.08226008008016246
Position 2995: 0.06757703973432866
Position 2880: 0.0654428944556119
Position 9027: 0.060547186561029774
Position 1541: 0.0512144496205003
Position 2394: 0.03612321143816956
Position 7904: 0.024677480658848797
Position 3621: 0.0227413039213204
Position 3323: 0.02036093774854518
Position 7948: 0.02020065048505897
Position 6798: 0.017428938720353435
Position 9034: 0.016817556980232424
Position 2476: 0.015048895053036514
Position 8236: 0.012599644776918285
Position 7657: 0.012548958974751365
Position 3401: 0.011269538845915665
Position 9044: 0.01043227859602895
Position 2815: 0.010130349835915134
Position 2723: 0.009870450164562082
Position 2512: 0.009010127986417114
Position 636: 0.008396785999841647
Position 6171: 0.006684425600636495
Position 3308: 0.005670720114978178
Position 7890: 0.005618760710027811
Position 3440: 0.005575562325311273
Position 499: 0.005391686911208219
Position 6844: 0.005309921858378425
Position 7015: 0.005023018828476727
Position 6529: 0.0049646646805865825
Position 4310: 0.004928385297550666
Position 5366: 0.0048257919971706215
Position 7648: 0.004443322201309932
Position 2831: 0.0042333802697613315
Position 1536: 0.004102711720202457
Position 8787: 0.00404035359259851
Position 904: 0.004035984946838207
Position 9974: 0.0034881370450800886
Position 1328: 0.0033643836184424816
Position 6751: 0.0031339873504802555
Position 4732: 0.003030262557550257
Position 2841: 0.0028470509132315952
Position 4274: 0.002677529938752939
Position 2820: 0.002673589680383486
Position 4187: 0.0024470227431536177
Position 7019: 0.0023909572868114994
Position 8784: 0.002182638064817681
Position 4725: 0.002176465326516635
Position 3362: 0.0020739678828093464
Position 7411: 0.0020723313099654424
Position 9838: 0.0019036291202543577
Position 798: 0.0018547473062603297
Position 2336: 0.0015580008710239254
Position 5226: 0.0014727559458814743
Position 5630: 0.001373409303215259
Position 1674: 0.0013608625660154823
Position 3478: 0.0012986883154176686
Position 6523: 0.0012947405671102387
Position 2516: 0.0010172593541317285
Position 9561: 0.000885730036487067
Position 1520: 0.0008354310370759645
Position 77: 0.0008328828862451417
Position 9003: 0.0008326174067503359
Position 6447: 0.0008028143103752414
Position 567: 0.000773177887431522
Position 2960: 0.0006962189854575252
Position 2756: 0.0005457036138655013
Position 4191: 0.0005190163504762074
Position 3583: 0.0004714181555171713
Position 311: 0.00045437581305110395
Position 5020: 0.00045284817395124013
Position 5592: 0.0004397564491359362
Position 3295: 0.0004122799673111138
Position 4163: 0.00040348819638953004
Position 5586: 0.0003942281024468271
Position 659: 0.00037156694721776585
Position 2548: 0.000350791035445712
Position 5580: 0.00033648533640821625
Position 9019: 0.0003338531173148853
Position 6983: 0.00027862515916657576
Position 4255: 0.0002718430687932368
Position 1235: 0.0002574827736662927
Position 2348: 0.00024581775822915596
Position 3279: 0.0002411075676596355
Position 12: 0.00022416340043631924
Position 6338: 0.00021059664226398284
Position 288: 0.0002086411869556556
Position 3288: 0.00020019824060952247
Position 741: 0.00019042331990521997
Position 244: 0.0001858276492184846
Position 344: 0.00016659048435916014
Position 306: 0.00016266331965305068
Position 7117: 0.00015169323985089682
Position 5103: 0.00015027902508075422
Position 4968: 0.0001390924752885107
Position 532: 0.00013779352447005304
Position 689: 0.00012797543043183065
Position 980: 0.00011591674888148568
Position 90: 0.00011250774037194891
Position 1606: 0.00010397502658171008
Position 1883: 9.595004560366765e-05
Position 4659: 8.01854431877113e-05
Position 771: 7.70392084018035e-05
Position 560: 6.937053968657909e-05
Position 2499: 6.572921739058774e-05
Position 1034: 6.426925898856135e-05
Position 3883: 5.787958526550618e-05
Position 827: 5.772057967303412e-05
Position 5129: 5.768449341934951e-05
Position 1418: 5.5263413050104275e-05
Position 7235: 5.129086986623741e-05
Position 167: 4.470915206470016e-05
Position 3875: 4.3480525395586064e-05
Position 6: 4.248130936135081e-05
Position 3856: 4.153264169506955e-05
Position 4958: 3.300047877133093e-05
Position 1306: 3.099146790975997e-05
Position 35: 2.9051974185350458e-05
Position 230: 2.6857503096613496e-05
Position 1630: 2.680224604990103e-05
Position 4941: 2.396694133823532e-05
Position 4627: 2.392137742211838e-05
Position 304: 2.2440253161746112e-05
Position 1451: 2.189102437429e-05
Position 7147: 2.1322868411085474e-05
Position 576: 2.0861766063909928e-05
Position 2346: 2.0345427082536104e-05
Position 3327: 2.0204450190873155e-05
Position 2304: 1.977233298507323e-05
Position 3290: 1.8817952644255256e-05
Position 3981: 1.7864953214135967e-05
Position 1042: 1.4892491822265308e-05
Position 1090: 1.3657977729853207e-05
Position 8607: 1.3482505351431871e-05
Position 697: 9.80058046400446e-06
Position 32: 8.592847200304537e-06
Position 1626: 8.448007896634277e-06
Position 1553: 7.965201673051886e-06
Position 779: 7.858959599542642e-06
Position 8834: 7.709387335918343e-06
Position 178: 6.1290873393743e-06
Position 1481: 5.000951168762807e-06
Position 977: 4.0416942603033646e-06
Position 3818: 2.341028884507319e-06
Position 65: 2.144268236298417e-06
Position 3712: 2.0504731394247753e-06
Position 4021: 1.7386154018338555e-06
Position 4025: 1.3154329900524516e-06
Position 397: 1.2819398090731494e-06
Position 1600: 4.400933127148202e-07
Position 30: 3.9392461369997265e-07
Position 4221: 3.878232735451961e-07
Position 3994: 3.0602659182542484e-07
Position 3900: 3.0317440763111295e-07
Position 3758: 3.0208981053129054e-07
Position 3958: 2.8420551007877803e-07
Position 3788: 2.6074777540492646e-07
Position 974: 2.4546216722777436e-07
Position 3820: 2.4265889860693056e-07
Position 9139: 1.4977013549339588e-07
Position 917: 1.445246128613833e-07
Position 2159: 1.3742838589411088e-07
Position 1947: 1.3741221972188652e-07
Position 9129: 1.343483870153041e-07
Position 3940: 1.0807902362452589e-07
Position 8836: 3.557385600070627e-08
Position 1216: 2.9689152070676068e-09
Position 1072: 1.5527573033065028e-09
Position 1985: 1.50197283557453e-09
Position 968: 1.2244568119174888e-09
Position 1463: 1.0038116885111193e-09
Position 965: 1.549933615286816e-10
Position 198: 1.1688138562660925e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9627448046609295
Position 8404: 0.8922338650861794
Position 7091: 0.7420219872727004
Position 3172: 0.6807226470928758
Position 7509: 0.6595369120526677
Position 8899: 0.5007566203188271
Position 1649: 0.4676000332107055
Position 934: 0.42842948281995485
Position 5490: 0.4262597038123451
Position 2538: 0.4146774581482051
Position 889: 0.3576496669372993
Position 6432: 0.19145684859803802
Position 6257: 0.1750957203885918
Position 9214: 0.1735744449755427
Position 8681: 0.14797959081861395
Position 6477: 0.13995496297572918
Position 3102: 0.13046710663797584
Position 6439: 0.12191945080763048
Position 3178: 0.11788686712081767
Position 1695: 0.08413375955449125
Position 2393: 0.07074087488983995
Position 6362: 0.06225949177539457
Position 2285: 0.061518105596000704
Position 9697: 0.057417768822426975
Position 7747: 0.04976092820672082
Position 4088: 0.04500349888960464
Position 2655: 0.03985471979526759
Position 3215: 0.039629780486068536
Position 9692: 0.03514670646121882
Position 8408: 0.03406842142948986
Position 3668: 0.03094770177304221
Position 10174: 0.030353486323214544
Position 4066: 0.028762612030142583
Position 6494: 0.026096669534743874
Position 7552: 0.024098645104728596
Position 1359: 0.021545901113947722
Position 3533: 0.019901348335915135
Position 1385: 0.018942513335595577
Position 3240: 0.0188833443763527
Position 7067: 0.017387456998524342
Position 1490: 0.016944155326188034
Position 9313: 0.016890493135887672
Position 2879: 0.016709478456045798
Position 10138: 0.01661149481018767
Position 2964: 0.016160576458009227
Position 2362: 0.014996546400985003
Position 8756: 0.014985498166664151
Position 1234: 0.014097216491511728
Position 2802: 0.01399237492952077
Position 6715: 0.013686984250267693
Position 8430: 0.013102061964654686
Position 952: 0.012295629750944644
Position 10186: 0.012272115672271187
Position 2288: 0.012057386935519386
Position 7752: 0.011651398402256907
Position 6202: 0.011416768113689921
Position 949: 0.011145314077473021
Position 8606: 0.010772844014544994
Position 8020: 0.010470642856008091
Position 8696: 0.009590043508234962
Position 7483: 0.00948514471019194
Position 6879: 0.008798738298335182
Position 9394: 0.00826375765482565
Position 6268: 0.008131915166802688
Position 4011: 0.008102900734378745
Position 8974: 0.0080203166269165
Position 1024: 0.007447498246232814
Position 6673: 0.006810642346376449
Position 6400: 0.006728265577222655
Position 7802: 0.0066862594059168634
Position 2799: 0.006215205561057078
Position 6235: 0.006021368864359158
Position 995: 0.005988386693798342
Position 1574: 0.005779796204065899
Position 6569: 0.00567858531198434
Position 2679: 0.005427764763579382
Position 1321: 0.004963006799666022
Position 6387: 0.004923061156419603
Position 9928: 0.004710957564934449
Position 8478: 0.004661731711580795
Position 1587: 0.004213614423695688
Position 6614: 0.004163078727544328
Position 9182: 0.004114966972770659
Position 8620: 0.003964542940710846
Position 3926: 0.0038940419662677737
Position 1652: 0.0037146468262742468
Position 8865: 0.0036525764917716345
Position 9745: 0.003616091941851097
Position 8862: 0.0032144654570468115
Position 2638: 0.003114021881967905
Position 8660: 0.003008239565413305
Position 3545: 0.0029102461497469397
Position 2712: 0.0028662828854289263
Position 7625: 0.002831203654810801
Position 3133: 0.0028045254524629525
Position 5161: 0.0027857463248303705
Position 3981: 0.0027493254849128013
Position 6528: 0.0026566984835589428
Position 6056: 0.0026495527080104943
Position 7269: 0.002586494216744632
Position 8175: 0.002427251155769169
Position 1409: 0.002352974885963316
Position 6103: 0.0023274281647081775
Position 3646: 0.0022664096781436632
Position 1801: 0.0022605546916698877
Position 7438: 0.0022502904141121854
Position 4310: 0.002080245590040684
Position 875: 0.001946901472417683
Position 4070: 0.0019423603925076193
Position 4588: 0.001851809916175982
Position 2932: 0.0018320750868980199
Position 2578: 0.001816744852508154
Position 9043: 0.0017054829056747838
Position 9722: 0.0016669471187018346
Position 5990: 0.001657549050326518
Position 2664: 0.0015830938444897282
Position 5102: 0.0015139676125922206
Position 9368: 0.00150721966835382
Position 8500: 0.001482494738690993
Position 9095: 0.0014431725891155768
Position 1623: 0.0014312535712341728
Position 10007: 0.0014009908916417719
Position 9580: 0.0013855115161230396
Position 5337: 0.0013739780546183683
Position 2708: 0.0013719272297094884
Position 8732: 0.0013257410689875217
Position 2388: 0.0013098969363264925
Position 10103: 0.0012401201985903754
Position 1182: 0.0012366070387189218
Position 3108: 0.0010806658533874746
Position 2840: 0.0010720738870201815
Position 9172: 0.001035735624664861
Position 1609: 0.0010043846445125521
Position 9364: 0.0009561533137571003
Position 4244: 0.0009513073808167538
Position 7113: 0.0009408586953466263
Position 5188: 0.0009388111843572935
Position 9715: 0.0009164148957715925
Position 3151: 0.0009125607259817186
Position 7325: 0.0009094772558616661
Position 7792: 0.0009035321058442247
Position 5504: 0.0008830220927534304
Position 2754: 0.0008517112968959037
Position 1471: 0.0008219174195650465
Position 4806: 0.0007490253288005568
Position 3675: 0.0006985209060997592
Position 2239: 0.0006644171330122193
Position 9221: 0.0006482394604079942
Position 1771: 0.0006394179394221734
Position 9831: 0.0006331775906150371
Position 10004: 0.0006188068265071865
Position 8935: 0.0006181610311040246
Position 8795: 0.0006165065066764517
Position 2885: 0.0005647075543675626
Position 8715: 0.0005170331522611061
Position 8298: 0.0004895615375014666
Position 1356: 0.00046800774355106435
Position 142: 0.000453448586627316
Position 1388: 0.0004123774095187732
Position 2906: 0.00041209175705326985
Position 4569: 0.0003856428623289121
Position 7463: 0.0003735601956987653
Position 4558: 0.0003709938817966254
Position 3566: 0.0003560408849845843
Position 2722: 0.00034388149755058687
Position 9401: 0.00033614042388365275
Position 3937: 0.00033232613063579426
Position 7039: 0.0003289116420156505
Position 9317: 0.0003274817704455397
Position 2522: 0.00032325782826332297
Position 4053: 0.000305950732405084
Position 9344: 0.00029909846160263787
Position 6717: 0.00027419639220024867
Position 9236: 0.00027299852608737596
Position 2420: 0.00025318953747107407
Position 10214: 0.00025220779294835407
Position 1626: 0.0002416843798158811
Position 8580: 0.00023240248160775204
Position 6914: 0.00021350177331577695
Position 1533: 0.00019683869091552706
Position 3985: 0.0001941497881827187
Position 2706: 0.0001933906384773812
Position 2994: 0.00019278992712856951
Position 8240: 0.0001909461827296263
Position 4386: 0.00018757355040487856
Position 4503: 0.0001801358689858961
Position 3582: 0.00017601453839637701
Position 4602: 0.00016355969883032404
Position 3758: 0.00016116671694747683
Position 1706: 0.00015001622941029715
Position 9054: 0.00014639621564409007
Position 2423: 0.00014432034897639333
Position 4463: 0.0001376509338709821
Position 1732: 0.00013141599686419402
Position 3311: 0.00013027797283801025
Position 1203: 0.0001229160016953845
Position 5610: 0.00011923060220848673
Position 206: 0.0001122864114112889
Position 5598: 0.0001106107157024865
Position 5342: 0.00010031855545812356
Position 3217: 9.713101236849612e-05
Position 3354: 9.68447093626839e-05
Position 812: 9.588039141757134e-05
Position 4248: 9.442177721518098e-05
Position 1063: 9.131311776107777e-05
Position 4187: 8.850403016197079e-05
Position 2332: 8.263072675544836e-05
Position 6801: 8.123545692707726e-05
Position 3726: 8.104000754062143e-05
Position 1494: 7.784662195698613e-05
Position 8929: 6.017162803959593e-05
Position 840: 6.0169023033512956e-05
Position 3788: 5.6306760982390837e-05
Position 5191: 4.72596681137196e-05
Position 1654: 4.0730233513709174e-05
Position 4894: 3.823814413333891e-05
Position 784: 3.55701024529348e-05
Position 961: 3.33857763146104e-05
Position 4403: 3.323841463827063e-05
Position 5073: 3.2284026054429635e-05
Position 1592: 3.221039890720855e-05
Position 3722: 3.216096710355477e-05
Position 3393: 2.799497905385227e-05
Position 5116: 2.6837889584229635e-05
Position 1713: 2.6708940437848824e-05
Position 5318: 2.583445528488026e-05
Position 5231: 2.3846911496133937e-05
Position 4837: 2.3062556499205737e-05
Position 3940: 2.3043143965864772e-05
Position 5812: 2.189655253484515e-05
Position 5933: 2.1435707820766304e-05
Position 583: 1.9409028760928365e-05
Position 3889: 1.928507896661026e-05
Position 4105: 1.7481258997957495e-05
Position 1549: 1.6986770596787908e-05
Position 4994: 1.6913289918545018e-05
Position 4212: 1.4872364285898302e-05
Position 3551: 1.4293666408861345e-05
Position 4640: 1.4283211322014434e-05
Position 2512: 1.2515146326824716e-05
Position 589: 1.186535368133526e-05
Position 2266: 1.1467462212743513e-05
Position 854: 1.0796503844451722e-05
Position 2715: 9.897870788638835e-06
Position 2295: 9.278366244440374e-06
Position 2309: 8.877369014137792e-06
Position 847: 8.85764465828965e-06
Position 833: 7.9649083356088e-06
Position 3791: 7.509476126563457e-06
Position 1332: 6.690098941156018e-06
Position 438: 6.6196902412502194e-06
Position 4680: 6.422706373230598e-06
Position 702: 6.262792224696123e-06
Position 4672: 6.2246783471699675e-06
Position 4331: 6.17223866157592e-06
Position 716: 5.761437683608824e-06
Position 385: 5.730347354652098e-06
Position 3405: 5.382099348183521e-06
Position 5618: 5.110120460213099e-06
Position 805: 4.2958727385844525e-06
Position 1184: 3.8030854910821678e-06
Position 400: 3.608128099266838e-06
Position 2045: 3.517784899791489e-06
Position 1838: 3.2717355736898564e-06
Position 148: 3.203894296560229e-06
Position 1745: 2.7813985150746697e-06
Position 797: 2.041666302849266e-06
Position 825: 1.947954850074705e-06
Position 818: 1.9057996591567227e-06
Position 754: 1.7712887278252894e-06
Position 526: 1.7250176623379347e-06
Position 3677: 1.4425232835569672e-06
