Gene = LNP1
index = 788
Annotated 5SS: [ 1247 28693 50757]
Annotated 3SS: [28503 50525 54583]
SMsplice 5SS: [ 1247 28693 34235 50256 50613]
SMsplice 3SS: [28503 34047 50074 50525 54583]
top_k =  1000
Partition function (log Z): -33.4113166648298

Sorted 5' Splice Sites (High to Low Probability):
Position 1247: 0.7187131051965862
Position 970: 0.12658369322081744
Position 295: 0.046212726025144174
Position 20: 0.046019730866206685
Position 989: 0.043996390533147786
Position 7882: 0.043602429660937504
Position 7050: 0.021554732673605415
Position 548: 0.011569145825886128
Position 3204: 0.010946776846441457
Position 457: 0.010136776289928335
Position 6447: 0.006994188006595213
Position 10196: 0.006577423495017605
Position 1054: 0.00634119192880435
Position 1883: 0.004447943312089858
Position 3426: 0.0033148049780366362
Position 3346: 0.002954986467484764
Position 11500: 0.0029153147276206586
Position 5974: 0.0026761920645419044
Position 11447: 0.0025330763828576063
Position 6526: 0.0024986926084708885
Position 14: 0.0022880333554181104
Position 619: 0.001974239068151609
Position 266: 0.0013711174380944993
Position 1769: 0.0012754296907359285
Position 7642: 0.0010098171015921913
Position 707: 0.0009801853005776274
Position 682: 0.0007606978579572859
Position 1992: 0.0006355974316271224
Position 179: 0.0005915713140138026
Position 6762: 0.000543965564466693
Position 1584: 0.0004625248957305309
Position 108: 0.00045846538101551707
Position 18: 0.0004561457780467667
Position 1062: 0.00041676538980598397
Position 600: 0.0004160641230983634
Position 292: 0.0003975625257705221
Position 24: 0.00037220215690106557
Position 689: 0.0003683850835380444
Position 1965: 0.0003531871043918144
Position 2482: 0.0003451811417805186
Position 872: 0.0003061426804493852
Position 393: 0.00028027763898442543
Position 703: 0.00027188143165034277
Position 70: 0.00025986236064619355
Position 455: 0.00022469121092838495
Position 331: 0.00019106120015562942
Position 402: 0.00017425479971462556
Position 2089: 0.00015984130245091328
Position 822: 0.00014293681972866171
Position 6237: 0.00012617956006385833
Position 1444: 0.00012321715217844412
Position 6078: 0.00010111705335146143
Position 269: 9.569432718970305e-05
Position 2623: 5.502630105175872e-05
Position 581: 4.921228130034855e-05
Position 1261: 4.6637439950004623e-05
Position 2258: 4.216215776124436e-05
Position 646: 3.555842771520575e-05
Position 1231: 2.773415206216419e-05
Position 1604: 2.591114198641269e-05
Position 1040: 1.67445439460349e-05
Position 1129: 7.89372052458589e-06
Position 763: 4.859023693760695e-06
Position 630: 4.09761791775369e-06
Position 6069: 3.6412784472538478e-06
Position 722: 3.6115502723664695e-06
Position 881: 3.3095121513555967e-06
Position 1108: 3.226871243798225e-06
Position 1027: 2.517861563445169e-06
Position 92: 2.0130646413274627e-06
Position 306: 1.6384564268948708e-06
Position 101: 1.4803676663500206e-06
Position 113: 1.4758824354107395e-06
Position 355: 1.4668513669478933e-06
Position 1695: 8.932458774972501e-07
Position 784: 5.157294671395381e-07
Position 1501: 3.9777126656272267e-07
Position 833: 3.338886525426497e-07
Position 366: 2.689390646794502e-07
Position 531: 2.581730869986696e-07
Position 728: 2.4405225040643735e-07
Position 2216: 2.3600674283232506e-07
Position 323: 2.0086132805788262e-07
Position 387: 1.799782322846849e-07
Position 214: 1.5362355050445149e-07
Position 757: 1.4856638007638864e-07
Position 627: 1.1878397897505561e-07
Position 856: 1.0457564715518506e-07
Position 110: 8.327327594380193e-08
Position 2031: 3.5971419581954565e-08
Position 1284: 2.999279364532249e-08
Position 2097: 2.895610994884668e-08
Position 636: 1.930220872881992e-08
Position 255: 1.8496172698816393e-08
Position 1888: 1.649029617375092e-08
Position 1779: 1.6393304057996304e-08
Position 30: 7.997324936326705e-09
Position 839: 7.941226140027864e-09
Position 975: 7.344839402475724e-09
Position 825: 3.452013557363559e-09
Position 415: 3.216250825093565e-09
Position 347: 1.3011159416477213e-11
Position 1797: 7.808034886516667e-12
Position 98: 6.5761830975926234e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 25789: 0.44318527082387443
Position 11374: 0.09755134759153143
Position 3092: 0.0486374441484947
Position 2172: 0.04855783706115352
Position 11809: 0.042070220134232846
Position 7736: 0.041503898311649225
Position 16887: 0.04139125698445993
Position 16045: 0.033165486619041784
Position 10089: 0.029335756018570792
Position 6899: 0.022467009701116217
Position 12958: 0.02039473834097824
Position 17778: 0.018968842257379225
Position 6933: 0.017288455256263886
Position 1113: 0.015317495158580852
Position 11525: 0.013867125526375125
Position 1768: 0.013787893489275447
Position 6321: 0.012996469259923699
Position 1436: 0.011295845693672521
Position 17502: 0.011138383896765282
Position 5881: 0.010548634068242949
Position 6874: 0.010231651330969394
Position 10841: 0.009468175638756607
Position 6446: 0.009381037813681404
Position 4575: 0.007341237493340283
Position 7585: 0.00647617968898047
Position 6340: 0.006288212628962549
Position 6201: 0.006168308558686997
Position 1069: 0.005573661583685293
Position 7588: 0.005492888737652988
Position 2833: 0.005084149911280128
Position 5361: 0.0044904390617233145
Position 2316: 0.004311854285436066
Position 4594: 0.004027824971870848
Position 5386: 0.004004966067722637
Position 6030: 0.003780264701548371
Position 1839: 0.0032832664197656822
Position 6722: 0.0031211770741351166
Position 129: 0.0029701119146470895
Position 14056: 0.0027390254260480263
Position 1475: 0.0027352010340552925
Position 6830: 0.0025020271383890545
Position 3492: 0.0022199515168701517
Position 7762: 0.002062839014739126
Position 9354: 0.002048384710057389
Position 939: 0.0019440980510076762
Position 10062: 0.0017543590314146045
Position 6008: 0.001690258642856831
Position 4649: 0.0016815261250588914
Position 10558: 0.0016374011835392156
Position 12766: 0.001625263885951295
Position 9961: 0.0012601070672564121
Position 12162: 0.0011669308620695842
Position 3620: 0.0010993245207212682
Position 2291: 0.0009905450483992462
Position 2224: 0.000924241779696269
Position 3137: 0.0007818070220156099
Position 1664: 0.0006766929197973
Position 6975: 0.0005819969644082443
Position 6041: 0.0005549808009935346
Position 3157: 0.0005066463537467417
Position 969: 0.0005052473304795785
Position 1129: 0.0005040705304391094
Position 3644: 0.0004968009109383771
Position 4448: 0.0004578021094877438
Position 6650: 0.00043139298406918113
Position 4106: 0.0004311800859758398
Position 1132: 0.00041133698062532237
Position 599: 0.000351680093149686
Position 1168: 0.0003463416507335474
Position 2131: 0.0003140109399378988
Position 2151: 0.0002841427984612761
Position 1985: 0.0002551258046684162
Position 5920: 0.00024131090268376026
Position 6643: 0.00023122445906804904
Position 2772: 0.00023070487117994628
Position 5990: 0.00022409661406425693
Position 1891: 0.00022045854582932638
Position 2714: 0.00020196808811609292
Position 2723: 0.00019691600004091204
Position 7880: 0.00018376130163719312
Position 3473: 0.00018216823972467782
