Gene = MLANA
index = 849
Annotated 5SS: [  135  1750  6852 16197]
Annotated 3SS: [ 1647  6754 16082 17837]
SMsplice 5SS: [  135  1750 10574 15967 16197]
SMsplice 3SS: [ 1647 10419 15808 16082 17837]
top_k =  1000
Partition function (log Z): 0.33600039786631286

Sorted 5' Splice Sites (High to Low Probability):
Position 16197: 0.983145225371352
Position 1750: 0.9778041745373698
Position 135: 0.9330880131175938
Position 10574: 0.5984086739994438
Position 8518: 0.41755879147464336
Position 18157: 0.317827886021673
Position 4061: 0.2959297767438736
Position 501: 0.25095781243769205
Position 4440: 0.16514418802162167
Position 10521: 0.1480691151123668
Position 2166: 0.14784038280106865
Position 19417: 0.14259679873077208
Position 6856: 0.13245428056039116
Position 15840: 0.1185975703931276
Position 15967: 0.11719968036984174
Position 1562: 0.1014219886467326
Position 6852: 0.09888262567009812
Position 4560: 0.09845272787435264
Position 2713: 0.06987966505576741
Position 8823: 0.06893049638993252
Position 8471: 0.06841669159651752
Position 2130: 0.06369685620947804
Position 18772: 0.06354105080863601
Position 12885: 0.060450911707503455
Position 599: 0.05330563200768782
Position 398: 0.052169412274625175
Position 16920: 0.044890487267881383
Position 3133: 0.03678559174321763
Position 19229: 0.03408876931831392
Position 3466: 0.03303316972643596
Position 16970: 0.029278485314415324
Position 2760: 0.028341561035409364
Position 11077: 0.023705956232569863
Position 3327: 0.021665133753898166
Position 5144: 0.01679773439261802
Position 5777: 0.014554427132592581
Position 18051: 0.014543533810553478
Position 5066: 0.014415822797499124
Position 18349: 0.01368271913027339
Position 3958: 0.01314819397169706
Position 8451: 0.010451649571241598
Position 16220: 0.009558436570341642
Position 4772: 0.00888983725280048
Position 18162: 0.008472004527111837
Position 1503: 0.008463390045113761
Position 13199: 0.008038870938249322
Position 18033: 0.007866711922790464
Position 5706: 0.007648451837138757
Position 17503: 0.007603000488265413
Position 18055: 0.007196525467823252
Position 10470: 0.006913434603586412
Position 11042: 0.006118137708119423
Position 1439: 0.006015329819267349
Position 13335: 0.005959093393587744
Position 3650: 0.005775226521060932
Position 16470: 0.005560640047477544
Position 1576: 0.005205376851076472
Position 1969: 0.004936106096501247
Position 2149: 0.0048873447204723815
Position 18077: 0.004735723826195626
Position 1962: 0.004466878852291669
Position 4199: 0.004188938114733727
Position 5525: 0.0039286242399275
Position 16710: 0.0036735583042362685
Position 448: 0.003557310385776986
Position 16201: 0.003232995701253693
Position 17093: 0.0025205030341349704
Position 781: 0.002332461564595706
Position 4894: 0.0021773713812857512
Position 17592: 0.0021587007627648872
Position 18205: 0.001941757930955092
Position 3039: 0.001667807869624857
Position 17395: 0.0011701173343259769
Position 1535: 0.0007354730808649616
Position 1452: 0.0005982850396921505
Position 2481: 0.0005705095895176904
Position 18001: 0.0005461928357206794
Position 1279: 0.0005221905315680363
Position 4868: 0.0004234849383513398
Position 1554: 0.0004230922711006418
Position 1580: 0.00040669226169676176
Position 2404: 0.0003991645041623601
Position 2108: 0.00034894169700261894
Position 1155: 0.000314912489689075
Position 4549: 0.00029919996957422336
Position 1392: 0.00028019404292690497
Position 1005: 0.0002692056129504052
Position 2840: 0.0002642710850544731
Position 2211: 0.00025608958210202374
Position 18166: 0.00023513435073851713
Position 4392: 0.00023405516901794682
Position 1407: 0.00022908204535997757
Position 2018: 0.00021883496225876437
Position 1573: 0.00020492341333256154
Position 896: 0.00019869149238995503
Position 1443: 0.00019189649067024764
Position 17081: 0.00019053841792660193
Position 17550: 0.00015699185527721108
Position 439: 0.00014581772630850018
Position 1328: 0.0001432041488523128
Position 19195: 0.00014281170312473062
Position 510: 0.00011529070583681169
Position 3137: 0.00011372290039878501
Position 2650: 0.00010309168791077685
Position 271: 0.00010295212680123643
Position 1411: 0.00010031622913810279
Position 445: 7.757411893588042e-05
Position 1821: 7.628731741386758e-05
Position 1178: 6.745253871262409e-05
Position 2413: 6.411445718948374e-05
Position 4469: 6.0889691028727545e-05
Position 267: 4.9877116040775354e-05
Position 1603: 3.40397810847961e-05
Position 1000: 2.110412739330558e-05
Position 677: 1.855782572873364e-05
Position 672: 1.6067752253812143e-05
Position 1867: 1.5685834123749363e-05
Position 971: 1.4915519794196406e-05
Position 566: 1.395020007805503e-05
Position 1414: 1.3653423660820153e-05
Position 2168: 1.318556072562431e-05
Position 2448: 1.1754163820019263e-05
Position 404: 9.161527198852305e-06
Position 1200: 7.651811249697415e-06
Position 494: 7.144005031926153e-06
Position 679: 5.555992783423693e-06
Position 1192: 5.411055723319894e-06
Position 2265: 4.9461771752471135e-06
Position 1754: 2.6931976433348287e-06
Position 275: 1.2920789124139842e-06
Position 166: 8.06901176305936e-07
Position 207: 6.893686626157454e-07
Position 238: 5.338438036784684e-07
Position 1196: 4.579259865771113e-07
Position 990: 2.493887092409772e-07
Position 57: 1.288536608438471e-07
Position 19: 1.1383098266564061e-07
Position 324: 9.203270577903505e-08
Position 466: 1.8470536038764818e-08
Position 908: 1.73842211504342e-08
Position 832: 1.185890421287547e-08
Position 240: 1.0497739836440652e-08
Position 406: 8.440812885444094e-09
Position 1173: 4.736594742195835e-09
Position 1032: 4.466826280954759e-09
Position 699: 3.4753476124283565e-09
Position 603: 2.788454841066537e-09
Position 1252: 2.5807789855853554e-09
Position 85: 1.6597281499487483e-09
Position 414: 1.123141164762064e-09
Position 714: 2.5069625102762707e-10
Position 1105: 2.1186416488876716e-10
Position 143: 1.473510535003675e-10
Position 868: 2.4960110191973562e-11
Position 571: 1.5339837100655588e-11
Position 656: 1.3362151073414553e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16082: 0.9963466293651004
Position 17837: 0.9274380855747746
Position 1647: 0.8424828243376206
Position 10419: 0.6981022243434342
Position 8344: 0.4964281286178611
Position 3957: 0.2603650219083471
Position 19305: 0.24558195985949038
Position 6754: 0.21742392245176853
Position 15617: 0.20862036082304897
Position 2021: 0.18770316394097886
Position 4339: 0.15173449901358682
Position 19120: 0.13897151046866354
Position 1672: 0.11986540763934232
Position 252: 0.11317500189230303
Position 19497: 0.09263533804641688
Position 16842: 0.08389925908735131
Position 324: 0.07768973395918863
Position 4439: 0.07610118021053924
Position 8609: 0.0662060382954929
Position 1318: 0.05985334424739026
Position 1439: 0.058725180300294874
Position 10395: 0.05528899937196312
Position 2567: 0.05265076710837562
Position 18501: 0.05073971355626404
Position 3878: 0.04519279758261828
Position 12775: 0.03584334776898694
Position 3028: 0.0306806080155468
Position 10737: 0.02982982658177741
Position 275: 0.028345826331307486
Position 564: 0.028175762954151848
Position 15658: 0.0271768899399203
Position 424: 0.026765042384126636
Position 19727: 0.026687967180318975
Position 12701: 0.0246075639385165
Position 4942: 0.021245864884760702
Position 2626: 0.021166404602141344
Position 1863: 0.018749386124278126
Position 3408: 0.01839963730071461
Position 18264: 0.01767062552396878
Position 4401: 0.017026798600880636
Position 5547: 0.016920741902370362
Position 2600: 0.015050565841227891
Position 3227: 0.014806386886650603
Position 13080: 0.01400535194373044
Position 6708: 0.013912983778720652
Position 19617: 0.013835286034620475
Position 4548: 0.013577596477867574
Position 18691: 0.012887745600764612
Position 19457: 0.012562840261487166
Position 3243: 0.012379909973650663
Position 2994: 0.01134952335284742
Position 288: 0.010779328493986896
Position 1414: 0.009222598053526298
Position 2538: 0.009042666996379681
Position 4342: 0.008055834891858352
Position 4957: 0.007945062430241637
Position 18476: 0.0069397785823228034
Position 19791: 0.006726063251198572
Position 1848: 0.006478621490404227
Position 3272: 0.006337289946618759
Position 2049: 0.006184001437049861
Position 18952: 0.00575779903097748
Position 4701: 0.005285555713356559
Position 18666: 0.005170987151807479
Position 19195: 0.004883854357853594
Position 17462: 0.004882123595737265
Position 3911: 0.004560849800046333
Position 5647: 0.004489463603099834
Position 2107: 0.004379819987793364
Position 17346: 0.004330549929124762
Position 16597: 0.004294825057793654
Position 17287: 0.003989470115731856
Position 5325: 0.0039286242399275036
Position 19636: 0.0037326571425926962
Position 448: 0.0036414716834211377
Position 19198: 0.0036342452436731163
Position 19514: 0.003611728445747951
Position 16437: 0.003260263963012044
Position 1321: 0.003158468221338426
Position 17786: 0.00279553799828435
Position 384: 0.002753916253858319
Position 18631: 0.0027495857051875057
Position 8701: 0.002725456250042547
Position 16278: 0.0026410849880551188
Position 3607: 0.0023147834430139436
Position 1499: 0.0022749507801860477
Position 18004: 0.0021312976247497037
Position 16902: 0.002027886050901977
Position 19684: 0.00202611106671751
Position 1714: 0.002025893830791002
Position 5050: 0.002022736963156773
Position 4662: 0.0016099995266447267
Position 3976: 0.0015558015704508802
Position 2118: 0.0015523434577568017
Position 18551: 0.001465273697319627
Position 18054: 0.001432046971919427
Position 1520: 0.0013203394648835486
Position 3965: 0.0012833890456527654
Position 401: 0.0012743648612658783
Position 19247: 0.0012282843180083432
Position 18709: 0.0011953480134105803
Position 19124: 0.001184625266862826
Position 19266: 0.0011839606447778708
Position 3165: 0.0011272270109401433
Position 1912: 0.0010493489325574246
Position 4698: 0.0008921924046491027
Position 18051: 0.0008911279870724571
Position 1477: 0.0008844199061199043
Position 18348: 0.0008797640654993157
Position 18857: 0.0008747193380023786
Position 486: 0.0008563097346353329
Position 387: 0.0007724395980036417
Position 16446: 0.0006917363625411747
Position 2636: 0.0006820339688729773
Position 19696: 0.0006716735200439658
Position 5677: 0.0006447579481693647
Position 18907: 0.0006257674648951567
Position 19043: 0.0006111856661745767
Position 1496: 0.000610505676698415
Position 345: 0.0006028041997303282
Position 4388: 0.0006009168890005817
Position 4250: 0.0005484664450181186
Position 1090: 0.0005442194782089575
