Gene = RP4-608O15.3
index = 1184
Annotated 5SS: [   158 129905 131284 138329]
Annotated 3SS: [129709 131106 138145 139135]
SMsplice 5SS: [   158   7261   8502  10938  12139  34871  78269  78565  85546  87293
  87754  93178  94927  95394 106239 129905 131284]
SMsplice 3SS: [  7083   8324  10754  12051  34811  78104  78384  85362  87115  87570
  92994  94749  95210 106083 129709 131106 139009]
top_k =  1000
Partition function (log Z): -53.78497710915779

Sorted 5' Splice Sites (High to Low Probability):
Position 7261: 0.9520960051587273
Position 158: 0.9123862450174113
Position 10938: 0.8328930066155034
Position 8502: 0.6973169106247376
Position 12139: 0.5974314708185127
Position 17110: 0.517977207609191
Position 5927: 0.31456298352870504
Position 9519: 0.28131301615336696
Position 18270: 0.2784025136983662
Position 8400: 0.13154424302591217
Position 8408: 0.08026458457782702
Position 112: 0.07965107094398974
Position 19063: 0.07178332801491032
Position 7694: 0.06669329214330481
Position 8908: 0.06648312544715722
Position 6985: 0.06520466944311042
Position 12230: 0.054302461298430714
Position 19122: 0.05141530722918752
Position 7822: 0.04074175102931974
Position 9977: 0.035832852981446284
Position 4104: 0.03304469188514495
Position 442: 0.02920266425564723
Position 3700: 0.02292242494456119
Position 1988: 0.022573572450498684
Position 12662: 0.020344353449751915
Position 19251: 0.01942697991752959
Position 16009: 0.01756962218237189
Position 10113: 0.016301750542588596
Position 1330: 0.015499714375047904
Position 19978: 0.013770578413610337
Position 2243: 0.013596767592528251
Position 22074: 0.013166125162634447
Position 2941: 0.013018708163410789
Position 21647: 0.012806752875612153
Position 10881: 0.010979504317449505
Position 4640: 0.010482200856965258
Position 1992: 0.009802470089103652
Position 1720: 0.009492117528987723
Position 7150: 0.008976321551500969
Position 10563: 0.008503415629670033
Position 7471: 0.008480110126511176
Position 1947: 0.00834551776481514
Position 5806: 0.007618582807771793
Position 11407: 0.006837298661702285
Position 2386: 0.006681808237061312
Position 369: 0.006641567444734477
Position 7936: 0.006492358888934628
Position 11572: 0.00534724511002826
Position 7616: 0.004731185701410608
Position 3635: 0.004566173043877047
Position 11580: 0.004033356175290791
Position 7253: 0.003561201866349582
Position 14723: 0.0035553290082858593
Position 728: 0.0031266904117644985
Position 20114: 0.002976893136532331
Position 11813: 0.0027369301082113247
Position 3193: 0.0025241099511825963
Position 3578: 0.0021893613557844305
Position 7684: 0.0020416870813285155
Position 10915: 0.0018744917416733022
Position 3162: 0.0017731665588407541
Position 8084: 0.0016302977399176165
Position 4119: 0.0015808205454216039
Position 3916: 0.001555561442544692
Position 11168: 0.0014841558483624571
Position 6532: 0.0014368530872450442
Position 2998: 0.0013725849009137085
Position 11200: 0.001350453104907993
Position 1982: 0.0013253112993466167
Position 7002: 0.001315576739249214
Position 11576: 0.0011900299446202722
Position 4140: 0.0011136081348815901
Position 2148: 0.0011118755147239685
Position 3631: 0.001097527453015764
