Gene = TPRA1
index = 1474
Annotated 5SS: [ 416  698 3448 3617 3821 4498 4689 5035 5253]
Annotated 3SS: [ 564 3360 3543 3740 4386 4627 4931 5171 6648]
SMsplice 5SS: [ 416  698 3448 3617 3821 4253 4498 4812 5035 5253]
SMsplice 3SS: [ 564 3360 3543 3740 4181 4386 4627 4931 5171 6648]
top_k =  1000
Partition function (log Z): 21.821018427480062

Sorted 5' Splice Sites (High to Low Probability):
Position 5035: 0.9895638130517381
Position 416: 0.9885902754721702
Position 698: 0.9507073318696273
Position 5253: 0.9365367270606043
Position 3448: 0.9072261009912023
Position 3821: 0.8299968854154524
Position 4498: 0.7577954111634931
Position 3617: 0.743762831397692
Position 4812: 0.6584537436638248
Position 4253: 0.6156055376078655
Position 4063: 0.31960491808590724
Position 2704: 0.1777938042489568
Position 4546: 0.14167074507585975
Position 3829: 0.14108415228247498
Position 3412: 0.08982916054800462
Position 3184: 0.08044495886301346
Position 146: 0.07228635669389587
Position 4759: 0.07180060414916746
Position 3108: 0.071623385858668
Position 142: 0.06639812063064326
Position 4689: 0.06338519461841131
Position 3104: 0.054605191672758506
Position 4474: 0.050514558573373135
Position 3619: 0.04548357918557231
Position 3172: 0.04256635560611899
Position 3623: 0.03452139824013275
Position 6044: 0.03432241716779896
Position 2875: 0.03214508735948841
Position 4078: 0.028393165173030574
Position 3011: 0.024169990403154745
Position 3753: 0.020169923662793098
Position 788: 0.01960234800688406
Position 55: 0.018602167905106867
Position 4503: 0.018358885427683734
Position 1888: 0.018004896275937817
Position 5904: 0.016202843589744522
Position 3290: 0.013098536924946948
Position 1136: 0.012820467726170785
Position 3165: 0.012395454503297496
Position 2196: 0.011844402681179205
Position 5318: 0.011748896281394866
Position 5345: 0.00975385698093407
Position 5938: 0.008260154606695201
Position 5320: 0.007564639202219156
Position 6255: 0.007210505036125588
Position 2207: 0.006041372628572976
Position 1714: 0.005673678717148729
Position 4863: 0.005063073197152286
Position 2140: 0.0044848679541675636
Position 210: 0.00440794542759887
Position 4750: 0.004119088295990745
Position 58: 0.0033729270581052085
Position 6078: 0.0028328042052598455
Position 1468: 0.0028164081801663123
Position 1754: 0.0028103046985070157
Position 452: 0.002784729992853035
Position 6273: 0.0022866910226906584
Position 5356: 0.0021126904980607398
Position 155: 0.001607126395119648
Position 3592: 0.0016031278737903495
Position 4860: 0.001554515330071043
Position 2967: 0.0014928795928949906
Position 4264: 0.0014689305207946821
Position 5869: 0.0013742010007822027
Position 5079: 0.0013465547106097592
Position 1751: 0.0013008843833721211
Position 482: 0.001154430389118897
Position 3590: 0.0011422933180118837
Position 2806: 0.0011074935371770123
Position 1496: 0.001023984309128423
Position 168: 0.0008861119123534611
Position 3278: 0.0008754053560472158
Position 6198: 0.0008093589472570125
Position 309: 0.0007512326426009488
Position 2698: 0.0007336578789698916
Position 5918: 0.0007305382348670027
Position 5053: 0.0005919840051087097
Position 4867: 0.0005653279260031267
Position 2825: 0.0004710783300041082
Position 5980: 0.00044321347480514645
Position 4778: 0.00041656308912917084
Position 1427: 0.0004075487795600241
Position 3155: 0.00036374522167240716
Position 1399: 0.0003297174580422501
Position 4072: 0.00032683795799128446
Position 6111: 0.0003134329777853302
Position 110: 0.0002851897745307224
Position 1412: 0.00027405033933337923
Position 4951: 0.000254293410287997
Position 6266: 0.00024174596430266406
Position 571: 0.0002393731143888649
Position 3220: 0.00023835510793205657
Position 3676: 0.00022812207580223345
Position 107: 0.00022633520318298713
Position 1371: 0.0002091800026460674
Position 31: 0.0002051020042793761
Position 1860: 0.0002016912623565913
Position 2507: 0.00019670298707936455
Position 1165: 0.00019585751605572449
Position 1483: 0.00019470815472675667
Position 3400: 0.00018920066992355244
Position 3048: 0.00018628126747595642
Position 6036: 0.000174424536614244
Position 117: 0.00016199078315950647
Position 5911: 0.00014508693690770143
Position 1663: 0.0001412566591351908
Position 4057: 0.00013806539676941362
Position 3379: 0.00013781212821716314
Position 4287: 0.00013118928894553892
Position 5257: 0.0001279770932682276
Position 6710: 0.00011391759456847471
Position 6048: 0.0001134860484026327
Position 4257: 0.00011240625399589063
Position 6214: 0.00011001438103457696
Position 5039: 0.00010624671425566094
Position 4735: 0.00010125310548476578
Position 158: 9.975690521585231e-05
Position 175: 9.503251444930552e-05
Position 1670: 8.654745917550622e-05
Position 3773: 8.027639100572029e-05
Position 471: 7.903581395976984e-05
Position 6209: 7.89458841354584e-05
Position 4524: 7.768906979813032e-05
Position 4624: 7.320188988665726e-05
Position 5091: 7.040295098392668e-05
Position 1455: 7.010018486389551e-05
Position 3621: 6.893804351611862e-05
Position 5893: 6.644401269347014e-05
Position 2489: 5.9386188769880604e-05
Position 972: 5.310710108127773e-05
Position 6212: 5.2397339377416516e-05
Position 6033: 5.231928204386081e-05
Position 5055: 5.08928801826682e-05
Position 1620: 4.8842510312001983e-05
Position 2178: 4.6993591785638494e-05
Position 39: 4.1042961391924835e-05
Position 6995: 3.896402981731046e-05
Position 5064: 3.701631137646609e-05
Position 1358: 2.4487397458808712e-05
Position 119: 2.374328916592809e-05
Position 4998: 2.003693352097585e-05
Position 3361: 1.997767453159769e-05
Position 4005: 1.9732552490127904e-05
Position 1310: 1.9322986757892212e-05
Position 4404: 1.9284926904443458e-05
Position 488: 1.8767633205733278e-05
Position 2210: 1.872130151601995e-05
Position 4464: 1.7803674842403173e-05
Position 5000: 1.6685329730184664e-05
Position 5008: 1.4421950721777227e-05
Position 1654: 1.2123136070241299e-05
Position 3493: 1.1637286546302235e-05
Position 2204: 1.0177518980309844e-05
Position 469: 1.0113381715123182e-05
Position 3835: 8.515577561200951e-06
Position 1634: 7.655723083102175e-06
Position 2547: 7.098707428508962e-06
Position 3436: 6.930680324149097e-06
Position 739: 6.8854769937262345e-06
Position 702: 6.258026078540522e-06
Position 1440: 6.153160532629651e-06
Position 566: 6.048085311813491e-06
Position 3896: 5.929485100584505e-06
Position 3956: 5.899019612655518e-06
Position 2002: 4.7650798339285035e-06
Position 1717: 4.706851606326808e-06
Position 1988: 4.192418527754553e-06
Position 2075: 3.838367605770926e-06
Position 3549: 3.3996033290783172e-06
Position 364: 3.071240277587084e-06
Position 5118: 2.779185492580195e-06
Position 4949: 2.634094078638659e-06
Position 450: 2.101865740366718e-06
Position 5876: 1.4920493773493392e-06
Position 536: 1.3121426781804306e-06
Position 479: 1.240562612400196e-06
Position 4897: 6.842100168359438e-07
Position 1457: 6.237746286669849e-07
Position 3757: 5.838356537600564e-07
Position 1392: 5.687511546203728e-07
Position 366: 4.064742170311422e-07
Position 1498: 3.6767562269343254e-07
Position 1061: 3.169638527687653e-07
Position 3791: 3.16227667819931e-07
Position 203: 2.9919017993025005e-07
Position 456: 2.8240763156850007e-07
Position 1485: 2.1086884661308388e-07
Position 953: 1.3892664314149986e-07
Position 947: 1.2782169954547517e-07
Position 712: 8.703848307564807e-08
Position 1345: 8.304309359098746e-08
Position 885: 6.378966084219132e-08
Position 229: 4.259922890891848e-08
Position 516: 3.537517575435861e-08
Position 424: 2.6981011605617998e-08
Position 820: 2.578638281570917e-08
Position 602: 2.3685141046517304e-08
Position 807: 2.0097417809057636e-08
Position 500: 9.707032282659587e-09
Position 1280: 9.387312568800721e-09
Position 550: 3.5212896733036385e-09
Position 5666: 2.063065184802085e-09
Position 4640: 1.525732292409497e-09
Position 502: 7.352499879880976e-10
Position 3833: 3.498112942494975e-10
