Gene = NVL
index = 981
Annotated 5SS: [  317  3997 12510 12694 18588 22397 25354 25652 26665 29826 33887 36121
 40904 42613 44362 49265 55049 62354 80176 93882 97187 99162]
Annotated 3SS: [  3922  12456  12593  18529  22123  25220  25574  26529  29723  33768
  35975  40653  42393  44256  49201  54928  62253  80068  93804  97097
  99090 102716]
SMsplice 5SS: [  317  3997 12510 12694 17354 25354 25652 26665 29826 33887 36121 44362
 49265 50777 55049 62354 63384 80176 93882 97187 99162]
SMsplice 3SS: [  3922  12391  12593  17235  25220  25574  26529  29723  33768  35975
  44256  49201  50683  54928  62253  63163  80068  93804  97097  99090
 102716]
top_k =  1000
Partition function (log Z): 21.47684029362683

Sorted 5' Splice Sites (High to Low Probability):
Position 80176: 0.9999775548216703
Position 55049: 0.9999757848125602
Position 97187: 0.9981932133584842
Position 33887: 0.9862049848723354
Position 29826: 0.9847438213290595
Position 62354: 0.9785205137306187
Position 12694: 0.966278857360636
Position 25354: 0.9652108629574301
Position 44362: 0.9618551849975957
Position 50777: 0.9412719088025924
Position 26665: 0.929662338698314
Position 3997: 0.8976498004467327
Position 12510: 0.8566775796346915
Position 317: 0.8299660915736431
Position 99162: 0.829418821588985
Position 49265: 0.7510652062640084
Position 36121: 0.7360957022530696
Position 63384: 0.6695272312846192
Position 17354: 0.5903067171776816
Position 66710: 0.5881653127771278
Position 25652: 0.5252202580150308
Position 33607: 0.5227140238963003
Position 47938: 0.47379558919777803
Position 18588: 0.45114382252270513
Position 67115: 0.33570280451331197
Position 48246: 0.31560417455107026
Position 17338: 0.30379299404925775
Position 48287: 0.2652732809910723
Position 50548: 0.2564560794316064
Position 33237: 0.24743915508186548
Position 10539: 0.23614025102433275
Position 34547: 0.23005676338075284
Position 97493: 0.21525727394355368
Position 42613: 0.18048543241548443
Position 36093: 0.17783694793807317
Position 40904: 0.17402479929477027
Position 28697: 0.14967743779374615
Position 32891: 0.14085892578846773
Position 280: 0.12950681550947415
Position 41339: 0.12453991832500272
Position 32090: 0.12305654087598801
Position 12500: 0.1186722126819253
Position 43134: 0.1140440383737583
Position 50534: 0.09297944173347641
Position 58168: 0.08577459056134085
Position 49987: 0.08378988744639394
Position 36070: 0.08288403233722189
Position 70469: 0.0777525603101689
Position 14453: 0.07410919417741342
Position 7157: 0.06924029361007576
Position 50576: 0.06822390622400967
Position 43831: 0.06668325207455489
Position 32974: 0.0655507865772595
Position 846: 0.064162344737546
Position 48208: 0.06269264393088661
Position 68312: 0.05860978038192901
Position 54489: 0.05779457296156036
Position 22397: 0.05775919015929965
Position 6935: 0.05275320517431091
Position 47447: 0.04845911831874602
Position 43951: 0.04635624516408057
Position 15218: 0.038099944452173115
Position 60656: 0.03666269257875243
Position 28109: 0.03512003337085965
Position 43822: 0.034829454498106115
Position 44446: 0.03441147252681437
Position 602: 0.03419330415747118
Position 44068: 0.031599623116940694
Position 51077: 0.02742765571197721
Position 23681: 0.027278557444180198
Position 48560: 0.026145069876642647
Position 16705: 0.025075653222261702
Position 66720: 0.024098460667627896
Position 36883: 0.023936215026105077
Position 36498: 0.02318943588331935
Position 28969: 0.02235102249755384
Position 26249: 0.020928203473309585
Position 102297: 0.019749340394119054
Position 47697: 0.018890046230382318
Position 25361: 0.01842191837176537
Position 871: 0.018192266260069246
Position 12678: 0.017919996517852144
Position 15291: 0.017655176389198394
Position 52353: 0.016585382562996118
Position 33050: 0.01623695708433323
Position 25359: 0.015717539382549318
Position 46647: 0.01549701982366567
Position 51333: 0.014677364180046351
Position 48740: 0.013409452842095793
Position 102273: 0.01338957031364664
Position 671: 0.013107289904323919
Position 35860: 0.013063510307216883
Position 10395: 0.01276240788498453
Position 33123: 0.012048326238676525
Position 22356: 0.01191932176763011
Position 51358: 0.011890430559286366
Position 13895: 0.011696513514394555
Position 23098: 0.0116235561204029
Position 25767: 0.011540335705979168
Position 10544: 0.011467937017240653
Position 5465: 0.010679137153461664
Position 545: 0.010591351012262053
Position 41507: 0.010514025619264511
Position 54539: 0.010466059704535687
Position 38706: 0.010415392454835639
Position 50788: 0.008447492986815925
Position 3665: 0.008062251147791279
Position 14318: 0.007712543280815913
Position 3070: 0.007667789081472012
Position 42617: 0.007456968493205764
Position 49329: 0.006866201213583853
Position 34670: 0.006717611575076204
Position 27448: 0.006563867031554405
Position 53663: 0.006364942329484178
Position 50027: 0.005963569846076213
Position 27956: 0.00595156492485083
Position 164: 0.0058342684368590005
Position 13962: 0.005049794980438091
Position 51461: 0.004980877836241184
Position 29232: 0.004923224457956344
Position 13143: 0.004898870823836215
Position 14015: 0.0045748909833522354
Position 52923: 0.00457283299470741
Position 17168: 0.004542986706512279
Position 14503: 0.004438532056503852
Position 3669: 0.004418156713286644
Position 33228: 0.004272792126894464
Position 51795: 0.0042723672811849495
Position 34628: 0.004254500536684446
Position 1302: 0.004231804519966016
Position 53642: 0.004097987583837994
Position 30373: 0.004030603304728036
Position 36703: 0.003996594783699065
Position 29852: 0.00397399022092288
Position 51908: 0.003946170676728816
Position 2574: 0.003705222058419177
Position 33368: 0.0036472688673516904
Position 497: 0.0036419955650996818
Position 10836: 0.003420199301226893
Position 527: 0.0033782503839753907
Position 35847: 0.0032700530991126996
Position 51748: 0.0032220195133851734
Position 55300: 0.0030518209434087394
Position 25916: 0.002931920851484036
Position 54523: 0.00289393843924503
Position 34382: 0.0027030351743639104
Position 28755: 0.002610048486620916
Position 3509: 0.0024949989338965252
