Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [174]
SMsplice 3SS: [432]
top_k =  1000
Partition function (log Z): -7.676053489834444

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.8053640007827398
Position 174: 0.6837223925389325
Position 584: 0.3208713592139209
Position 646: 0.24234882660318394
Position 963: 0.13248684025140584
Position 219: 0.11015632251474143
Position 1765: 0.0881226830707094
Position 159: 0.08480977336980969
Position 190: 0.07040529508478156
Position 4432: 0.06831877373888093
Position 7892: 0.06612707584079888
Position 558: 0.057376563793145194
Position 1657: 0.05683422410177134
Position 9479: 0.03630814794177041
Position 563: 0.032075052237407704
Position 541: 0.03137879244649484
Position 3320: 0.031245151733042924
Position 3329: 0.026250045112282513
Position 170: 0.025797046840721805
Position 723: 0.024631341493901233
Position 507: 0.016655340836946097
Position 590: 0.014032473611415745
Position 1759: 0.013798236670441675
Position 9654: 0.01295533125925034
Position 602: 0.012453626259394696
Position 1304: 0.009818925185079697
Position 216: 0.00853893538481686
Position 336: 0.007491704716761446
Position 5537: 0.006140799099850062
Position 178: 0.005493003793706725
Position 692: 0.004686010689963685
Position 2235: 0.004451867355341102
Position 8360: 0.004055214829273223
Position 1241: 0.003975227941881479
Position 2241: 0.003402054423215183
Position 5995: 0.0033778501251385934
Position 466: 0.0031385967446147895
Position 464: 0.0028117490715473615
Position 763: 0.002347717758757596
Position 3396: 0.002195901385842395
Position 4978: 0.0020805570675366935
Position 5552: 0.002043348031476402
Position 7804: 0.0019888782170769887
Position 5599: 0.0016841569106525447
Position 3027: 0.0010966840914646665
Position 6603: 0.0010732917686967144
Position 2778: 0.0007290975415161431
Position 4543: 0.0005825741889231992
Position 1853: 0.0005789217712095067
Position 2148: 0.0005278509141090255
Position 5294: 0.0005123301896916646
Position 596: 0.00046612440486798717
Position 571: 0.00039914332465011503
Position 6883: 0.0003739516754889721
Position 5947: 0.0003185899309150612
Position 569: 0.00031602384379341575
Position 2220: 0.00029160786251848344
Position 203: 0.00028568288246116826
Position 1824: 0.00027026752629207755
Position 2523: 0.0001831515756958386
Position 163: 9.985240950955485e-05
Position 277: 9.98246166371278e-05
Position 4260: 9.224350446328423e-05
Position 2880: 8.937532730939949e-05
Position 225: 8.892580111824667e-05
Position 1265: 6.860133197329769e-05
Position 107: 6.372783270485401e-05
Position 987: 5.3046522860589304e-05
Position 36: 4.7764072437606524e-05
Position 712: 4.3742858313502326e-05
Position 470: 3.7739485589177354e-05
Position 1185: 3.300854964032656e-05
Position 696: 2.8630650739046628e-05
Position 839: 2.4164157162483285e-05
Position 3662: 2.2591416283332882e-05
Position 451: 2.0932823334994063e-05
Position 206: 1.6529742851320154e-05
Position 944: 1.5845169682535656e-05
Position 468: 1.5336590920412073e-05
Position 2855: 1.4000812077004717e-05
Position 282: 1.3064652482563007e-05
Position 2926: 1.191747191464658e-05
Position 4070: 1.0090276771300633e-05
Position 343: 8.271428260731534e-06
