Gene = PCNP
index = 1003
Annotated 5SS: [  185  5910 11417 16176]
Annotated 3SS: [ 5694 11341 16119 18531]
SMsplice 5SS: [  185 11417 16176]
SMsplice 3SS: [11341 16119 18531]
top_k =  1000
Partition function (log Z): -6.745363822653298

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9795676119328398
Position 11417: 0.8936831378029995
Position 5910: 0.6278774305413355
Position 16176: 0.37463849614602357
Position 16216: 0.33418008661846926
Position 5599: 0.1410649826333287
Position 1843: 0.1324566381541239
Position 18685: 0.12465407862528978
Position 11469: 0.08906246310106075
Position 2523: 0.08278498110722839
Position 5672: 0.07583731789050431
Position 4201: 0.07380980784952762
Position 2674: 0.06353053961066232
Position 5163: 0.06300579854263906
Position 5576: 0.05188825334534379
Position 18822: 0.049208421670718115
Position 5580: 0.043778390807225606
Position 13768: 0.04283481266012125
Position 2700: 0.04093947518791812
Position 5857: 0.03888853436195665
Position 18357: 0.030488121677601385
Position 6481: 0.028939030912303362
Position 11679: 0.027861867038584013
Position 15299: 0.027556153777196262
Position 15595: 0.019414122022218698
Position 15042: 0.017431600201810626
Position 15973: 0.01602553424297026
Position 5222: 0.013534618512667048
Position 17268: 0.01329929196761958
Position 773: 0.012462041531369063
Position 3754: 0.012182629311128826
Position 6573: 0.01134486072914356
Position 2419: 0.011250110064603944
Position 18678: 0.01079579769236448
Position 3735: 0.010676333721108003
Position 395: 0.010566411469412921
Position 2695: 0.010284195082464502
Position 17337: 0.010281628640274845
Position 13850: 0.009432610481367985
Position 5248: 0.00838917217036363
Position 14978: 0.0076209244415422405
Position 6008: 0.006643986286853506
Position 249: 0.005906580854616566
Position 839: 0.005253399254111354
Position 5584: 0.004561647498953858
Position 15553: 0.004556307455413755
Position 16646: 0.0040947386604236555
Position 13758: 0.003841395583314878
Position 4768: 0.0037671606332810794
Position 214: 0.0037161289753282287
Position 5075: 0.002790893008629831
Position 3749: 0.0027457590655325646
Position 18729: 0.0022940056944641372
Position 3091: 0.002168187834100205
Position 19432: 0.0020123929810004844
Position 2478: 0.001963890164109868
Position 1833: 0.0016647910268763094
Position 4960: 0.0016530059292459121
Position 2267: 0.0014489701714189669
Position 2241: 0.000881416304992826
Position 17188: 0.000841542697223009
Position 14203: 0.0007805040844126514
Position 16811: 0.0006302658226153582
Position 12735: 0.0005964952000725773
Position 1083: 0.00046959248207780716
Position 14391: 0.0004565253243399326
Position 637: 0.00028548702148908857
Position 1012: 0.00023374368768190083
Position 2004: 0.00022143943644095126
Position 477: 0.00020869992307939175
Position 963: 0.0002069254303111373
Position 495: 0.0001822408707200295
Position 5989: 0.00015850878424171234
Position 2446: 0.0001571495781734195
Position 205: 0.0001535353174951445
Position 303: 0.00014658796363907457
Position 1847: 0.00013066113458709433
Position 700: 0.00012553115735167045
Position 2356: 0.0001081438301286099
Position 582: 0.0001041600717693802
Position 596: 8.747003495208727e-05
Position 1801: 6.3718144852936e-05
Position 263: 5.674618892480292e-05
Position 61: 5.0593359419258294e-05
Position 1071: 4.93660520128863e-05
Position 1898: 4.712508866340054e-05
Position 1629: 3.5431102169429364e-05
Position 860: 2.562854314370473e-05
Position 1032: 2.5175494679634683e-05
Position 1713: 2.4504102648693722e-05
Position 1930: 1.9732281642172796e-05
Position 1279: 1.8381475051211803e-05
Position 1212: 1.619177251248194e-05
Position 664: 1.2726862128840099e-05
Position 2647: 1.2011252550719624e-05
Position 2226: 9.923195426576607e-06
Position 1906: 8.371539093802136e-06
Position 1821: 7.078479269720844e-06
Position 1735: 5.1114980030968995e-06
Position 3709: 4.525421835551602e-06
Position 3337: 4.356262713360387e-06
Position 2312: 3.831363898947168e-06
Position 4359: 3.5713968593719524e-06
Position 1660: 2.3106826678221925e-06
Position 4335: 2.2279606868644217e-06
Position 3665: 2.04153789069137e-06
Position 1647: 1.779117845059968e-06
Position 2047: 1.473104261758707e-06
Position 1335: 1.4659818727852784e-06
Position 826: 1.141777366779824e-06
Position 3283: 1.1034875856009284e-06
Position 74: 1.0400032611829007e-06
Position 1238: 9.091350763707651e-07
Position 77: 1.2542787881732127e-07
Position 1775: 1.1651440475116048e-07
