Gene = LARS2
index = 763
Annotated 5SS: [   175   3143   6182  11868  29068  31224  58475  70381  85845  88122
  97291 100307 103295 107868 112074 124730 127771 129567 131791 135603
 153451]
Annotated 3SS: [  3076   5926  11738  28975  31162  58384  70236  85736  87961  97185
 100190 103010 107768 111935 124628 127587 129396 131712 135490 153322
 158844]
SMsplice 5SS: [   175    601   3143   6182  11868  23354  29068  45863  46123  46393
  58475  60590  70381  88122  97291 100307 107868 112074 124730 127771
 131791 135603 153451]
SMsplice 3SS: [   526   3076   5926  11738  23214  28975  45798  45980  46263  58384
  60510  70236  87961  97185 100190 107768 111935 124628 127587 131712
 135490 153322 158844]
top_k =  1000
Partition function (log Z): -48.88295189041491

Sorted 5' Splice Sites (High to Low Probability):
Position 29068: 0.9999975013985858
Position 11868: 0.9875192665787305
Position 6182: 0.8848791792279903
Position 601: 0.8833279755489662
Position 45863: 0.7080586451982398
Position 3143: 0.7021344785811799
Position 23354: 0.700805396657507
Position 14055: 0.6920692687333471
Position 46123: 0.6857979923975532
Position 46393: 0.6535335441632855
Position 175: 0.6411432520587471
Position 26644: 0.43446956559500555
Position 4637: 0.37412093230780247
Position 11187: 0.3414613191977313
Position 274: 0.2950879231577168
Position 788: 0.26849554509298684
Position 1388: 0.1565948310820958
Position 3546: 0.14777420047811038
Position 9740: 0.1372183910394597
Position 31224: 0.11660324800917113
Position 9070: 0.07371196863826739
Position 7768: 0.07164941256880075
Position 24608: 0.059045868365758765
Position 8054: 0.04450399310467939
Position 11168: 0.037510977056495316
Position 19001: 0.035783548630233614
Position 11162: 0.034692567357993406
Position 3317: 0.029404247234030526
Position 12245: 0.028848455750108897
Position 1221: 0.022679215399429534
Position 16899: 0.022105500506778022
Position 5324: 0.021989097491969947
Position 31859: 0.021841067562613142
Position 8490: 0.020300559574825048
Position 167: 0.019513332354710488
Position 19067: 0.018892904637347517
Position 10319: 0.018802356257911254
Position 24958: 0.016245805188364548
Position 8919: 0.016144722040430035
Position 1082: 0.016110037480884958
Position 5820: 0.014714775847221376
Position 6009: 0.014367043533037397
Position 18981: 0.014022916289177645
Position 11171: 0.013108765001425784
Position 128: 0.012689251371896361
Position 11878: 0.011773193644844316
Position 2765: 0.011160646044441506
Position 99: 0.01115207130411912
Position 8222: 0.011039045802690004
Position 13252: 0.009264945776116484
Position 4229: 0.008343153669747212
Position 7004: 0.007860434441445121
Position 9045: 0.0072039547697360165
Position 4198: 0.006057082812707966
Position 4840: 0.005651062332149532
Position 8862: 0.005425648119363975
Position 20922: 0.004972294648806781
Position 18145: 0.004506887467986014
Position 30022: 0.004490667595466068
Position 2086: 0.004250158506440384
Position 11153: 0.003934821603026521
Position 11107: 0.003684110656095957
Position 29334: 0.003620078271119977
Position 3308: 0.003165206741294611
Position 1355: 0.0029806173700344493
Position 33010: 0.0027907799655710157
Position 38506: 0.002543705403823149
Position 13739: 0.002510955754240478
Position 3680: 0.0024559876723755794
Position 34702: 0.002035726988291225
Position 29866: 0.0017322708053312183
Position 4856: 0.0015181007045654575
Position 12939: 0.0014699997252068425
Position 32802: 0.0014356530655858782
Position 3667: 0.0013536087339584232
Position 677: 0.0012733814379483836
Position 6229: 0.0012199469654994364
Position 4888: 0.001069316050234417
Position 12583: 0.0010399085658713318
Position 2838: 0.0009845988308424772
Position 12121: 0.0009625261704175789
Position 285: 0.0009286415161526016
Position 2921: 0.000880233375701641
Position 594: 0.0008751116620897274
Position 6209: 0.0006757386463210361
Position 2961: 0.0006194602104981006
Position 13895: 0.0005395711109288716
Position 7244: 0.0004756587885686322
Position 8281: 0.00035959848711966175
Position 3301: 0.000354600529509619
Position 7772: 0.0003281699042511068
Position 38659: 0.00032619500926054913
Position 31249: 0.0003019794569003087
Position 6831: 0.00030105588222900426
Position 5265: 0.000299856292893719
Position 1595: 0.0002702596155652503
Position 2414: 0.00025918342923347435
Position 1233: 0.00023529680384873952
Position 29351: 0.0002110691680453154
Position 12451: 0.00020846789656681013
Position 13373: 0.0002023403997543826
Position 412: 0.00019297297105975452
Position 7218: 0.0001865609417173403
Position 31365: 0.00017965022890622617
Position 1421: 0.00017862785901362021
Position 13236: 0.00016911289919190837
Position 7509: 0.00016458591150669794
Position 290: 0.0001607420959525635
Position 11788: 0.00015227466312597884
Position 7980: 0.0001518350336165081
Position 498: 0.0001428976435221246
Position 1426: 0.00013084141473717063
Position 309: 0.00012718573611410994
Position 6097: 0.0001260101110215145
Position 6041: 0.00011326831839534386
Position 1550: 0.00010349459838780149
Position 7757: 0.00010047283416567455
Position 6186: 8.433627793733606e-05
Position 6122: 7.756961522211819e-05
Position 16091: 7.510882222240502e-05
Position 977: 7.28925699452329e-05
Position 947: 7.07212306358431e-05
Position 527: 7.071064943445895e-05
Position 569: 6.599793311847246e-05
Position 1562: 6.596076495703371e-05
Position 339: 5.982248005473977e-05
Position 31397: 5.981548465205843e-05
Position 31320: 5.677361396638968e-05
Position 1135: 5.317052006080634e-05
Position 6028: 5.273613055785972e-05
Position 13035: 5.1394398422730425e-05
Position 142: 4.042448681633125e-05
Position 219: 3.8763076960217124e-05
Position 609: 2.9060574447708412e-05
Position 930: 2.114238707788626e-05
Position 21: 2.04337080974441e-05
Position 35568: 1.781122363651725e-05
Position 29607: 1.3963921392933517e-05
Position 420: 8.839554730583274e-06
Position 552: 8.407772180487687e-06
Position 1714: 8.319334572901391e-06
Position 32: 8.132145570054775e-06
Position 4146: 6.6769875588304385e-06
Position 480: 5.428353472268312e-06
Position 16359: 5.288541404319426e-06
Position 1088: 4.0571720769017545e-06
Position 4755: 3.882070551322108e-06
Position 293: 2.343183147605304e-06
Position 1025: 1.7415521482163327e-06
Position 538: 1.6606088360555964e-06
Position 67: 1.2832171750186694e-06
Position 29618: 1.161227065910741e-06
Position 114: 1.142799499004263e-06
Position 36: 1.0684200372675321e-06
Position 902: 1.0066977298188557e-06
Position 792: 9.707578362864653e-07
Position 806: 8.840333265481041e-07
Position 42: 2.873659140725554e-07
Position 415: 2.7020036656897477e-07
Position 652: 1.962328044980265e-07
Position 40: 1.2987891449059076e-07
Position 73: 9.354129843947796e-08
Position 737: 6.394899764010036e-08
Position 724: 3.882550243448627e-08
Position 103: 1.0498871824245338e-08
Position 491: 8.977950577816235e-09
Position 797: 8.299156301388458e-09
Position 703: 4.2166639937367524e-09
Position 706: 1.1960904408773717e-09
Position 722: 1.6090577099303132e-10
Position 739: 9.968555322952737e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 28975: 0.9999975013985871
Position 11738: 0.9799520403898581
Position 526: 0.7885907029976319
Position 5926: 0.7580637746316068
Position 3076: 0.749358446460676
Position 45798: 0.7230660988729019
Position 23214: 0.7008053966575079
Position 45980: 0.698025103487016
Position 46263: 0.6078582356838413
Position 11057: 0.4268613702032357
Position 26467: 0.3985159989899822
Position 14050: 0.36240861558489235
Position 4531: 0.3326279040402871
Position 51621: 0.290982186658702
Position 13933: 0.282136805090841
Position 46232: 0.16394836501127474
Position 46495: 0.13531775296698076
Position 9631: 0.11676736704823781
Position 1288: 0.11641093662788762
Position 46621: 0.10967290225853644
Position 8766: 0.1024522359806794
Position 713: 0.10203577036861618
Position 31162: 0.09531666677575075
